ESTADOS,partido,votos,ANO_ELEICAO
RJ,PSOL,644641,2018
RJ,PSTU,3034,2018
RJ,PT,349380,2018
RJ,PTB,74038,2018
RJ,PTC,56296,2018
RJ,PV,22508,2018
RJ,REDE,83123,2018
RJ,SOLIDARIEDADE,164945,2018
RN,AVANTE,56121,2018
RN,DC,8260,2018
RN,DEM,69300,2018
RN,MDB,99072,2018
RN,NOVO,25450,2018
RN,PATRI,15857,2018
RN,PC do B,28210,2018
RN,PCO,115,2018
RN,PDT,36218,2018
RN,PHS,18708,2018
RN,PMB,27399,2018
RN,PMN,2707,2018
RN,PODE,27476,2018
RN,PP,86183,2018
RN,PPL,7019,2018
RN,PPS,7743,2018
RN,PR,97261,2018
RN,PRB,45914,2018
RN,PROS,61433,2018
RN,PRP,5241,2018
RN,PRTB,2802,2018
RN,PSB,84907,2018
RN,PSC,16800,2018
RN,PSD,77997,2018
RN,PSDB,72080,2018
RN,PSL,89375,2018
RN,PSOL,16854,2018
RN,PSTU,1556,2018
RN,PT,263083,2018
RN,PTB,12356,2018
RN,PTC,129292,2018
RN,PV,16187,2018
RN,REDE,10424,2018
RN,SOLIDARIEDADE,106817,2018
RO,DC,304,2018
RO,DEM,49208,2018
RO,MDB,79222,2018
RO,NOVO,5473,2018
RO,PATRI,8533,2018
RO,PC do B,843,2018
RO,PDT,57930,2018
RO,PHS,6019,2018
RO,PMB,163,2018
RO,PMN,27721,2018
RO,PODE,72573,2018
RO,PP,70215,2018
RO,PPS,3418,2018
RO,PR,32272,2018
RO,PRB,27435,2018
RO,PROS,22477,2018
RO,PRP,1564,2018
RO,PRTB,558,2018
RO,PSB,32822,2018
RO,PSC,20921,2018
RO,PSD,45186,2018
RO,PSDB,41258,2018
RO,PSL,92616,2018
RO,PSOL,1340,2018
RO,PSTU,456,2018
RO,PT,39819,2018
RO,PTB,23823,2018
RO,PTC,2362,2018
RO,PV,14567,2018
RO,REDE,8464,2018
RO,SOLIDARIEDADE,29275,2018
RR,AVANTE,1978,2018
RR,DC,662,2018
RR,DEM,12285,2018
RR,MDB,16462,2018
RR,PATRI,12628,2018
RR,PC do B,5288,2018
RR,PCB,738,2018
RR,PDT,1553,2018
RR,PHS,9391,2018
RR,PMB,2157,2018
RR,PODE,7372,2018
RR,PP,15107,2018
RR,PPL,2467,2018
RR,PPS,6871,2018
RR,PR,20438,2018
RR,PRB,24994,2018
RR,PROS,4239,2018
RR,PRP,2627,2018
RR,PRTB,7048,2018
RR,PSB,528,2018
RR,PSC,4439,2018
RR,PSD,17604,2018
RR,PSDB,16781,2018
RR,PSL,23604,2018
RR,PSOL,479,2018
RR,PSTU,149,2018
RR,PT,2036,2018
RR,PTB,6291,2018
RR,PTC,4468,2018
RR,PV,6677,2018
RR,REDE,11601,2018
RR,SOLIDARIEDADE,24326,2018
RS,AVANTE,29031,2018
RS,DC,3539,2018
RS,DEM,222535,2018
RS,MDB,681112,2018
RS,NOVO,437390,2018
RS,PATRI,18746,2018
RS,PC do B,81615,2018
RS,PCB,2116,2018
RS,PCO,320,2018
RS,PDT,454021,2018
RS,PHS,12202,2018
RS,PMB,4611,2018
RS,PMN,9635,2018
RS,PODE,30458,2018
RS,PP,562916,2018
RS,PPL,29221,2018
RS,PPS,126453,2018
RS,PR,195295,2018
RS,PRB,148141,2018
RS,PROS,32367,2018
RS,PRP,8323,2018
RS,PSB,374168,2018
RS,PSC,22471,2018
RS,PSD,180667,2018
RS,PSDB,299938,2018
RS,PSL,437670,2018
RS,PSOL,183845,2018
RS,PSTU,3001,2018
RS,PT,793819,2018
RS,PTB,316385,2018
RS,PTC,4033,2018
RS,PV,58388,2018
RS,REDE,57661,2018
RS,SOLIDARIEDADE,39959,2018
SC,AVANTE,4935,2018
SC,DC,3607,2018
SC,DEM,29365,2018
SC,MDB,553953,2018
SC,NOVO,187440,2018
SC,PATRI,21826,2018
SC,PC do B,24019,2018
SC,PCB,3020,2018
SC,PCO,173,2018
SC,PDT,36577,2018
SC,PHS,1580,2018
SC,PMN,6623,2018
SC,PODE,8577,2018
SC,PP,288537,2018
SC,PPL,7447,2018
SC,PPS,93752,2018
SC,PR,69382,2018
SC,PRB,188145,2018
SC,PROS,17372,2018
SC,PRP,22762,2018
SC,PRTB,1012,2018
SC,PSB,156127,2018
SC,PSC,39161,2018
SC,PSD,295377,2018
SC,PSDB,301400,2018
SC,PSL,769926,2018
SC,PSOL,68051,2018
SC,PSTU,2943,2018
SC,PT,347657,2018
SC,PTB,11593,2018
SC,PTC,7690,2018
SC,PV,4791,2018
SC,REDE,9956,2018
SC,SOLIDARIEDADE,35667,2018
SE,AVANTE,5350,2018
SE,DC,1759,2018
SE,DEM,4041,2018
SE,MDB,88249,2018
SE,NOVO,6432,2018
SE,PATRI,54285,2018
SE,PC do B,10857,2018
SE,PCB,544,2018
SE,PDT,43130,2018
SE,PHS,2638,2018
SE,PMN,5732,2018
SE,PODE,13841,2018
SE,PP,71254,2018
SE,PPL,2619,2018
SE,PPS,5008,2018
SE,PR,73441,2018
SE,PRB,42599,2018
SE,PROS,3233,2018
SE,PRP,1824,2018
SE,PRTB,1804,2018
SE,PSB,48502,2018
SE,PSC,89898,2018
SE,PSD,107523,2018
SE,PSDB,13135,2018
SE,PSL,55101,2018
SE,PSOL,21646,2018
SE,PSTU,1252,2018
SE,PT,135028,2018
SE,PTB,10286,2018
SE,PTC,17423,2018
SE,PV,12659,2018
SE,REDE,37721,2018
SE,SOLIDARIEDADE,65342,2018
SP,AVANTE,143423,2018
SP,DC,29644,2018
SP,DEM,1089549,2018
SP,MDB,530881,2018
SP,NOVO,899904,2018
SP,PATRI,231488,2018
SP,PC do B,89286,2018
SP,PCB,7486,2018
SP,PCO,2883,2018
SP,PDT,493769,2018
SP,PHS,48899,2018
SP,PMB,18366,2018
SP,PMN,38464,2018
SP,PODE,695983,2018
SP,PP,639122,2018
SP,PPL,55628,2018
SP,PPS,370482,2018
SP,PR,1734561,2018
SP,PRB,1595387,2018
SP,PROS,204880,2018
SP,PRP,132021,2018
SP,PRTB,85019,2018
SP,PSB,1100842,2018
SP,PSC,112504,2018
SP,PSD,679597,2018
SP,PSDB,1730273,2018
SP,PSL,4449272,2018
SP,PSOL,915303,2018
SP,PSTU,11682,2018
SP,PT,2078365,2018
SP,PTB,200514,2018
SP,PTC,15404,2018
SP,PV,415072,2018
SP,REDE,189076,2018
SP,SOLIDARIEDADE,263444,2018
TO,AVANTE,2132,2018
TO,DC,3231,2018
TO,DEM,99394,2018
TO,MDB,44922,2018
TO,PATRI,2714,2018
TO,PC do B,5199,2018
TO,PDT,5473,2018
TO,PHS,15711,2018
TO,PMB,880,2018
TO,PMN,4818,2018
TO,PODE,614,2018
TO,PP,44114,2018
TO,PPL,1733,2018
TO,PPS,4759,2018
TO,PR,53547,2018
TO,PRB,9930,2018
TO,PROS,32607,2018
TO,PRP,2122,2018
TO,PRTB,20893,2018
TO,PSB,28801,2018
TO,PSC,60399,2018
TO,PSD,18897,2018
TO,PSDB,39651,2018
TO,PSL,30513,2018
TO,PSOL,3711,2018
TO,PT,44301,2018
TO,PTB,561,2018
TO,PTC,1333,2018
TO,PV,7887,2018
TO,REDE,949,2018
TO,SOLIDARIEDADE,125672,2018
SP,PL,5343667,2022
SP,PT / PV / PC do B,3132607,2022
MG,PL,2383410,2022
SP,REDE / PSOL,2288861,2022
SP,UNIÃO,1811462,2022
MG,PT / PV / PC do B,1787525,2022
BA,PT / PV / PC do B,1761003,2022
RJ,PL,1717302,2022
SP,MDB,1613626,2022
SP,REPUBLICANOS,1580891,2022
PA,MDB,1519004,2022
SP,CIDADANIA / PSDB,1500112,2022
SP,PP,1174646,2022
RS,PT / PV / PC do B,1168128,2022
BA,PSD,1141474,2022
BA,UNIÃO,1075013,2022
CE,PL,1058947,2022
SP,PSD,1055965,2022
PR,PSD,1051984,2022
CE,PDT,975407,2022
PR,PT / PV / PC do B,973352,2022
RJ,UNIÃO,967553,2022
SC,PL,962053,2022
MG,AVANTE,924208,2022
SP,PODE,892443,2022
RJ,PT / PV / PC do B,889560,2022
BA,PP,776833,2022
MG,PSD,766629,2022
PI,PT / PV / PC do B,749076,2022
RJ,REDE / PSOL,738331,2022
SP,PSB,733141,2022
PE,PSB,727527,2022
CE,UNIÃO,719801,2022
PR,PP,704175,2022
RJ,PSD,689255,2022
PE,PP,681164,2022
RS,PL,680192,2022
MG,UNIÃO,669076,2022
MG,PP,655458,2022
PR,UNIÃO,641875,2022
PE,PL,636231,2022
MA,PL,626039,2022
CE,PSD,621809,2022
BA,PL,620140,2022
CE,PT / PV / PC do B,619292,2022
PR,PL,593160,2022
RS,MDB,586325,2022
GO,PL,574775,2022
RJ,PP,569050,2022
RS,REPUBLICANOS,549530,2022
AL,PP,546041,2022
MG,PATRIOTA,543201,2022
PA,PL,539998,2022
PE,PT / PV / PC do B,535934,2022
BA,REPUBLICANOS,533293,2022
SC,PT / PV / PC do B,524433,2022
RS,PP,522295,2022
RJ,REPUBLICANOS,494330,2022
RS,CIDADANIA / PSDB,480995,2022
PB,REPUBLICANOS,478581,2022
PE,UNIÃO,461431,2022
PR,PODE,429991,2022
PI,PSD,426968,2022
MG,PDT,425633,2022
PE,REPUBLICANOS,416059,2022
SC,MDB,415237,2022
RJ,MDB,414506,2022
MA,PT / PV / PC do B,407352,2022
MG,MDB,403038,2022
PI,PP,400918,2022
BA,PDT,396887,2022
MG,CIDADANIA / PSDB,392483,2022
SC,PSD,391429,2022
PA,PT / PV / PC do B,381210,2022
SP,SOLIDARIEDADE,379310,2022
MT,PL,377457,2022
MA,UNIÃO,374204,2022
GO,UNIÃO,373859,2022
AM,UNIÃO,372802,2022
MG,REPUBLICANOS,371939,2022
RN,PL,370465,2022
SP,NOVO,361268,2022
PA,PSD,350784,2022
MG,PODE,338977,2022
PB,PP,327019,2022
AM,CIDADANIA / PSDB,323729,2022
AM,PSD,323344,2022
RS,PDT,321317,2022
RS,PODE,318850,2022
MS,CIDADANIA / PSDB,317502,2022
RN,PT / PV / PC do B,316707,2022
RN,UNIÃO,315590,2022
PB,PSC,314599,2022
MG,REDE / PSOL,312260,2022
MA,PP,304434,2022
RS,REDE / PSOL,303180,2022
RS,NOVO,301966,2022
PA,UNIÃO,301599,2022
MA,MDB,301583,2022
DF,REPUBLICANOS,301307,2022
ES,PP,296301,2022
RS,PSD,295357,2022
PR,REPUBLICANOS,295297,2022
SP,PSC,293192,2022
GO,PT / PV / PC do B,292767,2022
AM,REPUBLICANOS,291549,2022
DF,PT / PV / PC do B,291004,2022
BA,MDB,289982,2022
GO,PP,287770,2022
SP,PDT,285898,2022
PB,PL,283272,2022
SC,UNIÃO,279432,2022
GO,MDB,277308,2022
MA,PSB,277012,2022
BA,AVANTE,276488,2022
DF,PL,275496,2022
BA,CIDADANIA / PSDB,274059,2022
SC,CIDADANIA / PSDB,273775,2022
PR,MDB,273684,2022
GO,REPUBLICANOS,273442,2022
MT,MDB,272659,2022
RJ,PODE,267667,2022
PE,REDE / PSOL,266874,2022
AL,MDB,260713,2022
CE,MDB,259545,2022
PE,MDB,259476,2022
MG,PSC,258888,2022
MT,UNIÃO,249328,2022
RJ,PROS,243889,2022
SC,NOVO,243668,2022
SP,AVANTE,241814,2022
SE,UNIÃO,239275,2022
PB,PSB,237099,2022
MA,PSC,235561,2022
AM,PL,234488,2022
AL,PT / PV / PC do B,234310,2022
RJ,PDT,232718,2022
MA,PATRIOTA,231636,2022
MA,PSD,230912,2022
SP,PATRIOTA,228947,2022
CE,PP,225463,2022
PE,AVANTE,225100,2022
MA,PODE,222975,2022
ES,PL,220995,2022
MS,PL,218427,2022
ES,PT / PV / PC do B,217787,2022
SP,PTB,217212,2022
RS,UNIÃO,215367,2022
RJ,SOLIDARIEDADE,214441,2022
RJ,PSB,214135,2022
PR,PROS,214036,2022
SC,PP,209318,2022
PA,PTB,206332,2022
MS,PT / PV / PC do B,205316,2022
PB,UNIÃO,203364,2022
ES,REPUBLICANOS,200917,2022
PA,CIDADANIA / PSDB,200864,2022
SE,PSD,199933,2022
PE,SOLIDARIEDADE,196762,2022
RO,UNIÃO,195169,2022
BA,PSB,194702,2022
ES,PSB,194539,2022
PB,PT / PV / PC do B,194362,2022
ES,PODE,193999,2022
RS,PSB,193200,2022
PA,PSB,190408,2022
MA,REPUBLICANOS,189824,2022
PA,PP,187285,2022
GO,PSC,186292,2022
MG,PROS,185985,2022
SC,PODE,185454,2022
MG,NOVO,185099,2022
TO,REPUBLICANOS,184240,2022
PR,PSB,183490,2022
MA,PDT,183387,2022
GO,CIDADANIA / PSDB,182286,2022
MG,SOLIDARIEDADE,181577,2022
GO,PSD,180621,2022
GO,PDT,180557,2022
CE,REPUBLICANOS,179371,2022
PR,CIDADANIA / PSDB,177460,2022
RJ,PTB,177247,2022
RN,MDB,176527,2022
BA,PODE,176466,2022
AL,UNIÃO,170932,2022
RN,SOLIDARIEDADE,169556,2022
CE,PSB,169478,2022
PA,REPUBLICANOS,168456,2022
RJ,CIDADANIA / PSDB,167040,2022
SE,REPUBLICANOS,163758,2022
DF,MDB,162125,2022
MT,PT / PV / PC do B,159866,2022
PA,REDE / PSOL,156463,2022
PE,PODE,156384,2022
MT,REPUBLICANOS,155513,2022
SE,PT / PV / PC do B,155309,2022
AM,PT / PV / PC do B,154862,2022
ES,PTB,153591,2022
RN,PP,153061,2022
BA,PSC,151321,2022
PA,PDT,150865,2022
MT,PSB,150534,2022
GO,PATRIOTA,149111,2022
MS,PP,146606,2022
AL,REPUBLICANOS,146523,2022
SE,PL,143510,2022
RO,PL,142693,2022
PE,CIDADANIA / PSDB,141947,2022
AM,AVANTE,141622,2022
PE,PDT,140384,2022
DF,PSB,136796,2022
SE,PP,136000,2022
GO,SOLIDARIEDADE,135025,2022
PR,SOLIDARIEDADE,134285,2022
MT,PSD,134258,2022
RJ,AVANTE,131785,2022
CE,REDE / PSOL,129432,2022
ES,PDT,125713,2022
MG,PTB,125334,2022
ES,UNIÃO,123947,2022
ES,PSC,123750,2022
SC,REPUBLICANOS,120494,2022
AL,PSB,117921,2022
DF,PP,117553,2022
MG,PSB,110298,2022
BA,SOLIDARIEDADE,108138,2022
TO,UNIÃO,104375,2022
RN,REPUBLICANOS,103940,2022
PI,REPUBLICANOS,102490,2022
MT,PTB,101434,2022
RN,PSB,100539,2022
ES,CIDADANIA / PSDB,97345,2022
RJ,PMN,95910,2022
RO,MDB,93748,2022
AC,PP,93602,2022
PI,SOLIDARIEDADE,92683,2022
RJ,PATRIOTA,91410,2022
PR,PDT,90644,2022
TO,PL,90627,2022
RS,PTB,89766,2022
TO,PP,89619,2022
AC,UNIÃO,84939,2022
MG,PMN,84938,2022
MS,PSD,82584,2022
DF,UNIÃO,82274,2022
RJ,NOVO,81735,2022
GO,PSB,78959,2022
AL,PSD,78589,2022
MS,MDB,77614,2022
PI,UNIÃO,77581,2022
RO,PODE,77507,2022
ES,PATRIOTA,75289,2022
MS,REPUBLICANOS,75274,2022
TO,PODE,72312,2022
RO,PSD,72130,2022
SC,PATRIOTA,71669,2022
DF,PSD,71470,2022
PB,MDB,70561,2022
TO,PT / PV / PC do B,70023,2022
PA,PODE,69219,2022
PR,NOVO,68292,2022
RO,REPUBLICANOS,68284,2022
RR,REPUBLICANOS,68229,2022
PA,PSC,66841,2022
MA,CIDADANIA / PSDB,66515,2022
GO,PRTB,65807,2022
AP,PDT,64888,2022
MS,PODE,63976,2022
SC,PSB,63485,2022
MS,UNIÃO,63354,2022
SC,REDE / PSOL,62820,2022
SC,PTB,62709,2022
SP,PROS,60576,2022
GO,AVANTE,59406,2022
AC,REPUBLICANOS,59017,2022
RO,PSC,57845,2022
BA,REDE / PSOL,57660,2022
SE,PDT,57467,2022
RN,CIDADANIA / PSDB,55903,2022
CE,CIDADANIA / PSDB,54575,2022
SP,PRTB,54545,2022
RJ,AGIR,53854,2022
BA,PTB,52136,2022
DF,REDE / PSOL,52089,2022
PE,PRTB,51142,2022
TO,PSC,50659,2022
RR,MDB,49286,2022
AP,PL,48841,2022
TO,MDB,47679,2022
PR,PTB,47433,2022
AL,CIDADANIA / PSDB,46970,2022
RO,PT / PV / PC do B,46649,2022
MT,CIDADANIA / PSDB,46221,2022
AP,MDB,45697,2022
PR,REDE / PSOL,42841,2022
RR,UNIÃO,41831,2022
RS,AVANTE,39776,2022
AP,PP,39086,2022
AC,MDB,39012,2022
AP,REPUBLICANOS,38346,2022
RJ,PSC,38214,2022
AC,PT / PV / PC do B,38046,2022
AM,MDB,37668,2022
CE,AVANTE,36800,2022
AP,PT / PV / PC do B,36416,2022
RJ,PRTB,36225,2022
AP,REDE / PSOL,36225,2022
SC,PSC,35820,2022
RO,PSB,35727,2022
ES,REDE / PSOL,35536,2022
AC,CIDADANIA / PSDB,33903,2022
SP,AGIR,33343,2022
PR,PSC,33081,2022
TO,PSD,32746,2022
GO,PROS,32078,2022
MG,PCB,31514,2022
SC,PDT,31296,2022
PR,DC,31099,2022
PI,PL,30902,2022
AM,REDE / PSOL,30560,2022
MS,PTB,30038,2022
RR,PSD,29968,2022
RS,PSC,29346,2022
RS,PATRIOTA,28516,2022
GO,PTB,28453,2022
DF,NOVO,27951,2022
AP,PTB,27438,2022
RR,PL,27213,2022
PI,PDT,27146,2022
TO,PTB,27111,2022
AP,PODE,26801,2022
RN,PSD,26590,2022
RR,PP,25389,2022
SE,REDE / PSOL,25023,2022
AC,PSD,24158,2022
SP,UP,24142,2022
MS,AVANTE,23629,2022
GO,NOVO,23591,2022
RN,PDT,22404,2022
RO,AVANTE,22336,2022
MS,PRTB,22135,2022
RJ,PMB,21964,2022
SE,CIDADANIA / PSDB,21948,2022
AC,PDT,21856,2022
AC,PODE,21069,2022
MT,REDE / PSOL,20794,2022
GO,PODE,20644,2022
TO,CIDADANIA / PSDB,20334,2022
MG,PRTB,19441,2022
RO,PP,19239,2022
SP,PMB,18698,2022
PB,REDE / PSOL,18325,2022
AP,CIDADANIA / PSDB,17849,2022
RJ,DC,17465,2022
SE,PSB,17263,2022
PB,PRTB,16991,2022
RR,PODE,16201,2022
AP,PSC,16140,2022
PE,PATRIOTA,16122,2022
AL,PDT,16018,2022
AP,PSB,15632,2022
SP,PCB,15510,2022
SP,PMN,15463,2022
PB,PDT,15037,2022
TO,PSB,14726,2022
RN,PSC,14573,2022
BA,PATRIOTA,14405,2022
RO,PTB,14213,2022
PR,AGIR,14141,2022
RN,PODE,14042,2022
AM,PATRIOTA,13742,2022
RR,REDE / PSOL,13741,2022
PR,PMB,13324,2022
PB,SOLIDARIEDADE,13084,2022
PE,NOVO,12947,2022
RS,SOLIDARIEDADE,12595,2022
MS,PDT,12566,2022
MT,PROS,12520,2022
SC,AVANTE,12509,2022
BA,NOVO,12426,2022
PI,PODE,12238,2022
AM,PDT,12234,2022
GO,AGIR,12067,2022
BA,PMB,11944,2022
AM,PSC,11926,2022
CE,PSC,11900,2022
DF,AVANTE,11820,2022
PB,CIDADANIA / PSDB,11552,2022
PB,PTB,11102,2022
CE,PMN,11061,2022
SC,SOLIDARIEDADE,10955,2022
AL,PTB,10738,2022
MT,PDT,10708,2022
MT,PATRIOTA,10644,2022
PA,SOLIDARIEDADE,10481,2022
MT,PODE,10386,2022
PE,PMN,10080,2022
DF,CIDADANIA / PSDB,9805,2022
RO,PDT,9803,2022
PR,PATRIOTA,9678,2022
BA,PROS,9577,2022
DF,PODE,9516,2022
DF,PDT,9513,2022
GO,REDE / PSOL,9439,2022
MS,SOLIDARIEDADE,9219,2022
RN,AVANTE,8916,2022
ES,NOVO,8819,2022
SP,PSTU,8790,2022
MS,PSB,8599,2022
PI,NOVO,8441,2022
RJ,PCB,8196,2022
MA,AVANTE,8162,2022
MA,PROS,8069,2022
DF,AGIR,7802,2022
DF,PMN,7545,2022
MA,AGIR,7531,2022
MA,REDE / PSOL,7410,2022
GO,PMN,7399,2022
AM,SOLIDARIEDADE,7294,2022
DF,PSC,7280,2022
PI,REDE / PSOL,7266,2022
MS,NOVO,7183,2022
MS,REDE / PSOL,7171,2022
PI,CIDADANIA / PSDB,7109,2022
PA,PRTB,6851,2022
CE,PTB,6814,2022
MA,NOVO,6755,2022
TO,PDT,6749,2022
AL,AVANTE,6718,2022
TO,AVANTE,6555,2022
MG,AGIR,6537,2022
RO,PATRIOTA,6415,2022
TO,PATRIOTA,6368,2022
AC,PSB,6321,2022
PR,PCB,6280,2022
PE,PSD,6246,2022
PE,PSC,6176,2022
AP,PSD,6109,2022
SE,PODE,6062,2022
BA,PCB,6017,2022
BA,DC,5953,2022
DF,PROS,5765,2022
CE,PODE,5701,2022
CE,PCB,5652,2022
PE,PTB,5598,2022
GO,DC,5583,2022
PA,AVANTE,5318,2022
SP,DC,5269,2022
AM,PTB,5186,2022
PR,PMN,5108,2022
DF,SOLIDARIEDADE,4961,2022
PB,AVANTE,4901,2022
AL,REDE / PSOL,4896,2022
MG,DC,4808,2022
AM,PMN,4735,2022
MA,PTB,4697,2022
SC,PROS,4679,2022
MT,NOVO,4613,2022
MT,PP,4593,2022
RR,PROS,4561,2022
MG,PSTU,4551,2022
CE,PATRIOTA,4551,2022
DF,PTB,4548,2022
MT,SOLIDARIEDADE,4530,2022
MG,UP,4523,2022
BA,AGIR,4495,2022
PI,PTB,4467,2022
AC,SOLIDARIEDADE,4347,2022
SE,PMN,4319,2022
SE,MDB,4292,2022
SP,PCO,4187,2022
SE,PATRIOTA,4165,2022
BA,UP,4043,2022
AC,REDE / PSOL,3921,2022
RN,PTB,3892,2022
PE,PCB,3873,2022
SE,PTB,3873,2022
DF,DC,3816,2022
DF,PATRIOTA,3763,2022
CE,PROS,3722,2022
BA,PRTB,3701,2022
RS,PCB,3661,2022
ES,SOLIDARIEDADE,3633,2022
PE,AGIR,3609,2022
RN,PATRIOTA,3588,2022
PI,PATRIOTA,3572,2022
SE,DC,3562,2022
SC,UP,3548,2022
PB,UP,3507,2022
PE,UP,3376,2022
AM,PSB,3368,2022
PI,PMN,3239,2022
RR,PMN,3192,2022
ES,AVANTE,3145,2022
PE,DC,3140,2022
TO,REDE / PSOL,3095,2022
RR,PT / PV / PC do B,3092,2022
AL,PATRIOTA,3040,2022
MG,PMB,3034,2022
CE,AGIR,3030,2022
PR,PRTB,2973,2022
PA,AGIR,2827,2022
MA,PSTU,2819,2022
CE,PMB,2746,2022
MT,DC,2711,2022
RS,PRTB,2656,2022
ES,PSD,2644,2022
AM,DC,2552,2022
SC,PRTB,2503,2022
GO,PCB,2405,2022
AL,UP,2369,2022
AM,PROS,2358,2022
CE,UP,2327,2022
MA,DC,2315,2022
RN,PMN,2314,2022
RO,SOLIDARIEDADE,2313,2022
AM,AGIR,2284,2022
MS,PROS,2264,2022
RO,PROS,2258,2022
RJ,PSTU,2206,2022
MA,SOLIDARIEDADE,2197,2022
SE,UP,2156,2022
RN,DC,2094,2022
RS,UP,2086,2022
ES,DC,2070,2022
MA,PRTB,2023,2022
ES,PRTB,2023,2022
RN,PMB,2016,2022
SE,SOLIDARIEDADE,1970,2022
PB,PATRIOTA,1873,2022
PE,PSTU,1873,2022
AL,SOLIDARIEDADE,1865,2022
PA,PROS,1856,2022
RS,PSTU,1842,2022
SE,PROS,1732,2022
PA,PSTU,1718,2022
MA,PMB,1691,2022
PA,PMB,1640,2022
PB,PODE,1580,2022
RR,PMB,1579,2022
DF,UP,1559,2022
RO,AGIR,1520,2022
AP,AVANTE,1510,2022
MT,AGIR,1508,2022
PA,PATRIOTA,1497,2022
SC,DC,1490,2022
AC,PATRIOTA,1483,2022
ES,PMB,1391,2022
AC,PROS,1369,2022
TO,PMB,1300,2022
RR,SOLIDARIEDADE,1298,2022
RR,PTB,1290,2022
RN,PRTB,1285,2022
RR,PDT,1272,2022
RS,PROS,1264,2022
PI,PCB,1221,2022
RS,DC,1187,2022
MA,PCB,1182,2022
AP,PATRIOTA,1175,2022
AL,PMN,1092,2022
SC,PSTU,1072,2022
PB,AGIR,1005,2022
RO,REDE / PSOL,950,2022
PI,UP,950,2022
RR,CIDADANIA / PSDB,886,2022
TO,DC,859,2022
MS,AGIR,823,2022
RN,PSTU,823,2022
CE,PCO,815,2022
AP,PRTB,804,2022
DF,PRTB,774,2022
PR,PSTU,772,2022
TO,PRTB,763,2022
MG,PCO,734,2022
RR,PRTB,712,2022
RR,PATRIOTA,710,2022
AC,PSC,704,2022
RR,DC,694,2022
AL,AGIR,659,2022
PB,PMB,588,2022
RR,PSC,570,2022
PI,AGIR,563,2022
PI,PSTU,561,2022
DF,PCO,546,2022
ES,PROS,534,2022
MS,DC,528,2022
AL,PSTU,527,2022
ES,AGIR,462,2022
PB,PROS,448,2022
DF,PSTU,441,2022
RS,AGIR,425,2022
PE,PMB,408,2022
AL,PMB,383,2022
RO,PMB,349,2022
PB,DC,335,2022
AC,AGIR,323,2022
BA,PCO,275,2022
MA,PCO,213,2022
AL,DC,211,2022
PR,PCO,187,2022
AC,PMN,183,2022
AM,PODE,174,2022
PB,PCO,170,2022
AL,PROS,121,2022
PI,PCO,92,2022
AL,PCO,89,2022
AP,AGIR,60,2022
AL,PRTB,38,2022
