ANO_ELEICAO,ESTADOS,nep,ambito
2014,Rondônia,8.15158587944274,voto
2014,Roraima,13.141236471785728,voto
2014,R. G. do Sul,7.650667628050619,voto
2014,Santa Catarina,7.451587665046627,voto
2014,Sergipe,12.022601496737847,voto
2014,São Paulo,11.040755264994274,voto
2014,Tocantins,6.654936111700727,voto
2018,Acre,14.785765681132629,voto
2018,Alagoas,13.805037091644794,voto
2018,Amazonas,13.747310044473911,voto
2018,Amapá,17.630669561990626,voto
2018,Bahia,12.65483662726366,voto
2018,Ceará,11.240631373306416,voto
2018,Distrito Federal,19.200411590213648,voto
2018,Espírito Santo,14.724597362650988,voto
2018,Goiás,16.263060782346418,voto
2018,Maranhão,18.312495529780165,voto
2018,Minas Gerais,16.724904439684693,voto
2018,M. G. do Sul,9.077398456090261,voto
2018,Mato Grosso,15.22829380190268,voto
2018,Pará,14.466590206190446,voto
2018,Paraíba,14.712450025517722,voto
2018,Pernambuco,12.291989595867172,voto
2018,Piauí,10.13992532580713,voto
2018,Paraná,14.307439892612226,voto
2018,Rio de Janeiro,12.369607767517692,voto
2018,R. G. do Norte,15.508356590148052,voto
2018,Rondônia,15.735327912548762,voto
2018,Roraima,17.928400118498697,voto
2018,R. G. do Sul,13.51870979151571,voto
2018,Santa Catarina,9.346374588110407,voto
2018,Sergipe,14.711273420641817,voto
2018,São Paulo,11.567547807354362,voto
2018,Tocantins,11.735803867050748,voto
2022,Acre,7.494477161852723,voto
2022,Alagoas,5.510997799520342,voto
2022,Amazonas,7.297400360575179,voto
2022,Amapá,10.74294192689231,voto
2022,Bahia,8.6339590201659,voto
2022,Ceará,7.32634452654373,voto
2022,Distrito Federal,7.920578293084821,voto
2022,Espírito Santo,11.2412386848338,voto
2022,Goiás,12.057880562166293,voto
2022,Maranhão,11.035834399576586,voto
2022,Minas Gerais,9.96632046155337,voto
2022,M. G. do Sul,7.837547547928449,voto
2022,Mato Grosso,7.8203132769383545,voto
2022,Pará,6.39350809033211,voto
2022,Paraíba,7.431327582009898,voto
2022,Pernambuco,10.435518218503935,voto
2022,Piauí,4.114278081181187,voto
2022,Paraná,9.572520281463701,voto
2022,Rio de Janeiro,10.781919830795974,voto
2022,R. G. do Norte,7.792664228826057,voto
2022,Rondônia,8.289060168424152,voto
2022,Roraima,7.323786461439291,voto
2022,R. G. do Sul,10.660955500471404,voto
2022,Santa Catarina,8.514251294665284,voto
2022,Sergipe,7.39199270927739,voto
2022,São Paulo,9.311845086949447,voto
2022,Tocantins,8.76374194549183,voto
1986,Acre,2.1333333333333333,cadeira
1986,Alagoas,2.4545454545454546,cadeira
1986,Amapá,1.6,cadeira
1986,Amazonas,3.2,cadeira
1986,Bahia,2.2204379562043797,cadeira
1986,Ceará,2.547368421052632,cadeira
1986,Distrito Federal,2.4615384615384617,cadeira
1986,Espírito Santo,1.851851851851852,cadeira
1986,Goiás,1.8407643312101907,cadeira
1986,M. G. do Sul,2.4615384615384617,cadeira
1986,Maranhão,2.4545454545454546,cadeira
1986,Mato Grosso,2.1333333333333333,cadeira
1986,Minas Gerais,2.0884758364312273,cadeira
1986,Pará,1.632768361581921,cadeira
1986,Paraíba,2.1818181818181817,cadeira
1986,Paraná,1.4950166112956809,cadeira
1986,Pernambuco,2.147766323024055,cadeira
1986,Piauí,2.6315789473684212,cadeira
1986,R. G. do Norte,2.4615384615384617,cadeira
1986,R. G. do Sul,2.7694524495677233,cadeira
1986,Rio de Janeiro,4.94392523364486,cadeira
1986,Rondônia,1.8823529411764706,cadeira
1986,Roraima,2,cadeira
1986,Santa Catarina,2.4150943396226414,cadeira
1986,São Paulo,3.6437246963562755,cadeira
1986,Sergipe,2.4615384615384617,cadeira
1990,Acre,1.8823529411764706,cadeira
1990,Alagoas,3.5217391304347827,cadeira
1990,Amapá,3.2,cadeira
1990,Amazonas,4.571428571428571,cadeira
1990,Bahia,6.4723404255319155,cadeira
1990,Ceará,5.1489361702127665,cadeira
1990,Distrito Federal,5.333333333333333,cadeira
1990,Espírito Santo,2.173913043478261,cadeira
1990,Goiás,2.4285714285714284,cadeira
1990,M. G. do Sul,4,cadeira
1990,Maranhão,4.76470588235294,cadeira
1990,Mato Grosso,3.5555555555555554,cadeira
1990,Minas Gerais,7.258397932816537,cadeira
1990,Pará,4.587301587301587,cadeira
1990,Paraíba,3.789473684210526,cadeira
1990,Paraná,5.5555555555555545,cadeira
1990,Pernambuco,3.6127167630057797,cadeira
1990,Piauí,2.9411764705882346,cadeira
1990,R. G. do Norte,3.2,cadeira
1990,R. G. do Sul,4.1965065502183405,cadeira
1990,Rio de Janeiro,4.853211009174313,cadeira
1990,Rondônia,1.28,cadeira
1990,Roraima,4,cadeira
1990,Santa Catarina,4.129032258064516,cadeira
1990,São Paulo,7.531380753138076,cadeira
1990,Sergipe,2.909090909090909,cadeira
1990,Tocantins,2.909090909090909,cadeira
1994,Acre,2.4615384615384617,cadeira
1994,Alagoas,7.363636363636364,cadeira
1994,Amapá,4,cadeira
1994,Amazonas,3.2,cadeira
1994,Bahia,4.5675675675675675,cadeira
1994,Ceará,3.1025641025641026,cadeira
1994,Distrito Federal,4,cadeira
1994,Espírito Santo,4.999999999999999,cadeira
1994,Goiás,4.587301587301588,cadeira
1994,M. G. do Sul,4.571428571428571,cadeira
1994,Maranhão,3.951219512195121,cadeira
1994,Mato Grosso,8,cadeira
1994,Minas Gerais,6.834549878345499,cadeira
1994,Pará,3.9589041095890414,cadeira
1994,Paraíba,2.3999999999999995,cadeira
1994,Paraná,7.031249999999998,cadeira
1994,Pernambuco,3.4530386740331496,cadeira
1994,Piauí,2.9411764705882346,cadeira
1994,R. G. do Norte,2.1333333333333333,cadeira
1994,R. G. do Sul,5.25136612021858,cadeira
1994,Rio de Janeiro,9.88785046728972,cadeira
1994,Rondônia,4,cadeira
1994,Roraima,3.2,cadeira
1994,Santa Catarina,4.413793103448276,cadeira
1994,São Paulo,6.657608695652174,cadeira
1994,Sergipe,4.571428571428571,cadeira
1994,Tocantins,4,cadeira
1998,Acre,4,cadeira
1998,Alagoas,7.363636363636364,cadeira
1998,Amapá,4,cadeira
1998,Amazonas,3.2,cadeira
1998,Bahia,3.2021052631578955,cadeira
1998,Ceará,2.7816091954022992,cadeira
1998,Distrito Federal,5.333333333333333,cadeira
1998,Espírito Santo,4.545454545454546,cadeira
1998,Goiás,3.6582278481012653,cadeira
1998,M. G. do Sul,5.333333333333333,cadeira
1998,Maranhão,5.225806451612901,cadeira
1998,Mato Grosso,4,cadeira
1998,Minas Gerais,6.173626373626375,cadeira
1998,Pará,5.452830188679245,cadeira
1998,Paraíba,3.789473684210527,cadeira
1998,Paraná,6.081081081081081,cadeira
1998,Pernambuco,4.310344827586207,cadeira
1998,Piauí,2.7777777777777777,cadeira
1998,R. G. do Norte,2.4615384615384617,cadeira
1998,R. G. do Sul,5.6863905325443795,cadeira
1998,Rio de Janeiro,6.654088050314466,cadeira
1998,Rondônia,4.571428571428571,cadeira
1998,Roraima,2.909090909090909,cadeira
1998,Santa Catarina,5.12,cadeira
1998,São Paulo,6.940509915014164,cadeira
1998,Sergipe,6.4,cadeira
1998,Tocantins,3.5555555555555554,cadeira
2002,Acre,4,cadeira
2002,Alagoas,5.4,cadeira
2002,Amapá,5.333333333333333,cadeira
2002,Amazonas,3.2,cadeira
2002,Bahia,3.4965517241379316,cadeira
2002,Ceará,4.653846153846154,cadeira
2002,Distrito Federal,4,cadeira
2002,Espírito Santo,7.142857142857141,cadeira
2002,Goiás,4.587301587301587,cadeira
2002,M. G. do Sul,4,cadeira
2002,Maranhão,4.628571428571427,cadeira
2002,Mato Grosso,4.571428571428571,cadeira
2002,Minas Gerais,8.590214067278287,cadeira
2002,Pará,5.254545454545455,cadeira
2002,Paraíba,6.545454545454545,cadeira
2002,Paraná,6.818181818181817,cadeira
2002,Pernambuco,7.183908045977012,cadeira
2002,Piauí,3.8461538461538454,cadeira
2002,R. G. do Norte,4,cadeira
2002,R. G. do Sul,6.364238410596028,cadeira
2002,Rio de Janeiro,9.53153153153153,cadeira
2002,Rondônia,5.333333333333333,cadeira
2002,Roraima,4,cadeira
2002,Santa Catarina,4.129032258064516,cadeira
2002,São Paulo,7.753164556962026,cadeira
2002,Sergipe,6.4,cadeira
2002,Tocantins,4,cadeira
2006,Acre,4.571428571428571,cadeira
2006,Alagoas,4.764705882352941,cadeira
2006,Amapá,6.4,cadeira
2006,Amazonas,6.4,cadeira
2006,Bahia,5.53090909090909,cadeira
2006,Ceará,5.500000000000001,cadeira
2006,Distrito Federal,5.333333333333333,cadeira
2006,Espírito Santo,4.166666666666665,cadeira
2006,Goiás,5.254545454545455,cadeira
2006,M. G. do Sul,5.333333333333333,cadeira
2006,Maranhão,7.714285714285713,cadeira
2006,Mato Grosso,6.4,cadeira
2006,Minas Gerais,9.332225913621262,cadeira
2006,Pará,4.737704918032787,cadeira
2006,Paraíba,5.142857142857142,cadeira
2006,Paraná,6.428571428571427,cadeira
2006,Pernambuco,8.80281690140845,cadeira
2006,Piauí,6.249999999999997,cadeira
2006,R. G. do Norte,6.4,cadeira
2006,R. G. do Sul,7.449612403100775,cadeira
2006,Rio de Janeiro,9.887850467289717,cadeira
2006,Rondônia,5.333333333333333,cadeira
2006,Roraima,6.4,cadeira
2006,Santa Catarina,4.7407407407407405,cadeira
2006,São Paulo,7.446808510638296,cadeira
2006,Sergipe,4.571428571428571,cadeira
2006,Tocantins,3.5555555555555554,cadeira
2010,Acre,6.4,cadeira
2010,Alagoas,6.230769230769231,cadeira
2010,Amapá,6.4,cadeira
2010,Amazonas,6.4,cadeira
2010,Bahia,7.567164179104479,cadeira
2010,Ceará,6.722222222222222,cadeira
2010,Distrito Federal,4,cadeira
2010,Espírito Santo,4.999999999999999,cadeira
2010,Goiás,6.720930232558139,cadeira
2010,M. G. do Sul,4,cadeira
2010,Maranhão,7.363636363636361,cadeira
2010,Mato Grosso,5.333333333333333,cadeira
2010,Minas Gerais,9.99644128113879,cadeira
2010,Pará,6.1489361702127665,cadeira
2010,Paraíba,4.235294117647059,cadeira
2010,Paraná,8.035714285714286,cadeira
2010,Pernambuco,8.116883116883116,cadeira
2010,Piauí,6.249999999999997,cadeira
2010,R. G. do Norte,6.4,cadeira
2010,R. G. do Sul,6.449664429530203,cadeira
2010,Rio de Janeiro,11.020833333333329,cadeira
2010,Rondônia,6.4,cadeira
2010,Roraima,6.4,cadeira
2010,Santa Catarina,4.413793103448276,cadeira
2010,São Paulo,8.566433566433567,cadeira
2010,Sergipe,6.4,cadeira
2010,Tocantins,6.4,cadeira
2014,Acre,4,cadeira
2014,Alagoas,9,cadeira
2014,Amapá,8,cadeira
2014,Amazonas,6.4,cadeira
2014,Bahia,10.346938775510207,cadeira
2014,Ceará,10.083333333333334,cadeira
2014,Distrito Federal,8,cadeira
2014,Espírito Santo,8.333333333333332,cadeira
2014,Goiás,5.666666666666666,cadeira
2014,M. G. do Sul,5.333333333333333,cadeira
2014,Maranhão,11.571428571428573,cadeira
2014,Mato Grosso,6.4,cadeira
2014,Minas Gerais,10.92996108949416,cadeira
2014,Pará,9.322580645161292,cadeira
2014,Paraíba,7.999999999999998,cadeira
2014,Paraná,11.250000000000002,cadeira
2014,Pernambuco,6.188118811881187,cadeira
2014,Piauí,5,cadeira
2014,R. G. do Norte,8,cadeira
2014,R. G. do Sul,7.014598540145985,cadeira
2014,Rio de Janeiro,10.475247524752476,cadeira
2014,Rondônia,4.571428571428571,cadeira
2014,Roraima,8,cadeira
2014,Santa Catarina,5.333333333333333,cadeira
2014,São Paulo,10.04098360655738,cadeira
2014,Sergipe,8,cadeira
2014,Tocantins,4.571428571428571,cadeira
2018,Acre,6.4,cadeira
2018,Alagoas,9,cadeira
2018,Amapá,8,cadeira
2018,Amazonas,6.4,cadeira
2018,Bahia,10.942446043165468,cadeira
2018,Ceará,8.066666666666672,cadeira
2018,Distrito Federal,8,cadeira
2018,Espírito Santo,8.333333333333332,cadeira
2018,Goiás,12.56521739130435,cadeira
2018,M. G. do Sul,5.333333333333333,cadeira
2018,Maranhão,12.461538461538462,cadeira
2018,Mato Grosso,6.4,cadeira
2018,Minas Gerais,13.83743842364532,cadeira
2018,Pará,8.757575757575756,cadeira
2018,Paraíba,8,cadeira
2018,Paraná,12.857142857142858,cadeira
2018,Pernambuco,11.792452830188676,cadeira
2018,Piauí,7.142857142857141,cadeira
2018,R. G. do Norte,8,cadeira
2018,R. G. do Sul,10.333333333333334,cadeira
2018,Rio de Janeiro,9.53153153153153,cadeira
2018,Rondônia,8,cadeira
2018,Roraima,8,cadeira
2018,Santa Catarina,7.111111111111111,cadeira
2018,São Paulo,12.694300518134716,cadeira
2018,Sergipe,8,cadeira
2018,Tocantins,5.333333333333333,cadeira
2022,Acre,2.909090909090909,cadeira
2022,Alagoas,3.24,cadeira
2022,Amapá,2.909090909090909,cadeira
2022,Amazonas,4.571428571428571,cadeira
2022,Bahia,7.0744186046511635,cadeira
2022,Ceará,5.627906976744187,cadeira
2022,Distrito Federal,3.5555555555555554,cadeira
2022,Espírito Santo,5.5555555555555545,cadeira
2022,Goiás,7.810810810810811,cadeira
2022,M. G. do Sul,3.5555555555555554,cadeira
2022,Maranhão,9,cadeira
2022,Mato Grosso,2.6666666666666665,cadeira
2022,Minas Gerais,8.974440894568689,cadeira
2022,Pará,2.9191919191919196,cadeira
2022,Paraíba,6,cadeira
2022,Paraná,6.818181818181818,cadeira
2022,Pernambuco,7.530120481927709,cadeira
2022,Piauí,2.6315789473684212,cadeira
2022,R. G. do Norte,2.6666666666666665,cadeira
2022,R. G. do Sul,8.657657657657658,cadeira
2022,Rio de Janeiro,8.076335877862594,cadeira
2022,Rondônia,2.6666666666666665,cadeira
2022,Roraima,3.5555555555555554,cadeira
2022,Santa Catarina,4.571428571428571,cadeira
2022,São Paulo,8.193979933110368,cadeira
2022,Sergipe,5.333333333333333,cadeira
2022,Tocantins,3.5555555555555554,cadeira
