ESTADOS,partido,cadeiras,ANO_ELEICAO,ambito
Santa Catarina,PL,NA,2006,cadeira
Santa Catarina,PTB,NA,2006,cadeira
Santa Catarina,PPS,1,2006,cadeira
Santa Catarina,PV,NA,2006,cadeira
Santa Catarina,PCdoB,NA,2006,cadeira
Santa Catarina,PSC,NA,2006,cadeira
Santa Catarina,PMN,NA,2006,cadeira
Santa Catarina,PSOL,NA,2006,cadeira
Santa Catarina,PTC,NA,2006,cadeira
Santa Catarina,PHS,NA,2006,cadeira
Santa Catarina,PRONA,NA,2006,cadeira
Santa Catarina,PTdoB,NA,2006,cadeira
Santa Catarina,PAN,NA,2006,cadeira
Santa Catarina,PRB,NA,2006,cadeira
R. G. do Sul,PMDB,5,2006,cadeira
R. G. do Sul,PT,7,2006,cadeira
R. G. do Sul,PSDB,2,2006,cadeira
R. G. do Sul,PFL,2,2006,cadeira
R. G. do Sul,PP,5,2006,cadeira
R. G. do Sul,PSB,1,2006,cadeira
R. G. do Sul,PDT,3,2006,cadeira
R. G. do Sul,PL,NA,2006,cadeira
R. G. do Sul,PTB,3,2006,cadeira
R. G. do Sul,PPS,1,2006,cadeira
R. G. do Sul,PV,NA,2006,cadeira
R. G. do Sul,PCdoB,1,2006,cadeira
R. G. do Sul,PSC,NA,2006,cadeira
R. G. do Sul,PMN,NA,2006,cadeira
R. G. do Sul,PSOL,1,2006,cadeira
R. G. do Sul,PTC,NA,2006,cadeira
R. G. do Sul,PHS,NA,2006,cadeira
R. G. do Sul,PRONA,NA,2006,cadeira
R. G. do Sul,PTdoB,NA,2006,cadeira
R. G. do Sul,PAN,NA,2006,cadeira
R. G. do Sul,PRB,NA,2006,cadeira
M. G. do Sul,PMDB,2,2006,cadeira
M. G. do Sul,PT,2,2006,cadeira
M. G. do Sul,PSDB,1,2006,cadeira
M. G. do Sul,PFL,NA,2006,cadeira
M. G. do Sul,PP,1,2006,cadeira
M. G. do Sul,PSB,NA,2006,cadeira
M. G. do Sul,PDT,1,2006,cadeira
M. G. do Sul,PL,NA,2006,cadeira
M. G. do Sul,PTB,NA,2006,cadeira
M. G. do Sul,PPS,1,2006,cadeira
M. G. do Sul,PV,NA,2006,cadeira
M. G. do Sul,PCdoB,NA,2006,cadeira
M. G. do Sul,PSC,NA,2006,cadeira
M. G. do Sul,PMN,NA,2006,cadeira
M. G. do Sul,PSOL,NA,2006,cadeira
M. G. do Sul,PTC,NA,2006,cadeira
M. G. do Sul,PHS,NA,2006,cadeira
M. G. do Sul,PRONA,NA,2006,cadeira
M. G. do Sul,PTdoB,NA,2006,cadeira
M. G. do Sul,PAN,NA,2006,cadeira
M. G. do Sul,PRB,NA,2006,cadeira
Mato Grosso,PMDB,1,2006,cadeira
Mato Grosso,PT,1,2006,cadeira
Mato Grosso,PSDB,1,2006,cadeira
Mato Grosso,PFL,NA,2006,cadeira
Mato Grosso,PP,2,2006,cadeira
Mato Grosso,PSB,1,2006,cadeira
Mato Grosso,PDT,NA,2006,cadeira
Mato Grosso,PL,1,2006,cadeira
Mato Grosso,PTB,NA,2006,cadeira
Mato Grosso,PPS,1,2006,cadeira
Mato Grosso,PV,NA,2006,cadeira
Mato Grosso,PCdoB,NA,2006,cadeira
Mato Grosso,PSC,NA,2006,cadeira
Mato Grosso,PMN,NA,2006,cadeira
Mato Grosso,PSOL,NA,2006,cadeira
Mato Grosso,PTC,NA,2006,cadeira
Mato Grosso,PHS,NA,2006,cadeira
Mato Grosso,PRONA,NA,2006,cadeira
Mato Grosso,PTdoB,NA,2006,cadeira
Mato Grosso,PAN,NA,2006,cadeira
Mato Grosso,PRB,NA,2006,cadeira
Goiás,PMDB,5,2006,cadeira
Goiás,PT,2,2006,cadeira
Goiás,PSDB,4,2006,cadeira
Goiás,PFL,1,2006,cadeira
Goiás,PP,2,2006,cadeira
Goiás,PSB,NA,2006,cadeira
Goiás,PDT,NA,2006,cadeira
Goiás,PL,1,2006,cadeira
Goiás,PTB,2,2006,cadeira
Goiás,PPS,NA,2006,cadeira
Goiás,PV,NA,2006,cadeira
Goiás,PCdoB,NA,2006,cadeira
Goiás,PSC,NA,2006,cadeira
Goiás,PMN,NA,2006,cadeira
Goiás,PSOL,NA,2006,cadeira
Goiás,PTC,NA,2006,cadeira
Goiás,PHS,NA,2006,cadeira
Goiás,PRONA,NA,2006,cadeira
Goiás,PTdoB,NA,2006,cadeira
Goiás,PAN,NA,2006,cadeira
Goiás,PRB,NA,2006,cadeira
Distrito Federal,PMDB,2,2006,cadeira
Distrito Federal,PT,1,2006,cadeira
Distrito Federal,PSDB,NA,2006,cadeira
Distrito Federal,PFL,2,2006,cadeira
Distrito Federal,PP,NA,2006,cadeira
Distrito Federal,PSB,1,2006,cadeira
Distrito Federal,PDT,NA,2006,cadeira
Distrito Federal,PL,NA,2006,cadeira
Distrito Federal,PTB,1,2006,cadeira
Distrito Federal,PPS,1,2006,cadeira
Distrito Federal,PV,NA,2006,cadeira
Distrito Federal,PCdoB,NA,2006,cadeira
Distrito Federal,PSC,NA,2006,cadeira
Distrito Federal,PMN,NA,2006,cadeira
Distrito Federal,PSOL,NA,2006,cadeira
Distrito Federal,PTC,NA,2006,cadeira
Distrito Federal,PHS,NA,2006,cadeira
Distrito Federal,PRONA,NA,2006,cadeira
Distrito Federal,PTdoB,NA,2006,cadeira
Distrito Federal,PAN,NA,2006,cadeira
Distrito Federal,PRB,NA,2006,cadeira
Rondônia,PT,1,2010,cadeira
Rondônia,PMDB,2,2010,cadeira
Rondônia,PSDB,0,2010,cadeira
Rondônia,PP,1,2010,cadeira
Rondônia,DEM,0,2010,cadeira
Rondônia,PR,0,2010,cadeira
Rondônia,PSB,1,2010,cadeira
Rondônia,PDT,0,2010,cadeira
Rondônia,PTB,1,2010,cadeira
Rondônia,PSC,0,2010,cadeira
Rondônia,PCdoB,0,2010,cadeira
Rondônia,PV,1,2010,cadeira
Rondônia,PPS,1,2010,cadeira
Rondônia,PRB,0,2010,cadeira
Rondônia,PMN,0,2010,cadeira
Rondônia,PTdoB,0,2010,cadeira
Rondônia,PSOL,0,2010,cadeira
Rondônia,PRTB,0,2010,cadeira
Rondônia,PHS,0,2010,cadeira
Rondônia,PRP,0,2010,cadeira
Rondônia,PSL,0,2010,cadeira
Rondônia,PTC,0,2010,cadeira
Acre,PT,2,2010,cadeira
Acre,PMDB,1,2010,cadeira
Acre,PSDB,1,2010,cadeira
Acre,PP,1,2010,cadeira
Acre,DEM,0,2010,cadeira
Acre,PR,0,2010,cadeira
Acre,PSB,0,2010,cadeira
Acre,PDT,0,2010,cadeira
Acre,PTB,0,2010,cadeira
Acre,PSC,1,2010,cadeira
Acre,PCdoB,1,2010,cadeira
Acre,PV,1,2010,cadeira
Acre,PPS,0,2010,cadeira
Acre,PRB,0,2010,cadeira
Acre,PMN,0,2010,cadeira
Acre,PTdoB,0,2010,cadeira
Acre,PSOL,0,2010,cadeira
Acre,PRTB,0,2010,cadeira
Acre,PHS,0,2010,cadeira
Acre,PRP,0,2010,cadeira
Acre,PSL,0,2010,cadeira
Acre,PTC,0,2010,cadeira
Amazonas,PT,1,2010,cadeira
Amazonas,PMDB,1,2010,cadeira
Amazonas,PSDB,NA,2010,cadeira
Amazonas,PP,2,2010,cadeira
Amazonas,DEM,1,2010,cadeira
Amazonas,PR,1,2010,cadeira
Amazonas,PSB,0,2010,cadeira
Amazonas,PDT,0,2010,cadeira
Amazonas,PTB,1,2010,cadeira
Amazonas,PSC,1,2010,cadeira
Amazonas,PCdoB,0,2010,cadeira
Amazonas,PV,0,2010,cadeira
Amazonas,PPS,0,2010,cadeira
Amazonas,PRB,0,2010,cadeira
Amazonas,PMN,0,2010,cadeira
Amazonas,PTdoB,0,2010,cadeira
Amazonas,PSOL,0,2010,cadeira
Amazonas,PRTB,0,2010,cadeira
Amazonas,PHS,0,2010,cadeira
Amazonas,PRP,0,2010,cadeira
Amazonas,PSL,0,2010,cadeira
Amazonas,PTC,0,2010,cadeira
Roraima,PT,NA,2010,cadeira
Roraima,PMDB,2,2010,cadeira
Roraima,PSDB,1,2010,cadeira
Roraima,PP,1,2010,cadeira
Roraima,DEM,1,2010,cadeira
Roraima,PR,1,2010,cadeira
Roraima,PSB,0,2010,cadeira
Roraima,PDT,0,2010,cadeira
Roraima,PTB,0,2010,cadeira
Roraima,PSC,0,2010,cadeira
Roraima,PCdoB,0,2010,cadeira
Roraima,PV,0,2010,cadeira
Roraima,PPS,0,2010,cadeira
Roraima,PRB,1,2010,cadeira
Roraima,PMN,0,2010,cadeira
Roraima,PTdoB,0,2010,cadeira
Roraima,PSOL,0,2010,cadeira
Roraima,PRTB,0,2010,cadeira
Roraima,PHS,0,2010,cadeira
Roraima,PRP,1,2010,cadeira
Roraima,PSL,0,2010,cadeira
Roraima,PTC,0,2010,cadeira
Pará,PT,4,2010,cadeira
Pará,PMDB,4,2010,cadeira
Pará,PSDB,3,2010,cadeira
Pará,PP,0,2010,cadeira
Pará,DEM,1,2010,cadeira
Pará,PR,1,2010,cadeira
Pará,PSB,0,2010,cadeira
Pará,PDT,1,2010,cadeira
Pará,PTB,1,2010,cadeira
Pará,PSC,1,2010,cadeira
Pará,PCdoB,0,2010,cadeira
Pará,PV,0,2010,cadeira
Pará,PPS,1,2010,cadeira
Pará,PRB,0,2010,cadeira
Pará,PMN,0,2010,cadeira
Pará,PTdoB,0,2010,cadeira
Pará,PSOL,0,2010,cadeira
Pará,PRTB,0,2010,cadeira
Pará,PHS,0,2010,cadeira
Pará,PRP,0,2010,cadeira
Pará,PSL,0,2010,cadeira
Pará,PTC,0,2010,cadeira
Amapá,PT,2,2010,cadeira
Amapá,PMDB,1,2010,cadeira
Amapá,PSDB,1,2010,cadeira
Amapá,PP,0,2010,cadeira
Amapá,DEM,1,2010,cadeira
Amapá,PR,0,2010,cadeira
Amapá,PSB,0,2010,cadeira
Amapá,PDT,1,2010,cadeira
Amapá,PTB,0,2010,cadeira
Amapá,PSC,0,2010,cadeira
Amapá,PCdoB,1,2010,cadeira
Amapá,PV,0,2010,cadeira
Amapá,PPS,0,2010,cadeira
Amapá,PRB,0,2010,cadeira
Amapá,PMN,0,2010,cadeira
Amapá,PTdoB,0,2010,cadeira
Amapá,PSOL,0,2010,cadeira
Amapá,PRTB,1,2010,cadeira
Amapá,PHS,0,2010,cadeira
Amapá,PRP,0,2010,cadeira
Amapá,PSL,0,2010,cadeira
Amapá,PTC,0,2010,cadeira
Tocantins,PT,NA,2010,cadeira
Tocantins,PMDB,1,2010,cadeira
Tocantins,PSDB,1,2010,cadeira
Tocantins,PP,1,2010,cadeira
Tocantins,DEM,2,2010,cadeira
Tocantins,PR,0,2010,cadeira
Tocantins,PSB,1,2010,cadeira
Tocantins,PDT,1,2010,cadeira
Tocantins,PTB,0,2010,cadeira
Tocantins,PSC,0,2010,cadeira
Tocantins,PCdoB,0,2010,cadeira
Tocantins,PV,0,2010,cadeira
Tocantins,PPS,1,2010,cadeira
Tocantins,PRB,0,2010,cadeira
Tocantins,PMN,0,2010,cadeira
Tocantins,PTdoB,0,2010,cadeira
Tocantins,PSOL,0,2010,cadeira
Tocantins,PRTB,0,2010,cadeira
Tocantins,PHS,0,2010,cadeira
Tocantins,PRP,0,2010,cadeira
Tocantins,PSL,0,2010,cadeira
Tocantins,PTC,0,2010,cadeira
Maranhão,PT,1,2010,cadeira
Maranhão,PMDB,5,2010,cadeira
Maranhão,PSDB,3,2010,cadeira
Maranhão,PP,1,2010,cadeira
Maranhão,DEM,1,2010,cadeira
Maranhão,PR,1,2010,cadeira
Maranhão,PSB,1,2010,cadeira
Maranhão,PDT,0,2010,cadeira
Maranhão,PTB,1,2010,cadeira
Maranhão,PSC,0,2010,cadeira
Maranhão,PCdoB,0,2010,cadeira
Maranhão,PV,1,2010,cadeira
Maranhão,PPS,0,2010,cadeira
Maranhão,PRB,1,2010,cadeira
Maranhão,PMN,0,2010,cadeira
Maranhão,PTdoB,1,2010,cadeira
Maranhão,PSOL,0,2010,cadeira
Maranhão,PRTB,0,2010,cadeira
Maranhão,PHS,0,2010,cadeira
Maranhão,PRP,0,2010,cadeira
Maranhão,PSL,0,2010,cadeira
Maranhão,PTC,1,2010,cadeira
Piauí,PT,2,2010,cadeira
Piauí,PMDB,2,2010,cadeira
Piauí,PSDB,NA,2010,cadeira
Piauí,PP,1,2010,cadeira
Piauí,DEM,2,2010,cadeira
Piauí,PR,0,2010,cadeira
Piauí,PSB,1,2010,cadeira
Piauí,PDT,0,2010,cadeira
Piauí,PTB,1,2010,cadeira
Piauí,PSC,0,2010,cadeira
Piauí,PCdoB,1,2010,cadeira
Piauí,PV,0,2010,cadeira
Piauí,PPS,0,2010,cadeira
Piauí,PRB,0,2010,cadeira
Piauí,PMN,0,2010,cadeira
Piauí,PTdoB,0,2010,cadeira
Piauí,PSOL,0,2010,cadeira
Piauí,PRTB,0,2010,cadeira
Piauí,PHS,0,2010,cadeira
Piauí,PRP,0,2010,cadeira
Piauí,PSL,0,2010,cadeira
Piauí,PTC,0,2010,cadeira
Ceará,PT,4,2010,cadeira
Ceará,PMDB,5,2010,cadeira
Ceará,PSDB,2,2010,cadeira
Ceará,PP,1,2010,cadeira
Ceará,DEM,0,2010,cadeira
Ceará,PR,2,2010,cadeira
Ceará,PSB,4,2010,cadeira
Ceará,PDT,1,2010,cadeira
Ceará,PTB,1,2010,cadeira
Ceará,PSC,0,2010,cadeira
Ceará,PCdoB,2,2010,cadeira
Ceará,PV,0,2010,cadeira
Ceará,PPS,0,2010,cadeira
Ceará,PRB,0,2010,cadeira
Ceará,PMN,0,2010,cadeira
Ceará,PTdoB,0,2010,cadeira
Ceará,PSOL,0,2010,cadeira
Ceará,PRTB,0,2010,cadeira
Ceará,PHS,0,2010,cadeira
Ceará,PRP,0,2010,cadeira
Ceará,PSL,0,2010,cadeira
Ceará,PTC,0,2010,cadeira
R. G. do Norte,PT,1,2010,cadeira
R. G. do Norte,PMDB,1,2010,cadeira
R. G. do Norte,PSDB,NA,2010,cadeira
R. G. do Norte,PP,0,2010,cadeira
R. G. do Norte,DEM,2,2010,cadeira
R. G. do Norte,PR,1,2010,cadeira
R. G. do Norte,PSB,1,2010,cadeira
R. G. do Norte,PDT,0,2010,cadeira
R. G. do Norte,PTB,0,2010,cadeira
R. G. do Norte,PSC,0,2010,cadeira
R. G. do Norte,PCdoB,0,2010,cadeira
R. G. do Norte,PV,1,2010,cadeira
R. G. do Norte,PPS,0,2010,cadeira
R. G. do Norte,PRB,0,2010,cadeira
R. G. do Norte,PMN,1,2010,cadeira
R. G. do Norte,PTdoB,0,2010,cadeira
R. G. do Norte,PSOL,0,2010,cadeira
R. G. do Norte,PRTB,0,2010,cadeira
R. G. do Norte,PHS,0,2010,cadeira
R. G. do Norte,PRP,0,2010,cadeira
R. G. do Norte,PSL,0,2010,cadeira
R. G. do Norte,PTC,0,2010,cadeira
Paraíba,PT,1,2010,cadeira
Paraíba,PMDB,5,2010,cadeira
Paraíba,PSDB,2,2010,cadeira
Paraíba,PP,1,2010,cadeira
Paraíba,DEM,1,2010,cadeira
Paraíba,PR,1,2010,cadeira
Paraíba,PSB,0,2010,cadeira
Paraíba,PDT,1,2010,cadeira
Paraíba,PTB,0,2010,cadeira
Paraíba,PSC,0,2010,cadeira
Paraíba,PCdoB,0,2010,cadeira
Paraíba,PV,0,2010,cadeira
Paraíba,PPS,0,2010,cadeira
Paraíba,PRB,0,2010,cadeira
Paraíba,PMN,0,2010,cadeira
Paraíba,PTdoB,0,2010,cadeira
Paraíba,PSOL,0,2010,cadeira
Paraíba,PRTB,0,2010,cadeira
Paraíba,PHS,0,2010,cadeira
Paraíba,PRP,0,2010,cadeira
Paraíba,PSL,0,2010,cadeira
Paraíba,PTC,0,2010,cadeira
Pernambuco,PT,4,2010,cadeira
Pernambuco,PMDB,1,2010,cadeira
Pernambuco,PSDB,2,2010,cadeira
Pernambuco,PP,2,2010,cadeira
Pernambuco,DEM,2,2010,cadeira
Pernambuco,PR,2,2010,cadeira
Pernambuco,PSB,5,2010,cadeira
Pernambuco,PDT,1,2010,cadeira
Pernambuco,PTB,4,2010,cadeira
Pernambuco,PSC,1,2010,cadeira
Pernambuco,PCdoB,1,2010,cadeira
Pernambuco,PV,0,2010,cadeira
Pernambuco,PPS,0,2010,cadeira
Pernambuco,PRB,0,2010,cadeira
Pernambuco,PMN,0,2010,cadeira
Pernambuco,PTdoB,0,2010,cadeira
Pernambuco,PSOL,0,2010,cadeira
Pernambuco,PRTB,0,2010,cadeira
Pernambuco,PHS,0,2010,cadeira
Pernambuco,PRP,0,2010,cadeira
Pernambuco,PSL,0,2010,cadeira
Pernambuco,PTC,0,2010,cadeira
Alagoas,PT,NA,2010,cadeira
Alagoas,PMDB,2,2010,cadeira
Alagoas,PSDB,1,2010,cadeira
Alagoas,PP,1,2010,cadeira
Alagoas,DEM,0,2010,cadeira
Alagoas,PR,1,2010,cadeira
Alagoas,PSB,1,2010,cadeira
Alagoas,PDT,0,2010,cadeira
Alagoas,PTB,2,2010,cadeira
Alagoas,PSC,0,2010,cadeira
Alagoas,PCdoB,0,2010,cadeira
Alagoas,PV,0,2010,cadeira
Alagoas,PPS,0,2010,cadeira
Alagoas,PRB,0,2010,cadeira
Alagoas,PMN,0,2010,cadeira
Alagoas,PTdoB,1,2010,cadeira
Alagoas,PSOL,0,2010,cadeira
Alagoas,PRTB,0,2010,cadeira
Alagoas,PHS,0,2010,cadeira
Alagoas,PRP,0,2010,cadeira
Alagoas,PSL,0,2010,cadeira
Alagoas,PTC,0,2010,cadeira
Sergipe,PT,2,2010,cadeira
Sergipe,PMDB,1,2010,cadeira
Sergipe,PSDB,NA,2010,cadeira
Sergipe,PP,0,2010,cadeira
Sergipe,DEM,1,2010,cadeira
Sergipe,PR,1,2010,cadeira
Sergipe,PSB,1,2010,cadeira
Sergipe,PDT,0,2010,cadeira
Sergipe,PTB,0,2010,cadeira
Sergipe,PSC,1,2010,cadeira
Sergipe,PCdoB,0,2010,cadeira
Sergipe,PV,0,2010,cadeira
Sergipe,PPS,0,2010,cadeira
Sergipe,PRB,1,2010,cadeira
Sergipe,PMN,0,2010,cadeira
Sergipe,PTdoB,0,2010,cadeira
Sergipe,PSOL,0,2010,cadeira
Sergipe,PRTB,0,2010,cadeira
Sergipe,PHS,0,2010,cadeira
Sergipe,PRP,0,2010,cadeira
Sergipe,PSL,0,2010,cadeira
Sergipe,PTC,0,2010,cadeira
Bahia,PT,10,2010,cadeira
Bahia,PMDB,2,2010,cadeira
Bahia,PSDB,2,2010,cadeira
Bahia,PP,4,2010,cadeira
Bahia,DEM,6,2010,cadeira
Bahia,PR,3,2010,cadeira
Bahia,PSB,0,2010,cadeira
Bahia,PDT,4,2010,cadeira
Bahia,PTB,1,2010,cadeira
Bahia,PSC,2,2010,cadeira
Bahia,PCdoB,3,2010,cadeira
Bahia,PV,0,2010,cadeira
Bahia,PPS,0,2010,cadeira
Bahia,PRB,1,2010,cadeira
Bahia,PMN,0,2010,cadeira
Bahia,PTdoB,0,2010,cadeira
Bahia,PSOL,0,2010,cadeira
Bahia,PRTB,0,2010,cadeira
Bahia,PHS,0,2010,cadeira
Bahia,PRP,1,2010,cadeira
Bahia,PSL,0,2010,cadeira
Bahia,PTC,0,2010,cadeira
Minas Gerais,PT,8,2010,cadeira
Minas Gerais,PMDB,7,2010,cadeira
Minas Gerais,PSDB,8,2010,cadeira
Minas Gerais,PP,5,2010,cadeira
Minas Gerais,DEM,3,2010,cadeira
Minas Gerais,PR,7,2010,cadeira
Minas Gerais,PSB,1,2010,cadeira
Minas Gerais,PDT,2,2010,cadeira
Minas Gerais,PTB,1,2010,cadeira
Minas Gerais,PSC,1,2010,cadeira
Minas Gerais,PCdoB,1,2010,cadeira
Minas Gerais,PV,2,2010,cadeira
Minas Gerais,PPS,2,2010,cadeira
Minas Gerais,PRB,1,2010,cadeira
Minas Gerais,PMN,1,2010,cadeira
Minas Gerais,PTdoB,1,2010,cadeira
Minas Gerais,PSOL,0,2010,cadeira
Minas Gerais,PRTB,0,2010,cadeira
Minas Gerais,PHS,1,2010,cadeira
Minas Gerais,PRP,0,2010,cadeira
Minas Gerais,PSL,1,2010,cadeira
Minas Gerais,PTC,0,2010,cadeira
Espirito Santo,PT,1,2010,cadeira
Espirito Santo,PMDB,2,2010,cadeira
Espirito Santo,PSDB,1,2010,cadeira
Espirito Santo,PP,0,2010,cadeira
Espirito Santo,DEM,0,2010,cadeira
Espirito Santo,PR,0,2010,cadeira
Espirito Santo,PSB,2,2010,cadeira
Espirito Santo,PDT,3,2010,cadeira
Espirito Santo,PTB,0,2010,cadeira
Espirito Santo,PSC,1,2010,cadeira
Espirito Santo,PCdoB,0,2010,cadeira
Espirito Santo,PV,0,2010,cadeira
Espirito Santo,PPS,0,2010,cadeira
Espirito Santo,PRB,0,2010,cadeira
Espirito Santo,PMN,0,2010,cadeira
Espirito Santo,PTdoB,0,2010,cadeira
Espirito Santo,PSOL,0,2010,cadeira
Espirito Santo,PRTB,0,2010,cadeira
Espirito Santo,PHS,0,2010,cadeira
Espirito Santo,PRP,0,2010,cadeira
Espirito Santo,PSL,0,2010,cadeira
Espirito Santo,PTC,0,2010,cadeira
Rio de Janeiro,PT,5,2010,cadeira
Rio de Janeiro,PMDB,8,2010,cadeira
Rio de Janeiro,PSDB,2,2010,cadeira
Rio de Janeiro,PP,3,2010,cadeira
Rio de Janeiro,DEM,2,2010,cadeira
Rio de Janeiro,PR,7,2010,cadeira
Rio de Janeiro,PSB,3,2010,cadeira
Rio de Janeiro,PDT,3,2010,cadeira
Rio de Janeiro,PTB,1,2010,cadeira
Rio de Janeiro,PSC,2,2010,cadeira
Rio de Janeiro,PCdoB,1,2010,cadeira
Rio de Janeiro,PV,2,2010,cadeira
Rio de Janeiro,PPS,1,2010,cadeira
Rio de Janeiro,PRB,1,2010,cadeira
Rio de Janeiro,PMN,0,2010,cadeira
Rio de Janeiro,PTdoB,1,2010,cadeira
Rio de Janeiro,PSOL,2,2010,cadeira
Rio de Janeiro,PRTB,1,2010,cadeira
Rio de Janeiro,PHS,1,2010,cadeira
Rio de Janeiro,PRP,0,2010,cadeira
Rio de Janeiro,PSL,0,2010,cadeira
Rio de Janeiro,PTC,0,2010,cadeira
São Paulo,PT,15,2010,cadeira
São Paulo,PMDB,1,2010,cadeira
São Paulo,PSDB,13,2010,cadeira
São Paulo,PP,4,2010,cadeira
São Paulo,DEM,6,2010,cadeira
São Paulo,PR,4,2010,cadeira
São Paulo,PSB,7,2010,cadeira
São Paulo,PDT,3,2010,cadeira
São Paulo,PTB,2,2010,cadeira
São Paulo,PSC,2,2010,cadeira
São Paulo,PCdoB,2,2010,cadeira
São Paulo,PV,5,2010,cadeira
São Paulo,PPS,3,2010,cadeira
São Paulo,PRB,2,2010,cadeira
São Paulo,PMN,0,2010,cadeira
São Paulo,PTdoB,0,2010,cadeira
São Paulo,PSOL,1,2010,cadeira
São Paulo,PRTB,0,2010,cadeira
São Paulo,PHS,0,2010,cadeira
São Paulo,PRP,0,2010,cadeira
São Paulo,PSL,0,2010,cadeira
São Paulo,PTC,0,2010,cadeira
Paraná,PT,5,2010,cadeira
Paraná,PMDB,6,2010,cadeira
Paraná,PSDB,3,2010,cadeira
Paraná,PP,3,2010,cadeira
Paraná,DEM,2,2010,cadeira
Paraná,PR,1,2010,cadeira
Paraná,PSB,1,2010,cadeira
Paraná,PDT,0,2010,cadeira
Paraná,PTB,1,2010,cadeira
Paraná,PSC,4,2010,cadeira
Paraná,PCdoB,0,2010,cadeira
Paraná,PV,1,2010,cadeira
Paraná,PPS,3,2010,cadeira
Paraná,PRB,0,2010,cadeira
Paraná,PMN,0,2010,cadeira
Paraná,PTdoB,0,2010,cadeira
Paraná,PSOL,0,2010,cadeira
Paraná,PRTB,0,2010,cadeira
Paraná,PHS,0,2010,cadeira
Paraná,PRP,0,2010,cadeira
Paraná,PSL,0,2010,cadeira
Paraná,PTC,0,2010,cadeira
Santa Catarina,PT,4,2010,cadeira
Santa Catarina,PMDB,5,2010,cadeira
Santa Catarina,PSDB,2,2010,cadeira
Santa Catarina,PP,2,2010,cadeira
Santa Catarina,DEM,3,2010,cadeira
Santa Catarina,PR,0,2010,cadeira
Santa Catarina,PSB,0,2010,cadeira
Santa Catarina,PDT,0,2010,cadeira
Santa Catarina,PTB,0,2010,cadeira
Santa Catarina,PSC,0,2010,cadeira
Santa Catarina,PCdoB,0,2010,cadeira
Santa Catarina,PV,0,2010,cadeira
Santa Catarina,PPS,0,2010,cadeira
Santa Catarina,PRB,0,2010,cadeira
Santa Catarina,PMN,0,2010,cadeira
Santa Catarina,PTdoB,0,2010,cadeira
Santa Catarina,PSOL,0,2010,cadeira
Santa Catarina,PRTB,0,2010,cadeira
Santa Catarina,PHS,0,2010,cadeira
Santa Catarina,PRP,0,2010,cadeira
Santa Catarina,PSL,0,2010,cadeira
Santa Catarina,PTC,0,2010,cadeira
R. G. do Sul,PT,8,2010,cadeira
R. G. do Sul,PMDB,4,2010,cadeira
R. G. do Sul,PSDB,1,2010,cadeira
R. G. do Sul,PP,6,2010,cadeira
R. G. do Sul,DEM,1,2010,cadeira
R. G. do Sul,PR,0,2010,cadeira
R. G. do Sul,PSB,3,2010,cadeira
R. G. do Sul,PDT,3,2010,cadeira
R. G. do Sul,PTB,3,2010,cadeira
R. G. do Sul,PSC,0,2010,cadeira
R. G. do Sul,PCdoB,2,2010,cadeira
R. G. do Sul,PV,0,2010,cadeira
R. G. do Sul,PPS,0,2010,cadeira
R. G. do Sul,PRB,0,2010,cadeira
R. G. do Sul,PMN,0,2010,cadeira
R. G. do Sul,PTdoB,0,2010,cadeira
R. G. do Sul,PSOL,0,2010,cadeira
R. G. do Sul,PRTB,0,2010,cadeira
R. G. do Sul,PHS,0,2010,cadeira
R. G. do Sul,PRP,0,2010,cadeira
R. G. do Sul,PSL,0,2010,cadeira
R. G. do Sul,PTC,0,2010,cadeira
M. G. do Sul,PT,2,2010,cadeira
M. G. do Sul,PMDB,3,2010,cadeira
M. G. do Sul,PSDB,1,2010,cadeira
M. G. do Sul,PP,0,2010,cadeira
M. G. do Sul,DEM,1,2010,cadeira
M. G. do Sul,PR,1,2010,cadeira
M. G. do Sul,PSB,0,2010,cadeira
M. G. do Sul,PDT,0,2010,cadeira
M. G. do Sul,PTB,0,2010,cadeira
M. G. do Sul,PSC,0,2010,cadeira
M. G. do Sul,PCdoB,0,2010,cadeira
M. G. do Sul,PV,0,2010,cadeira
M. G. do Sul,PPS,0,2010,cadeira
M. G. do Sul,PRB,0,2010,cadeira
M. G. do Sul,PMN,0,2010,cadeira
M. G. do Sul,PTdoB,0,2010,cadeira
M. G. do Sul,PSOL,0,2010,cadeira
M. G. do Sul,PRTB,0,2010,cadeira
M. G. do Sul,PHS,0,2010,cadeira
M. G. do Sul,PRP,0,2010,cadeira
M. G. do Sul,PSL,0,2010,cadeira
M. G. do Sul,PTC,0,2010,cadeira
Mato Grosso,PT,1,2010,cadeira
Mato Grosso,PMDB,1,2010,cadeira
Mato Grosso,PSDB,0,2010,cadeira
Mato Grosso,PP,2,2010,cadeira
Mato Grosso,DEM,1,2010,cadeira
Mato Grosso,PR,2,2010,cadeira
Mato Grosso,PSB,1,2010,cadeira
Mato Grosso,PDT,0,2010,cadeira
Mato Grosso,PTB,0,2010,cadeira
Mato Grosso,PSC,0,2010,cadeira
Mato Grosso,PCdoB,0,2010,cadeira
Mato Grosso,PV,0,2010,cadeira
Mato Grosso,PPS,0,2010,cadeira
Mato Grosso,PRB,0,2010,cadeira
Mato Grosso,PMN,0,2010,cadeira
Mato Grosso,PTdoB,0,2010,cadeira
Mato Grosso,PSOL,0,2010,cadeira
