ESTADOS,partido,cadeiras,ANO_ELEICAO,ambito
Mato Grosso,PRTB,0,2010,cadeira
Mato Grosso,PHS,0,2010,cadeira
Mato Grosso,PRP,0,2010,cadeira
Mato Grosso,PSL,0,2010,cadeira
Mato Grosso,PTC,0,2010,cadeira
Goiás,PT,1,2010,cadeira
Goiás,PMDB,4,2010,cadeira
Goiás,PSDB,3,2010,cadeira
Goiás,PP,2,2010,cadeira
Goiás,DEM,3,2010,cadeira
Goiás,PR,1,2010,cadeira
Goiás,PSB,0,2010,cadeira
Goiás,PDT,1,2010,cadeira
Goiás,PTB,1,2010,cadeira
Goiás,PSC,0,2010,cadeira
Goiás,PCdoB,0,2010,cadeira
Goiás,PV,0,2010,cadeira
Goiás,PPS,0,2010,cadeira
Goiás,PRB,0,2010,cadeira
Goiás,PMN,1,2010,cadeira
Goiás,PTdoB,0,2010,cadeira
Goiás,PSOL,0,2010,cadeira
Goiás,PRTB,0,2010,cadeira
Goiás,PHS,0,2010,cadeira
Goiás,PRP,0,2010,cadeira
Goiás,PSL,0,2010,cadeira
Goiás,PTC,0,2010,cadeira
Distrito Federal,PT,3,2010,cadeira
Distrito Federal,PMDB,1,2010,cadeira
Distrito Federal,PSDB,0,2010,cadeira
Distrito Federal,PP,0,2010,cadeira
Distrito Federal,DEM,0,2010,cadeira
Distrito Federal,PR,2,2010,cadeira
Distrito Federal,PSB,0,2010,cadeira
Distrito Federal,PDT,1,2010,cadeira
Distrito Federal,PTB,0,2010,cadeira
Distrito Federal,PSC,0,2010,cadeira
Distrito Federal,PCdoB,0,2010,cadeira
Distrito Federal,PV,0,2010,cadeira
Distrito Federal,PPS,0,2010,cadeira
Distrito Federal,PRB,0,2010,cadeira
Distrito Federal,PMN,1,2010,cadeira
Distrito Federal,PTdoB,0,2010,cadeira
Distrito Federal,PSOL,0,2010,cadeira
Distrito Federal,PRTB,0,2010,cadeira
Distrito Federal,PHS,0,2010,cadeira
Distrito Federal,PRP,0,2010,cadeira
Distrito Federal,PSL,0,2010,cadeira
Distrito Federal,PTC,0,2010,cadeira
Rondônia,PT,0,2014,cadeira
Rondônia,PMDB,3,2014,cadeira
Rondônia,PSDB,1,2014,cadeira
Rondônia,PP,0,2014,cadeira
Rondônia,PSD,0,2014,cadeira
Rondônia,PSB,0,2014,cadeira
Rondônia,PR,1,2014,cadeira
Rondônia,PTB,1,2014,cadeira
Rondônia,PRB,0,2014,cadeira
Rondônia,DEM,0,2014,cadeira
Rondônia,PDT,1,2014,cadeira
Rondônia,SD,1,2014,cadeira
Rondônia,PSC,0,2014,cadeira
Rondônia,PROS,0,2014,cadeira
Rondônia,PPS,0,2014,cadeira
Rondônia,PCdoB,0,2014,cadeira
Rondônia,PV,0,2014,cadeira
Rondônia,PSOL,0,2014,cadeira
Rondônia,PHS,0,2014,cadeira
Rondônia,PTN,0,2014,cadeira
Rondônia,PRP,0,2014,cadeira
Rondônia,PMN,0,2014,cadeira
Rondônia,PEN,0,2014,cadeira
Rondônia,PSDC,0,2014,cadeira
Rondônia,PTC,0,2014,cadeira
Rondônia,PTdoB,0,2014,cadeira
Rondônia,PSL,0,2014,cadeira
Rondônia,PRTB,0,2014,cadeira
Acre,PT,3,2014,cadeira
Acre,PMDB,2,2014,cadeira
Acre,PSDB,1,2014,cadeira
Acre,PP,0,2014,cadeira
Acre,PSD,0,2014,cadeira
Acre,PSB,1,2014,cadeira
Acre,PR,0,2014,cadeira
Acre,PTB,0,2014,cadeira
Acre,PRB,1,2014,cadeira
Acre,DEM,0,2014,cadeira
Acre,PDT,0,2014,cadeira
Acre,SD,0,2014,cadeira
Acre,PSC,0,2014,cadeira
Acre,PROS,0,2014,cadeira
Acre,PPS,0,2014,cadeira
Acre,PCdoB,0,2014,cadeira
Acre,PV,0,2014,cadeira
Acre,PSOL,0,2014,cadeira
Acre,PHS,0,2014,cadeira
Acre,PTN,0,2014,cadeira
Acre,PRP,0,2014,cadeira
Acre,PMN,0,2014,cadeira
Acre,PEN,0,2014,cadeira
Acre,PSDC,0,2014,cadeira
Acre,PTC,0,2014,cadeira
Acre,PTdoB,0,2014,cadeira
Acre,PSL,0,2014,cadeira
Acre,PRTB,0,2014,cadeira
Amazonas,PT,0,2014,cadeira
Amazonas,PMDB,1,2014,cadeira
Amazonas,PSDB,1,2014,cadeira
Amazonas,PP,1,2014,cadeira
Amazonas,PSD,2,2014,cadeira
Amazonas,PSB,0,2014,cadeira
Amazonas,PR,1,2014,cadeira
Amazonas,PTB,0,2014,cadeira
Amazonas,PRB,0,2014,cadeira
Amazonas,DEM,1,2014,cadeira
Amazonas,PDT,0,2014,cadeira
Amazonas,SD,0,2014,cadeira
Amazonas,PSC,0,2014,cadeira
Amazonas,PROS,0,2014,cadeira
Amazonas,PPS,1,2014,cadeira
Amazonas,PCdoB,0,2014,cadeira
Amazonas,PV,0,2014,cadeira
Amazonas,PSOL,0,2014,cadeira
Amazonas,PHS,0,2014,cadeira
Amazonas,PTN,0,2014,cadeira
Amazonas,PRP,0,2014,cadeira
Amazonas,PMN,0,2014,cadeira
Amazonas,PEN,0,2014,cadeira
Amazonas,PSDC,0,2014,cadeira
Amazonas,PTC,0,2014,cadeira
Amazonas,PTdoB,0,2014,cadeira
Amazonas,PSL,0,2014,cadeira
Amazonas,PRTB,0,2014,cadeira
Roraima,PT,0,2014,cadeira
Roraima,PMDB,1,2014,cadeira
Roraima,PSDB,1,2014,cadeira
Roraima,PP,0,2014,cadeira
Roraima,PSD,0,2014,cadeira
Roraima,PSB,1,2014,cadeira
Roraima,PR,1,2014,cadeira
Roraima,PTB,0,2014,cadeira
Roraima,PRB,1,2014,cadeira
Roraima,DEM,0,2014,cadeira
Roraima,PDT,1,2014,cadeira
Roraima,SD,0,2014,cadeira
Roraima,PSC,0,2014,cadeira
Roraima,PROS,0,2014,cadeira
Roraima,PPS,0,2014,cadeira
Roraima,PCdoB,0,2014,cadeira
Roraima,PV,0,2014,cadeira
Roraima,PSOL,0,2014,cadeira
Roraima,PHS,1,2014,cadeira
Roraima,PTN,0,2014,cadeira
Roraima,PRP,0,2014,cadeira
Roraima,PMN,1,2014,cadeira
Roraima,PEN,0,2014,cadeira
Roraima,PSDC,0,2014,cadeira
Roraima,PTC,0,2014,cadeira
Roraima,PTdoB,0,2014,cadeira
Roraima,PSL,0,2014,cadeira
Roraima,PRTB,0,2014,cadeira
Pará,PT,2,2014,cadeira
Pará,PMDB,3,2014,cadeira
Pará,PSDB,1,2014,cadeira
Pará,PP,0,2014,cadeira
Pará,PSD,3,2014,cadeira
Pará,PSB,0,2014,cadeira
Pará,PR,1,2014,cadeira
Pará,PTB,1,2014,cadeira
Pará,PRB,0,2014,cadeira
Pará,DEM,1,2014,cadeira
Pará,PDT,0,2014,cadeira
Pará,SD,1,2014,cadeira
Pará,PSC,1,2014,cadeira
Pará,PROS,1,2014,cadeira
Pará,PPS,1,2014,cadeira
Pará,PCdoB,0,2014,cadeira
Pará,PV,0,2014,cadeira
Pará,PSOL,1,2014,cadeira
Pará,PHS,0,2014,cadeira
Pará,PTN,0,2014,cadeira
Pará,PRP,0,2014,cadeira
Pará,PMN,0,2014,cadeira
Pará,PEN,0,2014,cadeira
Pará,PSDC,0,2014,cadeira
Pará,PTC,0,2014,cadeira
Pará,PTdoB,0,2014,cadeira
Pará,PSL,0,2014,cadeira
Pará,PRTB,0,2014,cadeira
Amapá,PT,1,2014,cadeira
Amapá,PMDB,1,2014,cadeira
Amapá,PSDB,0,2014,cadeira
Amapá,PP,0,2014,cadeira
Amapá,PSD,0,2014,cadeira
Amapá,PSB,1,2014,cadeira
Amapá,PR,1,2014,cadeira
Amapá,PTB,1,2014,cadeira
Amapá,PRB,1,2014,cadeira
Amapá,DEM,0,2014,cadeira
Amapá,PDT,1,2014,cadeira
Amapá,SD,0,2014,cadeira
Amapá,PSC,1,2014,cadeira
Amapá,PROS,0,2014,cadeira
Amapá,PPS,0,2014,cadeira
Amapá,PCdoB,0,2014,cadeira
Amapá,PV,0,2014,cadeira
Amapá,PSOL,0,2014,cadeira
Amapá,PHS,0,2014,cadeira
Amapá,PTN,0,2014,cadeira
Amapá,PRP,0,2014,cadeira
Amapá,PMN,0,2014,cadeira
Amapá,PEN,0,2014,cadeira
Amapá,PSDC,0,2014,cadeira
Amapá,PTC,0,2014,cadeira
Amapá,PTdoB,0,2014,cadeira
Amapá,PSL,0,2014,cadeira
Amapá,PRTB,0,2014,cadeira
Tocantins,PT,0,2014,cadeira
Tocantins,PMDB,3,2014,cadeira
Tocantins,PSDB,0,2014,cadeira
Tocantins,PP,1,2014,cadeira
Tocantins,PSD,1,2014,cadeira
Tocantins,PSB,1,2014,cadeira
Tocantins,PR,0,2014,cadeira
Tocantins,PTB,0,2014,cadeira
Tocantins,PRB,1,2014,cadeira
Tocantins,DEM,1,2014,cadeira
Tocantins,PDT,0,2014,cadeira
Tocantins,SD,0,2014,cadeira
Tocantins,PSC,0,2014,cadeira
Tocantins,PROS,0,2014,cadeira
Tocantins,PPS,0,2014,cadeira
Tocantins,PCdoB,0,2014,cadeira
Tocantins,PV,0,2014,cadeira
Tocantins,PSOL,0,2014,cadeira
Tocantins,PHS,0,2014,cadeira
Tocantins,PTN,0,2014,cadeira
Tocantins,PRP,0,2014,cadeira
Tocantins,PMN,0,2014,cadeira
Tocantins,PEN,0,2014,cadeira
Tocantins,PSDC,0,2014,cadeira
Tocantins,PTC,0,2014,cadeira
Tocantins,PTdoB,0,2014,cadeira
Tocantins,PSL,0,2014,cadeira
Tocantins,PRTB,0,2014,cadeira
Maranhão,PT,1,2014,cadeira
Maranhão,PMDB,3,2014,cadeira
Maranhão,PSDB,1,2014,cadeira
Maranhão,PP,1,2014,cadeira
Maranhão,PSD,0,2014,cadeira
Maranhão,PSB,1,2014,cadeira
Maranhão,PR,0,2014,cadeira
Maranhão,PTB,1,2014,cadeira
Maranhão,PRB,1,2014,cadeira
Maranhão,DEM,0,2014,cadeira
Maranhão,PDT,1,2014,cadeira
Maranhão,SD,0,2014,cadeira
Maranhão,PSC,0,2014,cadeira
Maranhão,PROS,0,2014,cadeira
Maranhão,PPS,1,2014,cadeira
Maranhão,PCdoB,1,2014,cadeira
Maranhão,PV,2,2014,cadeira
Maranhão,PSOL,0,2014,cadeira
Maranhão,PHS,0,2014,cadeira
Maranhão,PTN,0,2014,cadeira
Maranhão,PRP,1,2014,cadeira
Maranhão,PMN,0,2014,cadeira
Maranhão,PEN,2,2014,cadeira
Maranhão,PSDC,1,2014,cadeira
Maranhão,PTC,0,2014,cadeira
Maranhão,PTdoB,0,2014,cadeira
Maranhão,PSL,0,2014,cadeira
Maranhão,PRTB,0,2014,cadeira
Piauí,PT,2,2014,cadeira
Piauí,PMDB,1,2014,cadeira
Piauí,PSDB,0,2014,cadeira
Piauí,PP,1,2014,cadeira
Piauí,PSD,1,2014,cadeira
Piauí,PSB,3,2014,cadeira
Piauí,PR,0,2014,cadeira
Piauí,PTB,2,2014,cadeira
Piauí,PRB,0,2014,cadeira
Piauí,DEM,0,2014,cadeira
Piauí,PDT,0,2014,cadeira
Piauí,SD,0,2014,cadeira
Piauí,PSC,0,2014,cadeira
Piauí,PROS,0,2014,cadeira
Piauí,PPS,0,2014,cadeira
Piauí,PCdoB,0,2014,cadeira
Piauí,PV,0,2014,cadeira
Piauí,PSOL,0,2014,cadeira
Piauí,PHS,0,2014,cadeira
Piauí,PTN,0,2014,cadeira
Piauí,PRP,0,2014,cadeira
Piauí,PMN,0,2014,cadeira
Piauí,PEN,0,2014,cadeira
Piauí,PSDC,0,2014,cadeira
Piauí,PTC,0,2014,cadeira
Piauí,PTdoB,0,2014,cadeira
Piauí,PSL,0,2014,cadeira
Piauí,PRTB,0,2014,cadeira
Ceará,PT,4,2014,cadeira
Ceará,PMDB,3,2014,cadeira
Ceará,PSDB,1,2014,cadeira
Ceará,PP,0,2014,cadeira
Ceará,PSD,0,2014,cadeira
Ceará,PSB,0,2014,cadeira
Ceará,PR,2,2014,cadeira
Ceará,PTB,1,2014,cadeira
Ceará,PRB,1,2014,cadeira
Ceará,DEM,1,2014,cadeira
Ceará,PDT,1,2014,cadeira
Ceará,SD,1,2014,cadeira
Ceará,PSC,0,2014,cadeira
Ceará,PROS,3,2014,cadeira
Ceará,PPS,1,2014,cadeira
Ceará,PCdoB,1,2014,cadeira
Ceará,PV,0,2014,cadeira
Ceará,PSOL,0,2014,cadeira
Ceará,PHS,1,2014,cadeira
Ceará,PTN,0,2014,cadeira
Ceará,PRP,0,2014,cadeira
Ceará,PMN,0,2014,cadeira
Ceará,PEN,0,2014,cadeira
Ceará,PSDC,0,2014,cadeira
Ceará,PTC,0,2014,cadeira
Ceará,PTdoB,0,2014,cadeira
Ceará,PSL,1,2014,cadeira
Ceará,PRTB,0,2014,cadeira
R. G. do Norte,PT,0,2014,cadeira
R. G. do Norte,PMDB,1,2014,cadeira
R. G. do Norte,PSDB,1,2014,cadeira
R. G. do Norte,PP,1,2014,cadeira
R. G. do Norte,PSD,1,2014,cadeira
R. G. do Norte,PSB,0,2014,cadeira
R. G. do Norte,PR,1,2014,cadeira
R. G. do Norte,PTB,0,2014,cadeira
R. G. do Norte,PRB,0,2014,cadeira
R. G. do Norte,DEM,1,2014,cadeira
R. G. do Norte,PDT,0,2014,cadeira
R. G. do Norte,SD,0,2014,cadeira
R. G. do Norte,PSC,0,2014,cadeira
R. G. do Norte,PROS,1,2014,cadeira
R. G. do Norte,PPS,0,2014,cadeira
R. G. do Norte,PCdoB,0,2014,cadeira
R. G. do Norte,PV,0,2014,cadeira
R. G. do Norte,PSOL,0,2014,cadeira
R. G. do Norte,PHS,0,2014,cadeira
R. G. do Norte,PTN,0,2014,cadeira
R. G. do Norte,PRP,0,2014,cadeira
R. G. do Norte,PMN,1,2014,cadeira
R. G. do Norte,PEN,0,2014,cadeira
R. G. do Norte,PSDC,0,2014,cadeira
R. G. do Norte,PTC,0,2014,cadeira
R. G. do Norte,PTdoB,0,2014,cadeira
R. G. do Norte,PSL,0,2014,cadeira
R. G. do Norte,PRTB,0,2014,cadeira
Paraíba,PT,1,2014,cadeira
Paraíba,PMDB,3,2014,cadeira
Paraíba,PSDB,1,2014,cadeira
Paraíba,PP,1,2014,cadeira
Paraíba,PSD,1,2014,cadeira
Paraíba,PSB,0,2014,cadeira
Paraíba,PR,1,2014,cadeira
Paraíba,PTB,1,2014,cadeira
Paraíba,PRB,0,2014,cadeira
Paraíba,DEM,1,2014,cadeira
Paraíba,PDT,1,2014,cadeira
Paraíba,SD,1,2014,cadeira
Paraíba,PSC,0,2014,cadeira
Paraíba,PROS,0,2014,cadeira
Paraíba,PPS,0,2014,cadeira
Paraíba,PCdoB,0,2014,cadeira
Paraíba,PV,0,2014,cadeira
Paraíba,PSOL,0,2014,cadeira
Paraíba,PHS,0,2014,cadeira
Paraíba,PTN,0,2014,cadeira
Paraíba,PRP,0,2014,cadeira
Paraíba,PMN,0,2014,cadeira
Paraíba,PEN,0,2014,cadeira
Paraíba,PSDC,0,2014,cadeira
Paraíba,PTC,0,2014,cadeira
Paraíba,PTdoB,0,2014,cadeira
Paraíba,PSL,0,2014,cadeira
Paraíba,PRTB,0,2014,cadeira
Pernambuco,PT,0,2014,cadeira
Pernambuco,PMDB,1,2014,cadeira
Pernambuco,PSDB,3,2014,cadeira
Pernambuco,PP,1,2014,cadeira
Pernambuco,PSD,1,2014,cadeira
Pernambuco,PSB,8,2014,cadeira
Pernambuco,PR,2,2014,cadeira
Pernambuco,PTB,4,2014,cadeira
Pernambuco,PRB,0,2014,cadeira
Pernambuco,DEM,1,2014,cadeira
Pernambuco,PDT,1,2014,cadeira
Pernambuco,SD,0,2014,cadeira
Pernambuco,PSC,1,2014,cadeira
Pernambuco,PROS,0,2014,cadeira
Pernambuco,PPS,0,2014,cadeira
Pernambuco,PCdoB,1,2014,cadeira
Pernambuco,PV,0,2014,cadeira
Pernambuco,PSOL,0,2014,cadeira
Pernambuco,PHS,1,2014,cadeira
Pernambuco,PTN,0,2014,cadeira
Pernambuco,PRP,0,2014,cadeira
Pernambuco,PMN,0,2014,cadeira
Pernambuco,PEN,0,2014,cadeira
Pernambuco,PSDC,0,2014,cadeira
Pernambuco,PTC,0,2014,cadeira
Pernambuco,PTdoB,0,2014,cadeira
Pernambuco,PSL,0,2014,cadeira
Pernambuco,PRTB,0,2014,cadeira
Alagoas,PT,1,2014,cadeira
Alagoas,PMDB,1,2014,cadeira
Alagoas,PSDB,1,2014,cadeira
Alagoas,PP,1,2014,cadeira
Alagoas,PSD,0,2014,cadeira
Alagoas,PSB,0,2014,cadeira
Alagoas,PR,1,2014,cadeira
Alagoas,PTB,0,2014,cadeira
Alagoas,PRB,0,2014,cadeira
Alagoas,DEM,0,2014,cadeira
Alagoas,PDT,1,2014,cadeira
Alagoas,SD,1,2014,cadeira
Alagoas,PSC,0,2014,cadeira
Alagoas,PROS,1,2014,cadeira
Alagoas,PPS,0,2014,cadeira
Alagoas,PCdoB,0,2014,cadeira
Alagoas,PV,0,2014,cadeira
Alagoas,PSOL,0,2014,cadeira
Alagoas,PHS,0,2014,cadeira
Alagoas,PTN,0,2014,cadeira
Alagoas,PRP,0,2014,cadeira
Alagoas,PMN,0,2014,cadeira
Alagoas,PEN,0,2014,cadeira
Alagoas,PSDC,0,2014,cadeira
Alagoas,PTC,0,2014,cadeira
Alagoas,PTdoB,0,2014,cadeira
Alagoas,PSL,0,2014,cadeira
Alagoas,PRTB,1,2014,cadeira
Sergipe,PT,1,2014,cadeira
Sergipe,PMDB,1,2014,cadeira
Sergipe,PSDB,0,2014,cadeira
Sergipe,PP,0,2014,cadeira
Sergipe,PSD,1,2014,cadeira
Sergipe,PSB,1,2014,cadeira
Sergipe,PR,0,2014,cadeira
Sergipe,PTB,1,2014,cadeira
Sergipe,PRB,1,2014,cadeira
Sergipe,DEM,0,2014,cadeira
Sergipe,PDT,0,2014,cadeira
Sergipe,SD,1,2014,cadeira
Sergipe,PSC,1,2014,cadeira
Sergipe,PROS,0,2014,cadeira
Sergipe,PPS,0,2014,cadeira
Sergipe,PCdoB,0,2014,cadeira
Sergipe,PV,0,2014,cadeira
Sergipe,PSOL,0,2014,cadeira
Sergipe,PHS,0,2014,cadeira
Sergipe,PTN,0,2014,cadeira
Sergipe,PRP,0,2014,cadeira
Sergipe,PMN,0,2014,cadeira
Sergipe,PEN,0,2014,cadeira
Sergipe,PSDC,0,2014,cadeira
Sergipe,PTC,0,2014,cadeira
Sergipe,PTdoB,0,2014,cadeira
Sergipe,PSL,0,2014,cadeira
Sergipe,PRTB,0,2014,cadeira
Bahia,PT,8,2014,cadeira
Bahia,PMDB,1,2014,cadeira
Bahia,PSDB,3,2014,cadeira
Bahia,PP,4,2014,cadeira
Bahia,PSD,4,2014,cadeira
Bahia,PSB,1,2014,cadeira
Bahia,PR,2,2014,cadeira
Bahia,PTB,2,2014,cadeira
Bahia,PRB,2,2014,cadeira
Bahia,DEM,4,2014,cadeira
Bahia,PDT,1,2014,cadeira
Bahia,SD,1,2014,cadeira
Bahia,PSC,2,2014,cadeira
Bahia,PROS,0,2014,cadeira
Bahia,PPS,0,2014,cadeira
Bahia,PCdoB,2,2014,cadeira
Bahia,PV,0,2014,cadeira
Bahia,PSOL,0,2014,cadeira
Bahia,PHS,0,2014,cadeira
Bahia,PTN,1,2014,cadeira
Bahia,PRP,0,2014,cadeira
Bahia,PMN,0,2014,cadeira
Bahia,PEN,0,2014,cadeira
Bahia,PSDC,0,2014,cadeira
Bahia,PTC,1,2014,cadeira
Bahia,PTdoB,0,2014,cadeira
Bahia,PSL,0,2014,cadeira
Bahia,PRTB,0,2014,cadeira
Minas Gerais,PT,10,2014,cadeira
Minas Gerais,PMDB,6,2014,cadeira
Minas Gerais,PSDB,7,2014,cadeira
Minas Gerais,PP,5,2014,cadeira
Minas Gerais,PSD,3,2014,cadeira
Minas Gerais,PSB,3,2014,cadeira
Minas Gerais,PR,3,2014,cadeira
Minas Gerais,PTB,1,2014,cadeira
Minas Gerais,PRB,1,2014,cadeira
Minas Gerais,DEM,2,2014,cadeira
Minas Gerais,PDT,2,2014,cadeira
Minas Gerais,SD,1,2014,cadeira
Minas Gerais,PSC,1,2014,cadeira
Minas Gerais,PROS,0,2014,cadeira
Minas Gerais,PPS,0,2014,cadeira
Minas Gerais,PCdoB,1,2014,cadeira
Minas Gerais,PV,1,2014,cadeira
Minas Gerais,PSOL,0,2014,cadeira
Minas Gerais,PHS,1,2014,cadeira
Minas Gerais,PTN,1,2014,cadeira
Minas Gerais,PRP,1,2014,cadeira
Minas Gerais,PMN,1,2014,cadeira
Minas Gerais,PEN,0,2014,cadeira
Minas Gerais,PSDC,0,2014,cadeira
Minas Gerais,PTC,1,2014,cadeira
Minas Gerais,PTdoB,1,2014,cadeira
Minas Gerais,PSL,0,2014,cadeira
Minas Gerais,PRTB,0,2014,cadeira
Espirito Santo,PT,2,2014,cadeira
Espirito Santo,PMDB,1,2014,cadeira
Espirito Santo,PSDB,1,2014,cadeira
Espirito Santo,PP,1,2014,cadeira
Espirito Santo,PSD,0,2014,cadeira
Espirito Santo,PSB,1,2014,cadeira
Espirito Santo,PR,0,2014,cadeira
Espirito Santo,PTB,0,2014,cadeira
Espirito Santo,PRB,0,2014,cadeira
Espirito Santo,DEM,0,2014,cadeira
Espirito Santo,PDT,1,2014,cadeira
Espirito Santo,SD,1,2014,cadeira
Espirito Santo,PSC,0,2014,cadeira
Espirito Santo,PROS,1,2014,cadeira
Espirito Santo,PPS,0,2014,cadeira
Espirito Santo,PCdoB,0,2014,cadeira
Espirito Santo,PV,1,2014,cadeira
Espirito Santo,PSOL,0,2014,cadeira
Espirito Santo,PHS,0,2014,cadeira
Espirito Santo,PTN,0,2014,cadeira
Espirito Santo,PRP,0,2014,cadeira
Espirito Santo,PMN,0,2014,cadeira
Espirito Santo,PEN,0,2014,cadeira
Espirito Santo,PSDC,0,2014,cadeira
Espirito Santo,PTC,0,2014,cadeira
Espirito Santo,PTdoB,0,2014,cadeira
Espirito Santo,PSL,0,2014,cadeira
Espirito Santo,PRTB,0,2014,cadeira
Rio de Janeiro,PT,5,2014,cadeira
Rio de Janeiro,PMDB,8,2014,cadeira
Rio de Janeiro,PSDB,1,2014,cadeira
Rio de Janeiro,PP,3,2014,cadeira
Rio de Janeiro,PSD,6,2014,cadeira
Rio de Janeiro,PSB,1,2014,cadeira
Rio de Janeiro,PR,6,2014,cadeira
Rio de Janeiro,PTB,2,2014,cadeira
Rio de Janeiro,PRB,2,2014,cadeira
Rio de Janeiro,DEM,1,2014,cadeira
Rio de Janeiro,PDT,1,2014,cadeira
Rio de Janeiro,SD,2,2014,cadeira
Rio de Janeiro,PSC,0,2014,cadeira
Rio de Janeiro,PROS,2,2014,cadeira
Rio de Janeiro,PPS,0,2014,cadeira
Rio de Janeiro,PCdoB,1,2014,cadeira
Rio de Janeiro,PV,0,2014,cadeira
Rio de Janeiro,PSOL,3,2014,cadeira
Rio de Janeiro,PHS,0,2014,cadeira
Rio de Janeiro,PTN,0,2014,cadeira
Rio de Janeiro,PRP,1,2014,cadeira
Rio de Janeiro,PMN,0,2014,cadeira
Rio de Janeiro,PEN,0,2014,cadeira
Rio de Janeiro,PSDC,1,2014,cadeira
Rio de Janeiro,PTC,0,2014,cadeira
Rio de Janeiro,PTdoB,0,2014,cadeira
Rio de Janeiro,PSL,0,2014,cadeira
Rio de Janeiro,PRTB,0,2014,cadeira
São Paulo,PT,10,2014,cadeira
São Paulo,PMDB,2,2014,cadeira
São Paulo,PSDB,14,2014,cadeira
São Paulo,PP,3,2014,cadeira
São Paulo,PSD,4,2014,cadeira
São Paulo,PSB,4,2014,cadeira
São Paulo,PR,6,2014,cadeira
São Paulo,PTB,2,2014,cadeira
São Paulo,PRB,8,2014,cadeira
São Paulo,DEM,4,2014,cadeira
São Paulo,PDT,1,2014,cadeira
São Paulo,SD,1,2014,cadeira
São Paulo,PSC,3,2014,cadeira
São Paulo,PROS,0,2014,cadeira
São Paulo,PPS,2,2014,cadeira
São Paulo,PCdoB,1,2014,cadeira
São Paulo,PV,3,2014,cadeira
São Paulo,PSOL,1,2014,cadeira
São Paulo,PHS,0,2014,cadeira
São Paulo,PTN,1,2014,cadeira
São Paulo,PRP,0,2014,cadeira
São Paulo,PMN,0,2014,cadeira
São Paulo,PEN,0,2014,cadeira
São Paulo,PSDC,0,2014,cadeira
São Paulo,PTC,0,2014,cadeira
São Paulo,PTdoB,0,2014,cadeira
São Paulo,PSL,0,2014,cadeira
São Paulo,PRTB,0,2014,cadeira
Paraná,PT,4,2014,cadeira
Paraná,PMDB,4,2014,cadeira
Paraná,PSDB,3,2014,cadeira
Paraná,PP,4,2014,cadeira
Paraná,PSD,1,2014,cadeira
Paraná,PSB,2,2014,cadeira
Paraná,PR,2,2014,cadeira
Paraná,PTB,1,2014,cadeira
Paraná,PRB,0,2014,cadeira
Paraná,DEM,0,2014,cadeira
Paraná,PDT,0,2014,cadeira
Paraná,SD,1,2014,cadeira
Paraná,PSC,2,2014,cadeira
Paraná,PROS,0,2014,cadeira
Paraná,PPS,2,2014,cadeira
Paraná,PCdoB,1,2014,cadeira
Paraná,PV,1,2014,cadeira
Paraná,PSOL,0,2014,cadeira
Paraná,PHS,1,2014,cadeira
Paraná,PTN,1,2014,cadeira
Paraná,PRP,0,2014,cadeira
Paraná,PMN,0,2014,cadeira
Paraná,PEN,0,2014,cadeira
Paraná,PSDC,0,2014,cadeira
Paraná,PTC,0,2014,cadeira
Paraná,PTdoB,0,2014,cadeira
Paraná,PSL,0,2014,cadeira
Paraná,PRTB,0,2014,cadeira
Santa Catarina,PT,2,2014,cadeira
Santa Catarina,PMDB,5,2014,cadeira
Santa Catarina,PSDB,2,2014,cadeira
Santa Catarina,PP,2,2014,cadeira
Santa Catarina,PSD,3,2014,cadeira
Santa Catarina,PSB,0,2014,cadeira
Santa Catarina,PR,1,2014,cadeira
Santa Catarina,PTB,0,2014,cadeira
Santa Catarina,PRB,0,2014,cadeira
Santa Catarina,DEM,0,2014,cadeira
Santa Catarina,PDT,0,2014,cadeira
Santa Catarina,SD,0,2014,cadeira
Santa Catarina,PSC,0,2014,cadeira
Santa Catarina,PROS,0,2014,cadeira
Santa Catarina,PPS,1,2014,cadeira
Santa Catarina,PCdoB,0,2014,cadeira
Santa Catarina,PV,0,2014,cadeira
Santa Catarina,PSOL,0,2014,cadeira
Santa Catarina,PHS,0,2014,cadeira
Santa Catarina,PTN,0,2014,cadeira
Santa Catarina,PRP,0,2014,cadeira
Santa Catarina,PMN,0,2014,cadeira
Santa Catarina,PEN,0,2014,cadeira
Santa Catarina,PSDC,0,2014,cadeira
Santa Catarina,PTC,0,2014,cadeira
Santa Catarina,PTdoB,0,2014,cadeira
Santa Catarina,PSL,0,2014,cadeira
Santa Catarina,PRTB,0,2014,cadeira
R. G. do Sul,PT,7,2014,cadeira
R. G. do Sul,PMDB,5,2014,cadeira
R. G. do Sul,PSDB,1,2014,cadeira
R. G. do Sul,PP,6,2014,cadeira
R. G. do Sul,PSD,1,2014,cadeira
R. G. do Sul,PSB,2,2014,cadeira
R. G. do Sul,PR,0,2014,cadeira
R. G. do Sul,PTB,3,2014,cadeira
R. G. do Sul,PRB,1,2014,cadeira
R. G. do Sul,DEM,1,2014,cadeira
R. G. do Sul,PDT,3,2014,cadeira
R. G. do Sul,SD,0,2014,cadeira
R. G. do Sul,PSC,0,2014,cadeira
R. G. do Sul,PROS,0,2014,cadeira
R. G. do Sul,PPS,0,2014,cadeira
R. G. do Sul,PCdoB,1,2014,cadeira
R. G. do Sul,PV,0,2014,cadeira
R. G. do Sul,PSOL,0,2014,cadeira
