aa_eleicao;sg_uf;sg_partido;qt_votos_nom_validos;qt_total_vt_leg_validos;qt_votos_validos;qt_eleitoral;80_quociente;quociente_partidario
2022;PI;NOVO;8091;350;8441;195748;156598,4;0,043121769
2022;PI;PODE;12010;228;12238;195748;156598,4;0,062519157
2022;PI;PDT;14924;12222;27146;195748;156598,4;0,138678301
2022;PI;PL;27726;3176;30902;195748;156598,4;0,157866236
2022;PI;UNIÃO;75736;1845;77581;195748;156598,4;0,396330997
2022;PI;PV;83770;1063;84833;195748;156598,4;0,43337863
2022;PI;SOLIDARIEDADE;90175;2508;92683;195748;156598,4;0,473481211
2022;PI;REPUBLICANOS;99291;3199;102490;195748;156598,4;0,523581339
2022;PI;PP;384179;16739;400918;195748;156598,4;2,048133314
2022;PI;PSD;421342;5626;426968;195748;156598,4;2,181212579
2022;PI;PT;627637;35757;663394;195748;156598,4;3,389020577
2022;PR;PCO;0;187;187;201288;161030,4;0,000929017
2022;PR;PSTU;214;558;772;201288;161030,4;0,003835301
2022;PR;PRTB;2775;198;2973;201288;161030,4;0,014769882
2022;PR;PMN;4373;735;5108;201288;161030,4;0,025376575
2022;PR;PCB;5101;1179;6280;201288;161030,4;0,031199078
2022;PR;PC do B;7724;544;8268;201288;161030,4;0,041075474
2022;PR;PATRIOTA;8658;1020;9678;201288;161030,4;0,048080362
2022;PR;PMB;12489;835;13324;201288;161030,4;0,066193712
2022;PR;AGIR;13462;679;14141;201288;161030,4;0,070252573
2022;PR;PSOL;12652;3949;16601;201288;161030,4;0,082473868
2022;PR;REDE;25474;766;26240;201288;161030,4;0,130360479
2022;PR;DC;30688;411;31099;201288;161030,4;0,15450002
2022;PR;PSC;32211;870;33081;201288;161030,4;0,164346608
2022;PR;PTB;45505;1928;47433;201288;161030,4;0,235647431
2022;PR;NOVO;61883;6409;68292;201288;161030,4;0,339275069
2022;PR;PSDB;83360;4770;88130;201288;161030,4;0,437830372
2022;PR;CIDADANIA;86645;2685;89330;201288;161030,4;0,44379198
2022;PR;PDT;80036;10608;90644;201288;161030,4;0,45031994
2022;PR;PV;98413;4250;102663;201288;161030,4;0,510030404
2022;PR;SOLIDARIEDADE;132964;1321;134285;201288;161030,4;0,667128691
2022;PR;PSB;174150;9340;183490;201288;161030,4;0,911579428
2022;PR;PROS;211637;2399;214036;201288;161030,4;1,063332141
2022;PR;MDB;267995;5689;273684;201288;161030,4;1,359663765
2022;PR;REPUBLICANOS;291210;4087;295297;201288;161030,4;1,46703728
2022;PR;PODE;423806;6185;429991;201288;161030,4;2,136197886
2022;PR;PL;555423;37737;593160;201288;161030,4;2,946822463
2022;PR;UNIÃO;627997;13878;641875;201288;161030,4;3,188838878
2022;PR;PP;694656;9519;704175;201288;161030,4;3,498345654
2022;PR;PT;803602;58819;862421;201288;161030,4;4,284512738
2022;PR;PSD;1033798;18186;1051984;201288;161030,4;5,226262867
2022;RJ;PSTU;924;1282;2206;186435;149148;0,011832542
2022;RJ;PCB;5256;2940;8196;186435;149148;0,043961702
2022;RJ;DC;16484;981;17465;186435;149148;0,093678762
2022;RJ;PMB;21211;753;21964;186435;149148;0,117810497
2022;RJ;PV;27761;1989;29750;186435;149148;0,159573042
2022;RJ;PRTB;35140;1085;36225;186435;149148;0,194303645
2022;RJ;PSC;36415;1799;38214;186435;149148;0,204972242
2022;RJ;REDE;38916;1495;40411;186435;149148;0,21675651
2022;RJ;AGIR;52347;1507;53854;186435;149148;0,28886207
2022;RJ;PSDB;75416;3890;79306;186435;149148;0,4253815
2022;RJ;NOVO;60594;21141;81735;186435;149148;0,43841017
2022;RJ;CIDADANIA;85115;2619;87734;186435;149148;0,470587604
2022;RJ;PATRIOTA;88343;3067;91410;186435;149148;0,490304932
2022;RJ;PMN;94054;1856;95910;186435;149148;0,514442031
2022;RJ;PC do B;123289;2009;125298;186435;149148;0,672073377
2022;RJ;AVANTE;130655;1130;131785;186435;149148;0,706868346
2022;RJ;PTB;169852;7395;177247;186435;149148;0,950717408
2022;RJ;PSB;203537;10598;214135;186435;149148;1,148577252
2022;RJ;SOLIDARIEDADE;210394;4047;214441;186435;149148;1,150218575
2022;RJ;PDT;207533;25185;232718;186435;149148;1,248252742
2022;RJ;PROS;241999;1890;243889;186435;149148;1,308171749
2022;RJ;PODE;264996;2671;267667;186435;149148;1,435712179
2022;RJ;MDB;407744;6762;414506;186435;149148;2,223327165
2022;RJ;REPUBLICANOS;490610;3720;494330;186435;149148;2,651487113
2022;RJ;PP;562915;6135;569050;186435;149148;3,052270228
2022;RJ;PSD;680378;8877;689255;186435;149148;3,697025773
2022;RJ;PSOL;685731;12189;697920;186435;149148;3,743503098
2022;RJ;PT;643267;91245;734512;186435;149148;3,939775257
2022;RJ;UNIÃO;957401;10152;967553;186435;149148;5,189760506
2022;RJ;PL;1627468;89834;1717302;186435;149148;9,211263979
2022;RN;PSTU;620;203;823;233103;186482,4;0,003530628
2022;RN;PRTB;968;317;1285;233103;186482,4;0,005512585
2022;RN;PMB;1462;554;2016;233103;186482,4;0,008648537
2022;RN;DC;1962;132;2094;233103;186482,4;0,008983153
2022;RN;PMN;1837;477;2314;233103;186482,4;0,009926942
2022;RN;PATRIOTA;3304;284;3588;233103;186482,4;0,015392337
2022;RN;PTB;3173;719;3892;233103;186482,4;0,016696482
2022;RN;CIDADANIA;3642;673;4315;233103;186482,4;0,01851113
2022;RN;PC do B;4394;495;4889;233103;186482,4;0,020973561
2022;RN;AVANTE;6391;2525;8916;233103;186482,4;0,038249186
2022;RN;PODE;13544;498;14042;233103;186482,4;0,060239465
2022;RN;PSC;14377;196;14573;233103;186482,4;0,062517428
2022;RN;PV;14512;3353;17865;233103;186482,4;0,07663994
2022;RN;PDT;12646;9758;22404;233103;186482,4;0,096112019
2022;RN;PSD;25684;906;26590;233103;186482,4;0,114069746
2022;RN;PSDB;41218;10370;51588;233103;186482,4;0,221309893
2022;RN;PSB;98109;2430;100539;233103;186482,4;0,43130719
2022;RN;REPUBLICANOS;102791;1149;103940;233103;186482,4;0,445897307
2022;RN;PP;148476;4585;153061;233103;186482,4;0,656623896
2022;RN;SOLIDARIEDADE;165881;3675;169556;233103;186482,4;0,727386606
2022;RN;MDB;173515;3012;176527;233103;186482,4;0,757291841
2022;RN;PT;276901;17052;293953;233103;186482,4;1,261043401
2022;RN;UNIÃO;311950;3640;315590;233103;186482,4;1,35386503
2022;RN;PL;360769;9696;370465;233103;186482,4;1,589275985
2022;RO;REDE;0;135;135;108643;86914,4;0,001242602
2022;RO;PMB;110;239;349;108643;86914,4;0,003212356
2022;RO;PSOL;676;139;815;108643;86914,4;0,007501634
2022;RO;PV;799;80;879;108643;86914,4;0,008090719
2022;RO;AGIR;1462;58;1520;108643;86914,4;0,013990777
2022;RO;PC do B;2120;64;2184;108643;86914,4;0,020102538
2022;RO;PROS;2146;112;2258;108643;86914,4;0,020783668
2022;RO;SOLIDARIEDADE;2043;270;2313;108643;86914,4;0,021289913
2022;RO;PATRIOTA;4834;1581;6415;108643;86914,4;0,059046602
2022;RO;PDT;7991;1812;9803;108643;86914,4;0,090231308
2022;RO;PTB;13028;1185;14213;108643;86914,4;0,130822971
2022;RO;PP;17808;1431;19239;108643;86914,4;0,17708458
2022;RO;AVANTE;21507;829;22336;108643;86914,4;0,205590788
2022;RO;PSB;34592;1135;35727;108643;86914,4;0,328847694
2022;RO;PT;39777;3809;43586;108643;86914,4;0,401185534
2022;RO;PSC;56908;937;57845;108643;86914,4;0,53243191
2022;RO;REPUBLICANOS;66653;1631;68284;108643;86914,4;0,628517254
2022;RO;PSD;70094;2036;72130;108643;86914,4;0,663917602
2022;RO;PODE;76514;993;77507;108643;86914,4;0,713409976
2022;RO;MDB;92320;1428;93748;108643;86914,4;0,862899589
2022;RO;PL;137683;5010;142693;108643;86914,4;1,313411817
2022;RO;UNIÃO;191125;4044;195169;108643;86914,4;1,796424988
2022;RR;PC do B;0;15;15;36464;29171,2;0,000411365
2022;RR;PSDB;39;90;129;36464;29171,2;0,003537736
2022;RR;PV;538;26;564;36464;29171,2;0,01546731
2022;RR;PSC;287;283;570;36464;29171,2;0,015631856
2022;RR;DC;689;5;694;36464;29171,2;0,01903247
2022;RR;PSOL;609;86;695;36464;29171,2;0,019059895
2022;RR;PATRIOTA;670;40;710;36464;29171,2;0,019471259
2022;RR;PRTB;448;264;712;36464;29171,2;0,019526108
2022;RR;CIDADANIA;649;108;757;36464;29171,2;0,020760202
2022;RR;PDT;849;423;1272;36464;29171,2;0,034883721
2022;RR;PTB;1226;64;1290;36464;29171,2;0,035377358
2022;RR;SOLIDARIEDADE;1255;43;1298;36464;29171,2;0,035596753
2022;RR;PMB;1221;358;1579;36464;29171,2;0,043302984
2022;RR;PT;2199;314;2513;36464;29171,2;0,068917288
2022;RR;PMN;3046;146;3192;36464;29171,2;0,087538394
2022;RR;PROS;4362;199;4561;36464;29171,2;0,125082273
2022;RR;REDE;12895;151;13046;36464;29171,2;0,357777534
2022;RR;PODE;15891;310;16201;36464;29171,2;0,444301229
2022;RR;PP;24415;974;25389;36464;29171,2;0,696275779
2022;RR;PL;26576;637;27213;36464;29171,2;0,746297718
2022;RR;PSD;29693;275;29968;36464;29171,2;0,821851689
2022;RR;UNIÃO;41463;368;41831;36464;29171,2;1,147186266
2022;RR;MDB;48417;869;49286;36464;29171,2;1,351634489
2022;RR;REPUBLICANOS;67215;1014;68229;36464;29171,2;1,871133172
2022;RS;AGIR;106;319;425;198381;158704,8;0,002142342
2022;RS;DC;1039;148;1187;198381;158704,8;0,005983436
2022;RS;PROS;778;486;1264;198381;158704,8;0,006371578
2022;RS;PSTU;1070;772;1842;198381;158704,8;0,009285163
2022;RS;UP;1910;176;2086;198381;158704,8;0,01051512
2022;RS;PRTB;2550;106;2656;198381;158704,8;0,013388379
2022;RS;PCB;2570;1091;3661;198381;158704,8;0,018454388
2022;RS;REDE;7159;759;7918;198381;158704,8;0,039913097
2022;RS;SOLIDARIEDADE;11809;786;12595;198381;158704,8;0,063488943
2022;RS;PV;17245;884;18129;198381;158704,8;0,09138476
2022;RS;PATRIOTA;27807;709;28516;198381;158704,8;0,143743604
2022;RS;PSC;28190;1156;29346;198381;158704,8;0,147927473
2022;RS;AVANTE;39341;435;39776;198381;158704,8;0,200503072
2022;RS;PTB;87418;2348;89766;198381;158704,8;0,45249293
2022;RS;PC do B;107764;1510;109274;198381;158704,8;0,55082896
2022;RS;CIDADANIA;124930;3521;128451;198381;158704,8;0,647496484
2022;RS;PSB;190350;2850;193200;198381;158704,8;0,973883588
2022;RS;UNIÃO;211942;3425;215367;198381;158704,8;1,085623119
2022;RS;PSOL;290989;4273;295262;198381;158704,8;1,48835826
2022;RS;PSD;288762;6595;295357;198381;158704,8;1,488837137
2022;RS;NOVO;295450;6516;301966;198381;158704,8;1,522151819
2022;RS;PODE;316517;2333;318850;198381;158704,8;1,607260776
2022;RS;PDT;301905;19412;321317;198381;158704,8;1,619696443
2022;RS;PSDB;340387;12157;352544;198381;158704,8;1,77710567
2022;RS;PP;508102;14193;522295;198381;158704,8;2,632787414
2022;RS;REPUBLICANOS;542183;7347;549530;198381;158704,8;2,770073747
2022;RS;MDB;575864;10461;586325;198381;158704,8;2,955550179
2022;RS;PL;556912;123280;680192;198381;158704,8;3,428715452
2022;RS;PT;945565;95160;1040725;198381;158704,8;5,246092116
2022;SC;PSTU;424;648;1072;248115;198492;0,004320577
2022;SC;DC;891;599;1490;248115;198492;0,00600528
2022;SC;REDE;1482;445;1927;248115;198492;0,00776656
2022;SC;PRTB;2138;365;2503;248115;198492;0,010088064
2022;SC;UP;3370;178;3548;248115;198492;0,014299821
2022;SC;PV;3320;334;3654;248115;198492;0,014727042
2022;SC;PROS;4381;298;4679;248115;198492;0,018858191
2022;SC;SOLIDARIEDADE;10184;771;10955;248115;198492;0,044152913
2022;SC;AVANTE;12211;298;12509;248115;198492;0,050416138
2022;SC;PDT;22893;8403;31296;248115;198492;0,126135058
2022;SC;PSC;34953;867;35820;248115;198492;0,144368539
2022;SC;PC do B;38976;892;39868;248115;198492;0,160683554
2022;SC;PSOL;57014;3879;60893;248115;198492;0,245422486
2022;SC;PTB;59403;3306;62709;248115;198492;0,252741672
2022;SC;PSB;60290;3195;63485;248115;198492;0,255869254
2022;SC;PATRIOTA;70421;1248;71669;248115;198492;0,288853959
2022;SC;REPUBLICANOS;116962;3532;120494;248115;198492;0,485637708
2022;SC;CIDADANIA;133142;2226;135368;248115;198492;0,545585716
2022;SC;PSDB;133800;4607;138407;248115;198492;0,557834069
2022;SC;PODE;181671;3783;185454;248115;198492;0,747451786
2022;SC;PP;202589;6729;209318;248115;198492;0,843632993
2022;SC;NOVO;235491;8177;243668;248115;198492;0,98207686
2022;SC;UNIÃO;273109;6323;279432;248115;198492;1,126219697
2022;SC;PSD;384542;6887;391429;248115;198492;1,577611188
2022;SC;MDB;405130;10107;415237;248115;198492;1,673566693
2022;SC;PT;440101;40810;480911;248115;198492;1,938258469
2022;SC;PL;923157;38896;962053;248115;198492;3,877447958
2022;SE;REDE;543;207;750;148952;119161,6;0,005035179
2022;SE;PC do B;809;176;985;148952;119161,6;0,006612869
2022;SE;PROS;1655;77;1732;148952;119161,6;0,011627907
2022;SE;SOLIDARIEDADE;1613;357;1970;148952;119161,6;0,013225737
2022;SE;UP;2088;68;2156;148952;119161,6;0,014474462
2022;SE;PV;1240;1640;2880;148952;119161,6;0,019335088
2022;SE;DC;3401;161;3562;148952;119161,6;0,023913744
2022;SE;PTB;3477;396;3873;148952;119161,6;0,026001665
2022;SE;PATRIOTA;3761;404;4165;148952;119161,6;0,027962028
2022;SE;MDB;3664;628;4292;148952;119161,6;0,028814652
2022;SE;PMN;3609;710;4319;148952;119161,6;0,028995918
2022;SE;PODE;5188;874;6062;148952;119161,6;0,040697674
2022;SE;PSDB;7077;775;7852;148952;119161,6;0,052714969
2022;SE;CIDADANIA;12564;1532;14096;148952;119161,6;0,094634513
2022;SE;PSB;14966;2297;17263;148952;119161,6;0,115896396
2022;SE;PSOL;23097;1176;24273;148952;119161,6;0,162958537
2022;SE;PDT;53261;4206;57467;148952;119161,6;0,385808851
2022;SE;PP;131367;4633;136000;148952;119161,6;0,913045813
2022;SE;PL;137347;6163;143510;148952;119161,6;0,96346474
2022;SE;PT;139855;11589;151444;148952;119161,6;1,016730222
2022;SE;REPUBLICANOS;159749;4009;163758;148952;119161,6;1,099401149
2022;SE;PSD;194852;5081;199933;148952;119161,6;1,342264622
2022;SE;UNIÃO;235914;3361;239275;148952;119161,6;1,606389978
2022;SP;PCO;2443;1744;4187;332778;266222,4;0,012581962
2022;SP;DC;4166;1103;5269;332778;266222,4;0,015833378
2022;SP;PSTU;6222;2568;8790;332778;266222,4;0,026414006
2022;SP;PMN;13899;1564;15463;332778;266222,4;0,046466413
2022;SP;PCB;10469;5041;15510;332778;266222,4;0,046607648
2022;SP;PMB;16849;1849;18698;332778;266222,4;0,056187609
2022;SP;UP;21017;3125;24142;332778;266222,4;0,072546863
2022;SP;AGIR;32124;1219;33343;332778;266222,4;0,100195926
2022;SP;PV;40395;5399;45794;332778;266222,4;0,13761126
2022;SP;PRTB;51357;2167;53524;332778;266222,4;0,160839959
2022;SP;PROS;59292;1284;60576;332778;266222,4;0,182031264
2022;SP;PC do B;139151;6576;145727;332778;266222,4;0,437910559
2022;SP;PTB;213420;3792;217212;332778;266222,4;0,652723437
2022;SP;PATRIOTA;226790;2157;228947;332778;266222,4;0,687987187
2022;SP;AVANTE;240446;1368;241814;332778;266222,4;0,726652603
2022;SP;PDT;247738;38160;285898;332778;266222,4;0,859125303
2022;SP;PSC;287793;5399;293192;332778;266222,4;0,881043819
2022;SP;REDE;300904;3676;304580;332778;266222,4;0,915264831
2022;SP;NOVO;299156;62112;361268;332778;266222,4;1,085612631
2022;SP;SOLIDARIEDADE;375909;3401;379310;332778;266222,4;1,139828955
2022;SP;CIDADANIA;426412;12162;438574;332778;266222,4;1,317917651
2022;SP;PSB;705638;27503;733141;332778;266222,4;2,203093354
2022;SP;PODE;885799;6644;892443;332778;266222,4;2,681796874
2022;SP;PSD;1044282;11683;1055965;332778;266222,4;3,17318152
2022;SP;PSDB;1003926;57612;1061538;332778;266222,4;3,189928421
2022;SP;PP;1165107;9539;1174646;332778;266222,4;3,529818678
2022;SP;MDB;1494557;38984;1533541;332778;266222,4;4,608300429
2022;SP;REPUBLICANOS;1563793;17098;1580891;332778;266222,4;4,750587479
2022;SP;UNIÃO;1802437;9025;1811462;332778;266222,4;5,443454796
2022;SP;PSOL;1963591;20690;1984281;332778;266222,4;5,962776986
2022;SP;PT;2550352;390734;2941086;332778;266222,4;8,837982078
2022;SP;PL;5133998;209669;5343667;332778;266222,4;16,05775322
2022;TO;PRTB;634;129;763;103767;83013,6;0,007353012
2022;TO;DC;790;69;859;103767;83013,6;0,008278162
2022;TO;PV;841;346;1187;103767;83013,6;0,011439089
2022;TO;PMB;1174;126;1300;103767;83013,6;0,012528068
2022;TO;REDE;903;430;1333;103767;83013,6;0,012846088
2022;TO;PC do B;1320;407;1727;103767;83013,6;0,016643056
2022;TO;PSOL;1507;255;1762;103767;83013,6;0,01698035
2022;TO;CIDADANIA;1136;804;1940;103767;83013,6;0,018695732
2022;TO;PATRIOTA;6154;214;6368;103767;83013,6;0,061368258
2022;TO;AVANTE;6034;521;6555;103767;83013,6;0,063170372
2022;TO;PDT;3667;3082;6749;103767;83013,6;0,065039945
2022;TO;PSB;13773;953;14726;103767;83013,6;0,141914096
2022;TO;PSDB;17412;982;18394;103767;83013,6;0,177262521
2022;TO;PTB;26243;868;27111;103767;83013,6;0,261268033
2022;TO;PSD;30823;1923;32746;103767;83013,6;0,315572388
2022;TO;MDB;46649;1030;47679;103767;83013,6;0,459481338
2022;TO;PSC;49990;669;50659;103767;83013,6;0,488199524
2022;TO;PT;61149;5960;67109;103767;83013,6;0,646727765
2022;TO;PODE;71684;628;72312;103767;83013,6;0,696868947
2022;TO;PP;87144;2475;89619;103767;83013,6;0,863656076
2022;TO;PL;86730;3897;90627;103767;83013,6;0,873370147
2022;TO;UNIÃO;102346;2029;104375;103767;83013,6;1,005859281
2022;TO;REPUBLICANOS;179490;4750;184240;103767;83013,6;1,775516301
