"ANO_ELEICAO","NUM_TURNO","UF","DESCRICAO_CARGO","NUMERO_PARTIDO","SIGLA_PARTIDO","QTDE_VOTOS"
"2002","1","RR","DEPUTADO FEDERAL","23","PPS","6456"
"2006","1","RR","DEPUTADO FEDERAL","23","PPS","5662"
"2010","1","RR","DEPUTADO FEDERAL","23","PPS","284"
"1998","1","RR","DEPUTADO FEDERAL","23","PPS","371"
"2018","1","RR","DEPUTADO FEDERAL","23","PPS","6871"
"2010","1","RR","DEPUTADO FEDERAL","22","PR","19423"
"2018","1","RR","DEPUTADO FEDERAL","22","PR","20438"
"2014","1","RR","DEPUTADO FEDERAL","22","PR","20684"
"2010","1","RR","DEPUTADO FEDERAL","10","PRB","21820"
"2014","1","RR","DEPUTADO FEDERAL","10","PRB","28119"
"2006","1","RR","DEPUTADO FEDERAL","10","PRB","1630"
"2018","1","RR","DEPUTADO FEDERAL","10","PRB","24994"
"2006","1","RR","DEPUTADO FEDERAL","56","PRONA","255"
"2018","1","RR","DEPUTADO FEDERAL","90","PROS","4239"
"2014","1","RR","DEPUTADO FEDERAL","90","PROS","10473"
"2010","1","RR","DEPUTADO FEDERAL","44","PRP","6248"
"2006","1","RR","DEPUTADO FEDERAL","44","PRP","833"
"2014","1","RR","DEPUTADO FEDERAL","44","PRP","7208"
"2018","1","RR","DEPUTADO FEDERAL","44","PRP","2627"
"1998","1","RR","DEPUTADO FEDERAL","44","PRP","641"
"2002","1","RR","DEPUTADO FEDERAL","44","PRP","3171"
"2010","1","RR","DEPUTADO FEDERAL","28","PRTB","4261"
"2006","1","RR","DEPUTADO FEDERAL","28","PRTB","3684"
"2002","1","RR","DEPUTADO FEDERAL","28","PRTB","1238"
"2018","1","RR","DEPUTADO FEDERAL","28","PRTB","7048"
"2014","1","RR","DEPUTADO FEDERAL","28","PRTB","4508"
"2006","1","RR","DEPUTADO FEDERAL","40","PSB","10319"
"1998","1","RR","DEPUTADO FEDERAL","40","PSB","286"
"2002","1","RR","DEPUTADO FEDERAL","40","PSB","1416"
"2010","1","RR","DEPUTADO FEDERAL","40","PSB","8308"
"2014","1","RR","DEPUTADO FEDERAL","40","PSB","8137"
"2018","1","RR","DEPUTADO FEDERAL","40","PSB","528"
"1998","1","RR","DEPUTADO FEDERAL","20","PSC","22"
"2010","1","RR","DEPUTADO FEDERAL","20","PSC","8368"
"2002","1","RR","DEPUTADO FEDERAL","20","PSC","40"
"2014","1","RR","DEPUTADO FEDERAL","20","PSC","13784"
"2018","1","RR","DEPUTADO FEDERAL","20","PSC","4439"
"2006","1","RR","DEPUTADO FEDERAL","20","PSC","1063"
"2014","1","RR","DEPUTADO FEDERAL","55","PSD","5239"
"2002","1","RR","DEPUTADO FEDERAL","41","PSD","310"
"2018","1","RR","DEPUTADO FEDERAL","55","PSD","17604"
"2002","1","RR","DEPUTADO FEDERAL","45","PSDB","1134"
"2010","1","RR","DEPUTADO FEDERAL","45","PSDB","24799"
"2006","1","RR","DEPUTADO FEDERAL","45","PSDB","23473"
"2018","1","RR","DEPUTADO FEDERAL","45","PSDB","16781"
"2014","1","RR","DEPUTADO FEDERAL","45","PSDB","39097"
"1998","1","RR","DEPUTADO FEDERAL","45","PSDB","22634"
"2002","1","RR","DEPUTADO FEDERAL","27","PSDC","8357"
"2010","1","RR","DEPUTADO FEDERAL","27","PSDC","56"
"2014","1","RR","DEPUTADO FEDERAL","27","PSDC","4163"
"2006","1","RR","DEPUTADO FEDERAL","27","PSDC","826"
"2018","1","RR","DEPUTADO FEDERAL","17","PSL","23604"
"2010","1","RR","DEPUTADO FEDERAL","17","PSL","9709"
"2014","1","RR","DEPUTADO FEDERAL","17","PSL","148"
"2002","1","RR","DEPUTADO FEDERAL","17","PSL","717"
"2014","1","RR","DEPUTADO FEDERAL","50","PSOL","498"
"2010","1","RR","DEPUTADO FEDERAL","50","PSOL","649"
"2006","1","RR","DEPUTADO FEDERAL","50","PSOL","2089"
"2018","1","RR","DEPUTADO FEDERAL","50","PSOL","479"
"2002","1","RR","DEPUTADO FEDERAL","18","PST","16097"
"2014","1","RR","DEPUTADO FEDERAL","16","PSTU","152"
"2018","1","RR","DEPUTADO FEDERAL","16","PSTU","149"
"2006","1","RR","DEPUTADO FEDERAL","13","PT","5150"
"2002","1","RR","DEPUTADO FEDERAL","13","PT","3302"
"2010","1","RR","DEPUTADO FEDERAL","13","PT","8119"
"2014","1","RR","DEPUTADO FEDERAL","13","PT","10668"
"2018","1","RR","DEPUTADO FEDERAL","13","PT","2036"
"1998","1","RR","DEPUTADO FEDERAL","13","PT","2925"
"2006","1","RR","DEPUTADO FEDERAL","70","PT do B","1601"
"2014","1","RR","DEPUTADO FEDERAL","70","PT do B","1917"
"2014","1","RR","DEPUTADO FEDERAL","14","PTB","1076"
"2010","1","RR","DEPUTADO FEDERAL","14","PTB","6688"
"1998","1","RR","DEPUTADO FEDERAL","14","PTB","14696"
"2002","1","RR","DEPUTADO FEDERAL","14","PTB","10278"
"2006","1","RR","DEPUTADO FEDERAL","14","PTB","11076"
"2018","1","RR","DEPUTADO FEDERAL","14","PTB","6291"
"2002","1","RR","DEPUTADO FEDERAL","36","PTC","49"
"2010","1","RR","DEPUTADO FEDERAL","36","PTC","50"
"2018","1","RR","DEPUTADO FEDERAL","36","PTC","4468"
"2006","1","RR","DEPUTADO FEDERAL","36","PTC","9651"
"2014","1","RR","DEPUTADO FEDERAL","36","PTC","590"
"2006","1","RR","DEPUTADO FEDERAL","19","PTN","4453"
"2014","1","RR","DEPUTADO FEDERAL","19","PTN","103"
"2010","1","RR","DEPUTADO FEDERAL","19","PTN","657"
"2002","1","RR","DEPUTADO FEDERAL","19","PTN","296"
"1998","1","RR","DEPUTADO FEDERAL","19","PTN","623"
"2014","1","RR","DEPUTADO FEDERAL","43","PV","4918"
"2018","1","RR","DEPUTADO FEDERAL","43","PV","6677"
"2006","1","RR","DEPUTADO FEDERAL","43","PV","9194"
"2010","1","RR","DEPUTADO FEDERAL","43","PV","2802"
"2018","1","RR","DEPUTADO FEDERAL","18","REDE","11601"
"2014","1","RR","DEPUTADO FEDERAL","77","SD","149"
"2018","1","RR","DEPUTADO FEDERAL","77","SOLIDARIEDADE","24326"
"2018","1","RS","DEPUTADO FEDERAL","70","AVANTE","29031"
"2018","1","RS","DEPUTADO FEDERAL","27","DC","3539"
"2014","1","RS","DEPUTADO FEDERAL","25","DEM","154082"
"2018","1","RS","DEPUTADO FEDERAL","25","DEM","222535"
"2010","1","RS","DEPUTADO FEDERAL","25","DEM","218827"
"2018","1","RS","DEPUTADO FEDERAL","15","MDB","681112"
"2018","1","RS","DEPUTADO FEDERAL","30","NOVO","437390"
"2006","1","RS","DEPUTADO FEDERAL","26","PAN","4213"
"2002","1","RS","DEPUTADO FEDERAL","26","PAN","1295"
"1998","1","RS","DEPUTADO FEDERAL","26","PAN","422"
"2018","1","RS","DEPUTADO FEDERAL","51","PATRI","18746"
"2018","1","RS","DEPUTADO FEDERAL","65","PC do B","81615"
"2014","1","RS","DEPUTADO FEDERAL","65","PC do B","193099"
"1998","1","RS","DEPUTADO FEDERAL","65","PC do B","26754"
"2010","1","RS","DEPUTADO FEDERAL","65","PC do B","561644"
"2002","1","RS","DEPUTADO FEDERAL","65","PC do B","56167"
"2006","1","RS","DEPUTADO FEDERAL","65","PC do B","281475"
"2002","1","RS","DEPUTADO FEDERAL","21","PCB","1933"
"2014","1","RS","DEPUTADO FEDERAL","21","PCB","2445"
"2018","1","RS","DEPUTADO FEDERAL","21","PCB","2116"
"2006","1","RS","DEPUTADO FEDERAL","21","PCB","1979"
"1998","1","RS","DEPUTADO FEDERAL","21","PCB","1482"
"2010","1","RS","DEPUTADO FEDERAL","21","PCB","1957"
"2018","1","RS","DEPUTADO FEDERAL","29","PCO","320"
"2002","1","RS","DEPUTADO FEDERAL","29","PCO","1887"
"2006","1","RS","DEPUTADO FEDERAL","29","PCO","2166"
"2010","1","RS","DEPUTADO FEDERAL","12","PDT","519480"
"2006","1","RS","DEPUTADO FEDERAL","12","PDT","562076"
"1998","1","RS","DEPUTADO FEDERAL","12","PDT","569912"
"2002","1","RS","DEPUTADO FEDERAL","12","PDT","645463"
"2018","1","RS","DEPUTADO FEDERAL","12","PDT","454021"
"2014","1","RS","DEPUTADO FEDERAL","12","PDT","507269"
"2014","1","RS","DEPUTADO FEDERAL","51","PEN","7716"
"1998","1","RS","DEPUTADO FEDERAL","25","PFL","113597"
"2006","1","RS","DEPUTADO FEDERAL","25","PFL","264453"
"2002","1","RS","DEPUTADO FEDERAL","25","PFL","159003"
"2002","1","RS","DEPUTADO FEDERAL","30","PGT","1884"
"2002","1","RS","DEPUTADO FEDERAL","31","PHS","59955"
"2018","1","RS","DEPUTADO FEDERAL","31","PHS","12202"
"2010","1","RS","DEPUTADO FEDERAL","31","PHS","2024"
"2014","1","RS","DEPUTADO FEDERAL","31","PHS","3042"
"2006","1","RS","DEPUTADO FEDERAL","31","PHS","20904"
"2002","1","RS","DEPUTADO FEDERAL","22","PL","193676"
"1998","1","RS","DEPUTADO FEDERAL","22","PL","19319"
"2006","1","RS","DEPUTADO FEDERAL","22","PL","60714"
"2018","1","RS","DEPUTADO FEDERAL","35","PMB","4611"
"1998","1","RS","DEPUTADO FEDERAL","15","PMDB","1072006"
"2006","1","RS","DEPUTADO FEDERAL","15","PMDB","1003683"
"2002","1","RS","DEPUTADO FEDERAL","15","PMDB","964643"
"2010","1","RS","DEPUTADO FEDERAL","15","PMDB","777321"
"2014","1","RS","DEPUTADO FEDERAL","15","PMDB","983869"
"1998","1","RS","DEPUTADO FEDERAL","33","PMN","1344"
"2018","1","RS","DEPUTADO FEDERAL","33","PMN","9635"
"2006","1","RS","DEPUTADO FEDERAL","33","PMN","3697"
"2002","1","RS","DEPUTADO FEDERAL","33","PMN","3012"
"2010","1","RS","DEPUTADO FEDERAL","33","PMN","4007"
"2014","1","RS","DEPUTADO FEDERAL","33","PMN","3507"
"2018","1","RS","DEPUTADO FEDERAL","19","PODE","30458"
"2010","1","RS","DEPUTADO FEDERAL","11","PP","819712"
"2014","1","RS","DEPUTADO FEDERAL","11","PP","953534"
"2018","1","RS","DEPUTADO FEDERAL","11","PP","562916"
"2006","1","RS","DEPUTADO FEDERAL","11","PP","870266"
"2002","1","RS","DEPUTADO FEDERAL","11","PPB","1061039"
"1998","1","RS","DEPUTADO FEDERAL","11","PPB","768006"
"2018","1","RS","DEPUTADO FEDERAL","54","PPL","29221"
"2014","1","RS","DEPUTADO FEDERAL","54","PPL","5257"
"2006","1","RS","DEPUTADO FEDERAL","23","PPS","91497"
"2010","1","RS","DEPUTADO FEDERAL","23","PPS","39009"
"2002","1","RS","DEPUTADO FEDERAL","23","PPS","205701"
"1998","1","RS","DEPUTADO FEDERAL","23","PPS","7744"
"2014","1","RS","DEPUTADO FEDERAL","23","PPS","21341"
"2018","1","RS","DEPUTADO FEDERAL","23","PPS","126453"
"2014","1","RS","DEPUTADO FEDERAL","22","PR","58324"
"2018","1","RS","DEPUTADO FEDERAL","22","PR","195295"
"2010","1","RS","DEPUTADO FEDERAL","22","PR","19575"
"2010","1","RS","DEPUTADO FEDERAL","10","PRB","69209"
"2014","1","RS","DEPUTADO FEDERAL","10","PRB","101543"
"2018","1","RS","DEPUTADO FEDERAL","10","PRB","148141"
"1998","1","RS","DEPUTADO FEDERAL","36","PRN","5808"
"1998","1","RS","DEPUTADO FEDERAL","56","PRONA","37670"
"2002","1","RS","DEPUTADO FEDERAL","56","PRONA","14401"
"2006","1","RS","DEPUTADO FEDERAL","56","PRONA","17090"
"2018","1","RS","DEPUTADO FEDERAL","90","PROS","32367"
"2014","1","RS","DEPUTADO FEDERAL","90","PROS","12034"
"2014","1","RS","DEPUTADO FEDERAL","44","PRP","3764"
"2018","1","RS","DEPUTADO FEDERAL","44","PRP","8323"
"1998","1","RS","DEPUTADO FEDERAL","44","PRP","3269"
"2010","1","RS","DEPUTADO FEDERAL","44","PRP","9921"
"2006","1","RS","DEPUTADO FEDERAL","28","PRTB","379"
"1998","1","RS","DEPUTADO FEDERAL","28","PRTB","1324"
"2014","1","RS","DEPUTADO FEDERAL","28","PRTB","4863"
"2002","1","RS","DEPUTADO FEDERAL","40","PSB","195296"
"2006","1","RS","DEPUTADO FEDERAL","40","PSB","287965"
"1998","1","RS","DEPUTADO FEDERAL","40","PSB","110427"
"2010","1","RS","DEPUTADO FEDERAL","40","PSB","344335"
"2014","1","RS","DEPUTADO FEDERAL","40","PSB","399303"
"2018","1","RS","DEPUTADO FEDERAL","40","PSB","374168"
"2018","1","RS","DEPUTADO FEDERAL","20","PSC","22471"
"1998","1","RS","DEPUTADO FEDERAL","20","PSC","3216"
"2010","1","RS","DEPUTADO FEDERAL","20","PSC","67495"
"2006","1","RS","DEPUTADO FEDERAL","20","PSC","28210"
"2002","1","RS","DEPUTADO FEDERAL","20","PSC","6164"
"2014","1","RS","DEPUTADO FEDERAL","20","PSC","31659"
"2014","1","RS","DEPUTADO FEDERAL","55","PSD","198237"
"2018","1","RS","DEPUTADO FEDERAL","55","PSD","180667"
"2018","1","RS","DEPUTADO FEDERAL","45","PSDB","299938"
"1998","1","RS","DEPUTADO FEDERAL","45","PSDB","342388"
"2002","1","RS","DEPUTADO FEDERAL","45","PSDB","361142"
"2014","1","RS","DEPUTADO FEDERAL","45","PSDB","305961"
"2006","1","RS","DEPUTADO FEDERAL","45","PSDB","500840"
"2010","1","RS","DEPUTADO FEDERAL","45","PSDB","318131"
"2006","1","RS","DEPUTADO FEDERAL","27","PSDC","1738"
"2014","1","RS","DEPUTADO FEDERAL","27","PSDC","494"
"2010","1","RS","DEPUTADO FEDERAL","27","PSDC","1009"
"1998","1","RS","DEPUTADO FEDERAL","27","PSDC","616"
"2010","1","RS","DEPUTADO FEDERAL","17","PSL","1559"
"2018","1","RS","DEPUTADO FEDERAL","17","PSL","437670"
"2014","1","RS","DEPUTADO FEDERAL","17","PSL","11633"
"2006","1","RS","DEPUTADO FEDERAL","17","PSL","1729"
"2006","1","RS","DEPUTADO FEDERAL","50","PSOL","226155"
"2014","1","RS","DEPUTADO FEDERAL","50","PSOL","72383"
"2010","1","RS","DEPUTADO FEDERAL","50","PSOL","180647"
"2018","1","RS","DEPUTADO FEDERAL","50","PSOL","183845"
"1998","1","RS","DEPUTADO FEDERAL","18","PST","1222"
"2014","1","RS","DEPUTADO FEDERAL","16","PSTU","15671"
"2002","1","RS","DEPUTADO FEDERAL","16","PSTU","8829"
"1998","1","RS","DEPUTADO FEDERAL","16","PSTU","7071"
"2018","1","RS","DEPUTADO FEDERAL","16","PSTU","3001"
"2006","1","RS","DEPUTADO FEDERAL","16","PSTU","5128"
"2010","1","RS","DEPUTADO FEDERAL","16","PSTU","8579"
"2014","1","RS","DEPUTADO FEDERAL","13","PT","1385264"
"2018","1","RS","DEPUTADO FEDERAL","13","PT","793819"
"2010","1","RS","DEPUTADO FEDERAL","13","PT","1533623"
"2006","1","RS","DEPUTADO FEDERAL","13","PT","1126732"
"1998","1","RS","DEPUTADO FEDERAL","13","PT","1225651"
"2002","1","RS","DEPUTADO FEDERAL","13","PT","1452497"
"2010","1","RS","DEPUTADO FEDERAL","70","PT do B","1182"
"2006","1","RS","DEPUTADO FEDERAL","70","PT do B","1971"
"2002","1","RS","DEPUTADO FEDERAL","70","PT do B","775"
"2014","1","RS","DEPUTADO FEDERAL","70","PT do B","4215"
"2018","1","RS","DEPUTADO FEDERAL","14","PTB","316385"
"1998","1","RS","DEPUTADO FEDERAL","14","PTB","525205"
"2014","1","RS","DEPUTADO FEDERAL","14","PTB","434855"
"2010","1","RS","DEPUTADO FEDERAL","14","PTB","617472"
"2006","1","RS","DEPUTADO FEDERAL","14","PTB","524438"
"2002","1","RS","DEPUTADO FEDERAL","14","PTB","530325"
"2006","1","RS","DEPUTADO FEDERAL","36","PTC","1933"
"2014","1","RS","DEPUTADO FEDERAL","36","PTC","2341"
"2010","1","RS","DEPUTADO FEDERAL","36","PTC","2606"
"2018","1","RS","DEPUTADO FEDERAL","36","PTC","4033"
"2002","1","RS","DEPUTADO FEDERAL","19","PTN","3614"
"2010","1","RS","DEPUTADO FEDERAL","19","PTN","746"
"2010","1","RS","DEPUTADO FEDERAL","43","PV","81967"
"2018","1","RS","DEPUTADO FEDERAL","43","PV","58388"
"2006","1","RS","DEPUTADO FEDERAL","43","PV","75951"
"2014","1","RS","DEPUTADO FEDERAL","43","PV","18959"
"2002","1","RS","DEPUTADO FEDERAL","43","PV","15656"
"1998","1","RS","DEPUTADO FEDERAL","43","PV","6677"
"2018","1","RS","DEPUTADO FEDERAL","18","REDE","57661"
"2014","1","RS","DEPUTADO FEDERAL","77","SD","48467"
"2018","1","RS","DEPUTADO FEDERAL","77","SOLIDARIEDADE","39959"
"2018","1","SC","DEPUTADO FEDERAL","70","AVANTE","4935"
"2018","1","SC","DEPUTADO FEDERAL","27","DC","3607"
"2018","1","SC","DEPUTADO FEDERAL","25","DEM","29365"
"2010","1","SC","DEPUTADO FEDERAL","25","DEM","590610"
"2014","1","SC","DEPUTADO FEDERAL","25","DEM","125568"
"2018","1","SC","DEPUTADO FEDERAL","15","MDB","553953"
"2018","1","SC","DEPUTADO FEDERAL","30","NOVO","187440"
"1998","1","SC","DEPUTADO FEDERAL","26","PAN","439"
"2002","1","SC","DEPUTADO FEDERAL","26","PAN","793"
"2018","1","SC","DEPUTADO FEDERAL","51","PATRI","21826"
"2018","1","SC","DEPUTADO FEDERAL","65","PC do B","24019"
"2006","1","SC","DEPUTADO FEDERAL","65","PC do B","29341"
"2014","1","SC","DEPUTADO FEDERAL","65","PC do B","89826"
"2002","1","SC","DEPUTADO FEDERAL","65","PC do B","22828"
"2010","1","SC","DEPUTADO FEDERAL","65","PC do B","58696"
"1998","1","SC","DEPUTADO FEDERAL","65","PC do B","31023"
"2018","1","SC","DEPUTADO FEDERAL","21","PCB","3020"
"2010","1","SC","DEPUTADO FEDERAL","21","PCB","1169"
"2014","1","SC","DEPUTADO FEDERAL","21","PCB","1740"
"2006","1","SC","DEPUTADO FEDERAL","21","PCB","1989"
"1998","1","SC","DEPUTADO FEDERAL","21","PCB","954"
"2018","1","SC","DEPUTADO FEDERAL","29","PCO","173"
"2018","1","SC","DEPUTADO FEDERAL","12","PDT","36577"
"2010","1","SC","DEPUTADO FEDERAL","12","PDT","97468"
"1998","1","SC","DEPUTADO FEDERAL","12","PDT","181062"
"2006","1","SC","DEPUTADO FEDERAL","12","PDT","101512"
"2002","1","SC","DEPUTADO FEDERAL","12","PDT","222679"
"2014","1","SC","DEPUTADO FEDERAL","12","PDT","31984"
"2014","1","SC","DEPUTADO FEDERAL","51","PEN","892"
"2006","1","SC","DEPUTADO FEDERAL","25","PFL","480792"
"1998","1","SC","DEPUTADO FEDERAL","25","PFL","481974"
"2002","1","SC","DEPUTADO FEDERAL","25","PFL","491058"
"2002","1","SC","DEPUTADO FEDERAL","30","PGT","665"
"1998","1","SC","DEPUTADO FEDERAL","30","PGT","193"
"2002","1","SC","DEPUTADO FEDERAL","31","PHS","2041"
"2014","1","SC","DEPUTADO FEDERAL","31","PHS","3082"
"2018","1","SC","DEPUTADO FEDERAL","31","PHS","1580"
"2010","1","SC","DEPUTADO FEDERAL","31","PHS","1570"
"2006","1","SC","DEPUTADO FEDERAL","22","PL","71870"
"2002","1","SC","DEPUTADO FEDERAL","22","PL","44218"
"1998","1","SC","DEPUTADO FEDERAL","22","PL","3466"
"1998","1","SC","DEPUTADO FEDERAL","15","PMDB","570516"
"2006","1","SC","DEPUTADO FEDERAL","15","PMDB","845393"
"2014","1","SC","DEPUTADO FEDERAL","15","PMDB","828201"
"2002","1","SC","DEPUTADO FEDERAL","15","PMDB","736210"
"2010","1","SC","DEPUTADO FEDERAL","15","PMDB","867655"
"2014","1","SC","DEPUTADO FEDERAL","33","PMN","6233"
"2018","1","SC","DEPUTADO FEDERAL","33","PMN","6623"
"1998","1","SC","DEPUTADO FEDERAL","33","PMN","606"
"2002","1","SC","DEPUTADO FEDERAL","33","PMN","6684"
"2006","1","SC","DEPUTADO FEDERAL","33","PMN","1870"
"2010","1","SC","DEPUTADO FEDERAL","33","PMN","1913"
"2018","1","SC","DEPUTADO FEDERAL","19","PODE","8577"
"2018","1","SC","DEPUTADO FEDERAL","11","PP","288537"
"2014","1","SC","DEPUTADO FEDERAL","11","PP","381868"
"2010","1","SC","DEPUTADO FEDERAL","11","PP","477786"
"2006","1","SC","DEPUTADO FEDERAL","11","PP","505558"
"1998","1","SC","DEPUTADO FEDERAL","11","PPB","521860"
"2002","1","SC","DEPUTADO FEDERAL","11","PPB","498538"
"2014","1","SC","DEPUTADO FEDERAL","54","PPL","2061"
"2018","1","SC","DEPUTADO FEDERAL","54","PPL","7447"
"2006","1","SC","DEPUTADO FEDERAL","23","PPS","115086"
"2002","1","SC","DEPUTADO FEDERAL","23","PPS","31239"
"2018","1","SC","DEPUTADO FEDERAL","23","PPS","93752"
"1998","1","SC","DEPUTADO FEDERAL","23","PPS","5524"
"2010","1","SC","DEPUTADO FEDERAL","23","PPS","86895"
"2014","1","SC","DEPUTADO FEDERAL","23","PPS","82946"
"2010","1","SC","DEPUTADO FEDERAL","22","PR","48335"
"2014","1","SC","DEPUTADO FEDERAL","22","PR","151189"
"2018","1","SC","DEPUTADO FEDERAL","22","PR","69382"
"2018","1","SC","DEPUTADO FEDERAL","10","PRB","188145"
"2006","1","SC","DEPUTADO FEDERAL","10","PRB","2277"
"2014","1","SC","DEPUTADO FEDERAL","10","PRB","34498"
"2010","1","SC","DEPUTADO FEDERAL","10","PRB","37780"
"1998","1","SC","DEPUTADO FEDERAL","36","PRN","944"
"1998","1","SC","DEPUTADO FEDERAL","56","PRONA","3909"
"2006","1","SC","DEPUTADO FEDERAL","56","PRONA","1873"
"2018","1","SC","DEPUTADO FEDERAL","90","PROS","17372"
"2014","1","SC","DEPUTADO FEDERAL","90","PROS","775"
"2018","1","SC","DEPUTADO FEDERAL","44","PRP","22762"
"2014","1","SC","DEPUTADO FEDERAL","44","PRP","10977"
"2010","1","SC","DEPUTADO FEDERAL","44","PRP","3713"
"2002","1","SC","DEPUTADO FEDERAL","28","PRTB","1323"
"1998","1","SC","DEPUTADO FEDERAL","28","PRTB","536"
"2018","1","SC","DEPUTADO FEDERAL","28","PRTB","1012"
"2014","1","SC","DEPUTADO FEDERAL","28","PRTB","756"
"2010","1","SC","DEPUTADO FEDERAL","28","PRTB","999"
"2010","1","SC","DEPUTADO FEDERAL","40","PSB","22088"
"2018","1","SC","DEPUTADO FEDERAL","40","PSB","156127"
"1998","1","SC","DEPUTADO FEDERAL","40","PSB","2527"
"2006","1","SC","DEPUTADO FEDERAL","40","PSB","85177"
"2002","1","SC","DEPUTADO FEDERAL","40","PSB","7523"
"2014","1","SC","DEPUTADO FEDERAL","40","PSB","152150"
"2010","1","SC","DEPUTADO FEDERAL","20","PSC","13674"
"2014","1","SC","DEPUTADO FEDERAL","20","PSC","19276"
"1998","1","SC","DEPUTADO FEDERAL","20","PSC","1803"
"2002","1","SC","DEPUTADO FEDERAL","20","PSC","1475"
"2018","1","SC","DEPUTADO FEDERAL","20","PSC","39161"
"2018","1","SC","DEPUTADO FEDERAL","55","PSD","295377"
"2002","1","SC","DEPUTADO FEDERAL","41","PSD","978"
"2014","1","SC","DEPUTADO FEDERAL","55","PSD","558209"
"2006","1","SC","DEPUTADO FEDERAL","45","PSDB","306980"
"2018","1","SC","DEPUTADO FEDERAL","45","PSDB","301400"
"2014","1","SC","DEPUTADO FEDERAL","45","PSDB","291766"
"1998","1","SC","DEPUTADO FEDERAL","45","PSDB","203958"
"2002","1","SC","DEPUTADO FEDERAL","45","PSDB","177938"
"2010","1","SC","DEPUTADO FEDERAL","45","PSDB","422979"
"1998","1","SC","DEPUTADO FEDERAL","27","PSDC","151"
"2010","1","SC","DEPUTADO FEDERAL","27","PSDC","465"
"2002","1","SC","DEPUTADO FEDERAL","27","PSDC","132"
"2014","1","SC","DEPUTADO FEDERAL","27","PSDC","2250"
"2006","1","SC","DEPUTADO FEDERAL","27","PSDC","1491"
"2002","1","SC","DEPUTADO FEDERAL","17","PSL","951"
"1998","1","SC","DEPUTADO FEDERAL","17","PSL","1223"
"2018","1","SC","DEPUTADO FEDERAL","17","PSL","769926"
"2014","1","SC","DEPUTADO FEDERAL","17","PSL","824"
"2010","1","SC","DEPUTADO FEDERAL","17","PSL","606"
"1998","1","SC","DEPUTADO FEDERAL","31","PSN","484"
"2006","1","SC","DEPUTADO FEDERAL","50","PSOL","15242"
"2010","1","SC","DEPUTADO FEDERAL","50","PSOL","6750"
"2018","1","SC","DEPUTADO FEDERAL","50","PSOL","68051"
"2014","1","SC","DEPUTADO FEDERAL","50","PSOL","38390"
"1998","1","SC","DEPUTADO FEDERAL","18","PST","272"
"2002","1","SC","DEPUTADO FEDERAL","18","PST","2247"
"2014","1","SC","DEPUTADO FEDERAL","16","PSTU","8530"
"1998","1","SC","DEPUTADO FEDERAL","16","PSTU","2793"
"2006","1","SC","DEPUTADO FEDERAL","16","PSTU","3112"
"2018","1","SC","DEPUTADO FEDERAL","16","PSTU","2943"
"2010","1","SC","DEPUTADO FEDERAL","16","PSTU","4218"
"2002","1","SC","DEPUTADO FEDERAL","16","PSTU","8731"
"2002","1","SC","DEPUTADO FEDERAL","13","PT","743858"
"1998","1","SC","DEPUTADO FEDERAL","13","PT","289488"
"2010","1","SC","DEPUTADO FEDERAL","13","PT","612077"
"2014","1","SC","DEPUTADO FEDERAL","13","PT","488347"
"2006","1","SC","DEPUTADO FEDERAL","13","PT","571915"
"2018","1","SC","DEPUTADO FEDERAL","13","PT","347657"
"2002","1","SC","DEPUTADO FEDERAL","70","PT do B","151"
"2010","1","SC","DEPUTADO FEDERAL","70","PT do B","260"
"2014","1","SC","DEPUTADO FEDERAL","70","PT do B","22688"
"1998","1","SC","DEPUTADO FEDERAL","70","PT do B","408"
"1998","1","SC","DEPUTADO FEDERAL","14","PTB","24629"
"2014","1","SC","DEPUTADO FEDERAL","14","PTB","5681"
"2002","1","SC","DEPUTADO FEDERAL","14","PTB","61538"
"2006","1","SC","DEPUTADO FEDERAL","14","PTB","58027"
"2018","1","SC","DEPUTADO FEDERAL","14","PTB","11593"
"2010","1","SC","DEPUTADO FEDERAL","14","PTB","65976"
"2014","1","SC","DEPUTADO FEDERAL","36","PTC","2215"
"2018","1","SC","DEPUTADO FEDERAL","36","PTC","7690"
"2006","1","SC","DEPUTADO FEDERAL","36","PTC","3478"
"2002","1","SC","DEPUTADO FEDERAL","36","PTC","1090"
"2010","1","SC","DEPUTADO FEDERAL","36","PTC","2603"
"2002","1","SC","DEPUTADO FEDERAL","19","PTN","828"
"2014","1","SC","DEPUTADO FEDERAL","19","PTN","3530"
"2002","1","SC","DEPUTADO FEDERAL","43","PV","6460"
"2010","1","SC","DEPUTADO FEDERAL","43","PV","45791"
"1998","1","SC","DEPUTADO FEDERAL","43","PV","9373"
"2014","1","SC","DEPUTADO FEDERAL","43","PV","10435"
"2006","1","SC","DEPUTADO FEDERAL","43","PV","16763"
"2018","1","SC","DEPUTADO FEDERAL","43","PV","4791"
"2018","1","SC","DEPUTADO FEDERAL","18","REDE","9956"
"2014","1","SC","DEPUTADO FEDERAL","77","SD","42111"
"2018","1","SC","DEPUTADO FEDERAL","77","SOLIDARIEDADE","35667"
"2018","1","SE","DEPUTADO FEDERAL","70","AVANTE","5350"
"2018","1","SE","DEPUTADO FEDERAL","27","DC","1759"
"2014","1","SE","DEPUTADO FEDERAL","25","DEM","55715"
"2018","1","SE","DEPUTADO FEDERAL","25","DEM","4041"
"2010","1","SE","DEPUTADO FEDERAL","25","DEM","141703"
