aa_eleicao;sg_uf;cd_cargo;nm_cargo;qt_votos_validos_qe;qt_vagas_qe;vr_quociente_eleitoral;tx_legenda_tot;qt_vagas_qp_preenchida;qt_vagas_media_qp;qt_vagas_qp_obtida;qt_votos_coligacao_qp
2022;SP;7;Deputado Estadual;23245861;94;247296;PRTB;0;0;0;188943
2022;PA;7;Deputado Estadual;4538980;41;110707;UNIÃO;1;0;1;188449
2022;PA;6;Deputado Federal;4521516;17;265972;PP;0;0;0;187285
2022;GO;6;Deputado Federal;3439644;17;202332;PSC;0;1;0;186292
2022;MG;6;Deputado Federal;11181098;53;210964;PROS;0;1;0;185985
2022;SC;6;Deputado Federal;3969848;16;248115;PODE;0;0;0;185454
2022;MG;6;Deputado Federal;11181098;53;210964;NOVO;0;0;0;185099
2022;TO;6;Deputado Federal;830140;8;103767;REPUBLICANOS;1;2;1;184240
2022;PR;6;Deputado Federal;6038642;30;201288;PSB;0;1;0;183490
2022;MA;6;Deputado Federal;3706498;18;205917;PDT;0;1;0;183387
2022;AM;7;Deputado Estadual;1968109;24;82005;PL;2;1;2;183186
2022;GO;6;Deputado Federal;3439644;17;202332;CIDADANIA / PSDB;0;1;0;182286
2022;MG;6;Deputado Federal;11181098;53;210964;SOLIDARIEDADE;0;1;0;181577
2022;RS;7;Deputado Estadual;6155799;55;111924;PSD;1;0;1;181035
2022;GO;6;Deputado Federal;3439644;17;202332;PSD;0;1;0;180621
2022;GO;6;Deputado Federal;3439644;17;202332;PDT;0;1;0;180557
2022;CE;6;Deputado Federal;5108239;22;232193;REPUBLICANOS;0;0;0;179371
2022;PB;7;Deputado Estadual;2243483;36;62319;PT / PV / PC do B;2;1;2;179079
2022;PR;6;Deputado Federal;6038642;30;201288;CIDADANIA / PSDB;0;1;0;177460
2022;RJ;6;Deputado Federal;8575988;46;186435;PTB;0;1;0;177247
2022;RN;6;Deputado Federal;1864825;8;233103;MDB;0;0;0;176527
2022;BA;6;Deputado Federal;7958431;39;204062;PODE;0;1;0;176466
2022;MA;7;Deputado Estadual;3691036;42;87882;PODE;2;0;2;175894
2022;ES;7;Deputado Estadual;2077274;30;69242;PT / PV / PC do B;2;0;2;171974
2022;AL;6;Deputado Federal;1650763;9;183418;UNIÃO;0;1;0;170932
2022;RN;6;Deputado Federal;1864825;8;233103;SOLIDARIEDADE;0;0;0;169556
2022;CE;6;Deputado Federal;5108239;22;232193;PSB;0;0;0;169478
2022;PA;6;Deputado Federal;4521516;17;265972;REPUBLICANOS;0;0;0;168456
2022;RJ;6;Deputado Federal;8575988;46;186435;CIDADANIA / PSDB;0;0;0;167040
2022;RN;7;Deputado Estadual;1865045;24;77710;SOLIDARIEDADE;2;0;2;165757
2022;DF;8;Deputado Distrital;1662497;24;69271;PT / PV / PC do B;2;1;2;165506
2022;PE;7;Deputado Estadual;5013585;49;102318;PATRIOTA;1;0;1;165178
2022;ES;7;Deputado Estadual;2077274;30;69242;PSB;2;1;2;164155
2022;SE;6;Deputado Federal;1191617;8;148952;REPUBLICANOS;1;0;1;163758
2022;SC;7;Deputado Estadual;4004036;40;100101;REPUBLICANOS;1;0;1;163410
2022;DF;6;Deputado Federal;1607519;8;200940;MDB;0;1;0;162125
2022;AM;7;Deputado Estadual;1968109;24;82005;REPUBLICANOS;1;1;1;161512
2022;RN;7;Deputado Estadual;1865045;24;77710;UNIÃO;2;0;2;160513
2022;AM;7;Deputado Estadual;1968109;24;82005;PT / PV / PC do B;1;1;1;160227
2022;RS;7;Deputado Estadual;6155799;55;111924;PSB;1;0;1;160139
2022;MT;6;Deputado Federal;1730277;8;216285;PT / PV / PC do B;0;0;0;159866
2022;CE;7;Deputado Estadual;5054996;46;109891;REDE / PSOL;1;0;1;159746
2022;SE;7;Deputado Estadual;1216425;24;50684;UNIÃO;3;1;3;159587
2022;GO;7;Deputado Estadual;3434510;41;83769;REPUBLICANOS;1;1;1;158536
2022;MS;7;Deputado Estadual;1404566;24;58524;PT / PV / PC do B;2;1;2;158191
2022;MT;7;Deputado Estadual;1728127;24;72005;PL;2;0;2;156642
2022;MT;7;Deputado Estadual;1728127;24;72005;PT / PV / PC do B;2;0;2;156580
2022;PA;6;Deputado Federal;4521516;17;265972;REDE / PSOL;0;0;0;156463
2022;PE;6;Deputado Federal;4969863;25;198795;PODE;0;0;0;156384
2022;DF;8;Deputado Distrital;1662497;24;69271;MDB;2;1;2;155718
2022;MT;6;Deputado Federal;1730277;8;216285;REPUBLICANOS;0;0;0;155513
2022;SE;6;Deputado Federal;1191617;8;148952;PT / PV / PC do B;1;0;1;155309
2022;AM;6;Deputado Federal;1976477;8;247060;PT / PV / PC do B;0;0;0;154862
2022;BA;7;Deputado Estadual;7937716;63;125995;REDE / PSOL;1;0;1;154421
2022;RJ;7;Deputado Estadual;8492935;70;121328;PATRIOTA;1;0;1;154383
2022;ES;6;Deputado Federal;2084430;10;208443;PTB;0;0;0;153591
2022;MG;7;Deputado Estadual;11076602;77;143852;SOLIDARIEDADE;1;0;1;153241
2022;RN;6;Deputado Federal;1864825;8;233103;PP;0;0;0;153061
2022;SE;7;Deputado Estadual;1216425;24;50684;REPUBLICANOS;3;0;3;153040
2022;BA;6;Deputado Federal;7958431;39;204062;PSC;0;0;0;151321
2022;GO;7;Deputado Estadual;3434510;41;83769;AGIR;1;1;1;150998
2022;PA;6;Deputado Federal;4521516;17;265972;PDT;0;0;0;150865
2022;MT;6;Deputado Federal;1730277;8;216285;PSB;0;0;0;150534
2022;GO;6;Deputado Federal;3439644;17;202332;PATRIOTA;0;0;0;149111
2022;SE;7;Deputado Estadual;1216425;24;50684;PL;2;1;2;147920
2022;RS;7;Deputado Estadual;6155799;55;111924;NOVO;1;0;1;147221
2022;MT;7;Deputado Estadual;1728127;24;72005;REPUBLICANOS;2;0;2;147069
2022;ES;7;Deputado Estadual;2077274;30;69242;CIDADANIA / PSDB;2;1;2;146625
2022;MS;6;Deputado Federal;1374808;8;171851;PP;0;1;0;146606
2022;AL;6;Deputado Federal;1650763;9;183418;REPUBLICANOS;0;0;0;146523
2022;ES;7;Deputado Estadual;2077274;30;69242;UNIÃO;2;0;2;144715
2022;MA;7;Deputado Estadual;3691036;42;87882;PSC;1;1;1;144517
2022;RJ;7;Deputado Estadual;8492935;70;121328;AGIR;1;0;1;144381
2022;MT;7;Deputado Estadual;1728127;24;72005;PSD;1;1;1;143946
2022;PA;7;Deputado Estadual;4538980;41;110707;PTB;1;0;1;143576
2022;GO;7;Deputado Estadual;3434510;41;83769;CIDADANIA / PSDB;1;1;1;143554
2022;SE;6;Deputado Federal;1191617;8;148952;PL;0;1;0;143510
2022;MT;7;Deputado Estadual;1728127;24;72005;CIDADANIA / PSDB;1;1;1;142936
2022;MS;7;Deputado Estadual;1404566;24;58524;MDB;2;1;2;142878
2022;RO;6;Deputado Federal;869148;8;108643;PL;1;1;1;142693
2022;PE;6;Deputado Federal;4969863;25;198795;CIDADANIA / PSDB;0;0;0;141947
2022;CE;7;Deputado Estadual;5054996;46;109891;AVANTE;1;0;1;141869
2022;RJ;7;Deputado Estadual;8492935;70;121328;PSC;1;0;1;141704
2022;AM;6;Deputado Federal;1976477;8;247060;AVANTE;0;0;0;141622
2022;CE;7;Deputado Estadual;5054996;46;109891;PMN;1;0;1;140834
2022;GO;7;Deputado Estadual;3434510;41;83769;AVANTE;1;1;1;140751
2022;PE;6;Deputado Federal;4969863;25;198795;PDT;0;0;0;140384
2022;ES;7;Deputado Estadual;2077274;30;69242;PODE;2;1;2;140112
2022;PA;7;Deputado Estadual;4538980;41;110707;PSB;1;0;1;139691
2022;AL;7;Deputado Estadual;1658145;27;61413;REPUBLICANOS;2;0;2;137822
2022;ES;7;Deputado Estadual;2077274;30;69242;PP;1;1;1;137514
2022;DF;6;Deputado Federal;1607519;8;200940;PSB;0;0;0;136796
2022;GO;7;Deputado Estadual;3434510;41;83769;PSD;1;1;1;136747
2022;SC;7;Deputado Estadual;4004036;40;100101;NOVO;1;0;1;136632
2022;SE;6;Deputado Federal;1191617;8;148952;PP;0;1;0;136000
2022;GO;6;Deputado Federal;3439644;17;202332;SOLIDARIEDADE;0;0;0;135025
2022;PE;7;Deputado Estadual;5013585;49;102318;REDE / PSOL;1;0;1;134920
2022;GO;7;Deputado Estadual;3434510;41;83769;PATRIOTA;1;0;1;134399
2022;PR;6;Deputado Federal;6038642;30;201288;SOLIDARIEDADE;0;0;0;134285
2022;MT;6;Deputado Federal;1730277;8;216285;PSD;0;0;0;134258
2022;SE;7;Deputado Estadual;1216425;24;50684;PT / PV / PC do B;2;1;2;133373
2022;MS;7;Deputado Estadual;1404566;24;58524;PL;2;1;2;132945
2022;RJ;6;Deputado Federal;8575988;46;186435;AVANTE;0;0;0;131785
2022;RO;7;Deputado Estadual;863501;24;35979;UNIÃO;3;2;3;131338
2022;PR;7;Deputado Estadual;6058064;54;112186;PDT;1;0;1;131105
2022;CE;6;Deputado Federal;5108239;22;232193;REDE / PSOL;0;0;0;129432
2022;PB;7;Deputado Estadual;2243483;36;62319;SOLIDARIEDADE;2;0;2;129252
2022;ES;6;Deputado Federal;2084430;10;208443;PDT;0;0;0;125713
2022;MG;6;Deputado Federal;11181098;53;210964;PTB;0;0;0;125334
2022;ES;6;Deputado Federal;2084430;10;208443;UNIÃO;0;0;0;123947
2022;ES;6;Deputado Federal;2084430;10;208443;PSC;0;0;0;123750
2022;BA;7;Deputado Estadual;7937716;63;125995;AVANTE;0;1;0;121860
2022;RJ;7;Deputado Estadual;8492935;70;121328;PMN;1;0;1;121456
2022;SC;6;Deputado Federal;3969848;16;248115;REPUBLICANOS;0;0;0;120494
2022;DF;8;Deputado Distrital;1662497;24;69271;REDE / PSOL;1;1;1;118039
2022;AL;6;Deputado Federal;1650763;9;183418;PSB;0;0;0;117921
2022;DF;6;Deputado Federal;1607519;8;200940;PP;0;0;0;117553
2022;PR;7;Deputado Estadual;6058064;54;112186;SOLIDARIEDADE;1;0;1;116479
2022;MS;7;Deputado Estadual;1404566;24;58524;PP;1;1;1;116417
2022;TO;7;Deputado Estadual;834311;24;34763;PL;3;1;3;116003
2022;PR;7;Deputado Estadual;6058064;54;112186;PSB;1;0;1;115199
2022;GO;7;Deputado Estadual;3434510;41;83769;PSC;1;0;1;113085
2022;PI;7;Deputado Estadual;1970638;30;65688;REPUBLICANOS;1;0;1;112887
2022;BA;7;Deputado Estadual;7937716;63;125995;PATRIOTA;0;1;0;112674
2022;AM;7;Deputado Estadual;1968109;24;82005;MDB;1;0;1;111311
2022;AM;7;Deputado Estadual;1968109;24;82005;PATRIOTA;1;0;1;110871
2022;RJ;7;Deputado Estadual;8492935;70;121328;AVANTE;0;1;0;110708
2022;TO;7;Deputado Estadual;834311;24;34763;PSD;3;0;3;110585
2022;DF;8;Deputado Distrital;1662497;24;69271;AGIR;1;1;1;110392
2022;MG;6;Deputado Federal;11181098;53;210964;PSB;0;0;0;110298
2022;ES;7;Deputado Estadual;2077274;30;69242;PDT;1;1;1;109905
2022;PA;7;Deputado Estadual;4538980;41;110707;REDE / PSOL;0;1;0;109069
2022;SE;7;Deputado Estadual;1216425;24;50684;PP;2;0;2;108616
2022;BA;6;Deputado Federal;7958431;39;204062;SOLIDARIEDADE;0;0;0;108138
2022;PB;7;Deputado Estadual;2243483;36;62319;MDB;1;1;1;108014
2022;AL;7;Deputado Estadual;1658145;27;61413;PT / PV / PC do B;1;1;1;106346
2022;RS;7;Deputado Estadual;6155799;55;111924;PTB;0;1;0;106233
2022;ES;7;Deputado Estadual;2077274;30;69242;REDE / PSOL;1;0;1;105427
2022;GO;7;Deputado Estadual;3434510;41;83769;PDT;1;0;1;104986
2022;DF;8;Deputado Distrital;1662497;24;69271;PP;1;1;1;104862
2022;TO;6;Deputado Federal;830140;8;103767;UNIÃO;1;0;1;104375
2022;RN;6;Deputado Federal;1864825;8;233103;REPUBLICANOS;0;0;0;103940
2022;PB;7;Deputado Estadual;2243483;36;62319;PSD;1;0;1;102875
2022;PI;6;Deputado Federal;1957483;10;195748;REPUBLICANOS;0;0;0;102490
2022;MT;6;Deputado Federal;1730277;8;216285;PTB;0;0;0;101434
2022;SP;7;Deputado Estadual;23245861;94;247296;PROS;0;0;0;100860
2022;RN;6;Deputado Federal;1864825;8;233103;PSB;0;0;0;100539
2022;RJ;7;Deputado Estadual;8492935;70;121328;CIDADANIA / PSDB;0;0;0;98789
2022;ES;6;Deputado Federal;2084430;10;208443;CIDADANIA / PSDB;0;0;0;97345
2022;DF;8;Deputado Distrital;1662497;24;69271;PSD;1;1;1;97242
2022;DF;8;Deputado Distrital;1662497;24;69271;UNIÃO;1;0;1;97097
2022;SC;7;Deputado Estadual;4004036;40;100101;PTB;0;1;0;96767
2022;ES;7;Deputado Estadual;2077274;30;69242;PTB;1;0;1;96412
2022;MT;7;Deputado Estadual;1728127;24;72005;PP;1;0;1;96093
2022;GO;7;Deputado Estadual;3434510;41;83769;PSB;1;0;1;96035
2022;RJ;6;Deputado Federal;8575988;46;186435;PMN;0;0;0;95910
2022;DF;8;Deputado Distrital;1662497;24;69271;REPUBLICANOS;1;0;1;95236
2022;RO;6;Deputado Federal;869148;8;108643;MDB;0;2;0;93748
2022;AC;6;Deputado Federal;434253;8;54282;PP;1;2;1;93602
2022;SC;7;Deputado Estadual;4004036;40;100101;PSB;0;0;0;92851
2022;SE;7;Deputado Estadual;1216425;24;50684;CIDADANIA / PSDB;1;1;1;92802
2022;RJ;7;Deputado Estadual;8492935;70;121328;DC;0;0;0;92745
2022;PI;6;Deputado Federal;1957483;10;195748;SOLIDARIEDADE;0;0;0;92683
2022;RS;7;Deputado Estadual;6155799;55;111924;PSC;0;0;0;91989
2022;RJ;6;Deputado Federal;8575988;46;186435;PATRIOTA;0;0;0;91410
2022;RN;7;Deputado Estadual;1865045;24;77710;MDB;1;0;1;91113
2022;MA;7;Deputado Estadual;3691036;42;87882;REPUBLICANOS;1;0;1;91045
2022;PR;6;Deputado Federal;6038642;30;201288;PDT;0;0;0;90644
2022;TO;6;Deputado Federal;830140;8;103767;PL;0;2;0;90627
2022;RS;6;Deputado Federal;6149822;31;198381;PTB;0;0;0;89766
2022;TO;6;Deputado Federal;830140;8;103767;PP;0;2;0;89619
2022;RJ;7;Deputado Estadual;8492935;70;121328;NOVO;0;0;0;88249
2022;SC;7;Deputado Estadual;4004036;40;100101;PATRIOTA;0;0;0;88159
2022;RJ;7;Deputado Estadual;8492935;70;121328;PRTB;0;0;0;85943
2022;AC;6;Deputado Federal;434253;8;54282;UNIÃO;1;2;1;84939
2022;MG;6;Deputado Federal;11181098;53;210964;PMN;0;0;0;84938
2022;SC;7;Deputado Estadual;4004036;40;100101;REDE / PSOL;0;1;0;84545
2022;AM;7;Deputado Estadual;1968109;24;82005;PMB;1;0;1;84264
2022;TO;7;Deputado Estadual;834311;24;34763;PT / PV / PC do B;2;0;2;83797
2022;MS;7;Deputado Estadual;1404566;24;58524;UNIÃO;1;0;1;83208
2022;MS;6;Deputado Federal;1374808;8;171851;PSD;0;0;0;82584
2022;DF;6;Deputado Federal;1607519;8;200940;UNIÃO;0;0;0;82274
2022;SC;7;Deputado Estadual;4004036;40;100101;PDT;0;1;0;82141
2022;RJ;6;Deputado Federal;8575988;46;186435;NOVO;0;0;0;81735
2022;GO;7;Deputado Estadual;3434510;41;83769;SOLIDARIEDADE;0;1;0;81628
2022;ES;7;Deputado Estadual;2077274;30;69242;PATRIOTA;1;0;1;81389
2022;RO;7;Deputado Estadual;863501;24;35979;PSD;2;1;2;81246
2022;RO;7;Deputado Estadual;863501;24;35979;PATRIOTA;2;1;2;79687
2022;MG;7;Deputado Estadual;11076602;77;143852;PTB;0;0;0;79467
2022;GO;6;Deputado Federal;3439644;17;202332;PSB;0;0;0;78959
2022;AL;6;Deputado Federal;1650763;9;183418;PSD;0;0;0;78589
2022;MS;6;Deputado Federal;1374808;8;171851;MDB;0;0;0;77614
2022;PI;6;Deputado Federal;1957483;10;195748;UNIÃO;0;0;0;77581
2022;RO;6;Deputado Federal;869148;8;108643;PODE;0;0;0;77507
2022;AM;7;Deputado Estadual;1968109;24;82005;CIDADANIA / PSDB;0;1;0;76951
2022;GO;7;Deputado Estadual;3434510;41;83769;DC;0;1;0;76950
2022;RO;7;Deputado Estadual;863501;24;35979;PL;2;0;2;75923
2022;DF;8;Deputado Distrital;1662497;24;69271;PMN;1;0;1;75661
2022;ES;6;Deputado Federal;2084430;10;208443;PATRIOTA;0;0;0;75289
2022;MS;6;Deputado Federal;1374808;8;171851;REPUBLICANOS;0;0;0;75274
2022;PR;7;Deputado Estadual;6058064;54;112186;NOVO;0;0;0;74996
2022;DF;8;Deputado Distrital;1662497;24;69271;PSB;1;0;1;74974
2022;PB;7;Deputado Estadual;2243483;36;62319;REDE / PSOL;1;0;1;74358
2022;ES;7;Deputado Estadual;2077274;30;69242;PSC;1;0;1;73749
2022;PE;7;Deputado Estadual;5013585;49;102318;PDT;0;0;0;73659
2022;RO;7;Deputado Estadual;863501;24;35979;REPUBLICANOS;2;0;2;73369
2022;MA;7;Deputado Estadual;3691036;42;87882;UNIÃO;0;1;0;72612
2022;TO;6;Deputado Federal;830140;8;103767;PODE;0;0;0;72312
2022;RO;6;Deputado Federal;869148;8;108643;PSD;0;0;0;72130
2022;MS;7;Deputado Estadual;1404566;24;58524;PDT;1;0;1;72125
2022;PR;7;Deputado Estadual;6058064;54;112186;PTB;0;0;0;72081
2022;SC;6;Deputado Federal;3969848;16;248115;PATRIOTA;0;0;0;71669
2022;DF;6;Deputado Federal;1607519;8;200940;PSD;0;0;0;71470
2022;GO;7;Deputado Estadual;3434510;41;83769;PMB;0;0;0;70901
2022;PB;6;Deputado Federal;2209355;12;184113;MDB;0;0;0;70561
2022;TO;6;Deputado Federal;830140;8;103767;PT / PV / PC do B;0;0;0;70023
2022;MS;7;Deputado Estadual;1404566;24;58524;REPUBLICANOS;1;0;1;69264
2022;PA;6;Deputado Federal;4521516;17;265972;PODE;0;0;0;69219
2022;DF;8;Deputado Distrital;1662497;24;69271;CIDADANIA / PSDB;0;1;0;68860
2022;MS;7;Deputado Estadual;1404566;24;58524;PODE;1;0;1;68498
2022;PR;6;Deputado Federal;6038642;30;201288;NOVO;0;0;0;68292
2022;RO;6;Deputado Federal;869148;8;108643;REPUBLICANOS;0;0;0;68284
2022;RR;6;Deputado Federal;291714;8;36464;REPUBLICANOS;1;2;1;68229
2022;TO;7;Deputado Estadual;834311;24;34763;UNIÃO;1;1;1;66857
2022;PA;6;Deputado Federal;4521516;17;265972;PSC;0;0;0;66841
2022;MA;6;Deputado Federal;3706498;18;205917;CIDADANIA / PSDB;0;0;0;66515
2022;GO;6;Deputado Federal;3439644;17;202332;PRTB;0;0;0;65807
2022;MA;7;Deputado Estadual;3691036;42;87882;CIDADANIA / PSDB;0;0;0;65549
2022;AP;6;Deputado Federal;423017;8;52877;PDT;1;2;1;64888
2022;AL;7;Deputado Estadual;1658145;27;61413;AVANTE;1;0;1;64184
2022;MS;6;Deputado Federal;1374808;8;171851;PODE;0;0;0;63976
2022;AM;7;Deputado Estadual;1968109;24;82005;PSB;0;0;0;63888
2022;AL;7;Deputado Estadual;1658145;27;61413;PL;1;0;1;63497
2022;SC;6;Deputado Federal;3969848;16;248115;PSB;0;0;0;63485
2022;MS;6;Deputado Federal;1374808;8;171851;UNIÃO;0;0;0;63354
2022;SC;6;Deputado Federal;3969848;16;248115;REDE / PSOL;0;0;0;62820
2022;MT;7;Deputado Estadual;1728127;24;72005;PTB;0;1;0;62728
2022;SC;6;Deputado Federal;3969848;16;248115;PTB;0;0;0;62709
2022;MS;7;Deputado Estadual;1404566;24;58524;PSD;1;0;1;62621
2022;MS;7;Deputado Estadual;1404566;24;58524;PRTB;1;0;1;62577
2022;RO;7;Deputado Estadual;863501;24;35979;MDB;1;1;1;61563
2022;SP;7;Deputado Estadual;23245861;94;247296;PMB;0;0;0;61020
2022;MT;7;Deputado Estadual;1728127;24;72005;PODE;0;0;0;60840
2022;SP;6;Deputado Federal;23375585;70;333937;PROS;0;0;0;60576
2022;SE;7;Deputado Estadual;1216425;24;50684;REDE / PSOL;1;0;1;59887
2022;TO;7;Deputado Estadual;834311;24;34763;CIDADANIA / PSDB;1;1;1;59603
2022;PI;7;Deputado Estadual;1970638;30;65688;SOLIDARIEDADE;0;1;0;59429
2022;GO;6;Deputado Federal;3439644;17;202332;AVANTE;0;0;0;59406
2022;AC;6;Deputado Federal;434253;8;54282;REPUBLICANOS;1;1;1;59017
2022;AM;7;Deputado Estadual;1968109;24;82005;PMN;0;0;0;58242
2022;RO;6;Deputado Federal;869148;8;108643;PSC;0;0;0;57845
2022;AC;7;Deputado Estadual;435770;24;18157;PDT;3;1;3;57680
2022;BA;6;Deputado Federal;7958431;39;204062;REDE / PSOL;0;0;0;57660
2022;SE;6;Deputado Federal;1191617;8;148952;PDT;0;0;0;57467
2022;GO;7;Deputado Estadual;3434510;41;83769;PODE;0;0;0;57174
2022;DF;8;Deputado Distrital;1662497;24;69271;AVANTE;0;1;0;56851
2022;GO;7;Deputado Estadual;3434510;41;83769;PTB;0;0;0;56586
2022;RN;6;Deputado Federal;1864825;8;233103;CIDADANIA / PSDB;0;0;0;55903
2022;SP;7;Deputado Estadual;23245861;94;247296;AGIR;0;0;0;54870
2022;CE;6;Deputado Federal;5108239;22;232193;CIDADANIA / PSDB;0;0;0;54575
2022;SP;6;Deputado Federal;23375585;70;333937;PRTB;0;0;0;54545
2022;MA;7;Deputado Estadual;3691036;42;87882;PROS;0;0;0;54123
2022;RJ;6;Deputado Federal;8575988;46;186435;AGIR;0;0;0;53854
2022;RO;7;Deputado Estadual;863501;24;35979;PSC;1;1;1;52702
2022;SE;7;Deputado Estadual;1216425;24;50684;PDT;1;0;1;52642
2022;BA;6;Deputado Federal;7958431;39;204062;PTB;0;0;0;52136
2022;BA;7;Deputado Estadual;7937716;63;125995;PTB;0;0;0;52108
2022;DF;6;Deputado Federal;1607519;8;200940;REDE / PSOL;0;0;0;52089
2022;MS;7;Deputado Estadual;1404566;24;58524;PATRIOTA;0;1;0;51532
2022;PE;6;Deputado Federal;4969863;25;198795;PRTB;0;0;0;51142
2022;TO;6;Deputado Federal;830140;8;103767;PSC;0;0;0;50659
2022;AP;7;Deputado Estadual;424262;24;17678;PDT;2;1;2;50424
2022;RR;6;Deputado Federal;291714;8;36464;MDB;1;1;1;49286
2022;RN;7;Deputado Estadual;1865045;24;77710;AVANTE;0;0;0;48862
2022;AP;6;Deputado Federal;423017;8;52877;PL;0;3;0;48841
2022;ES;7;Deputado Estadual;2077274;30;69242;PSD;0;0;0;48628
2022;RO;7;Deputado Estadual;863501;24;35979;PSB;1;0;1;48539
2022;PA;7;Deputado Estadual;4538980;41;110707;AVANTE;0;0;0;48390
2022;RN;7;Deputado Estadual;1865045;24;77710;PSD;0;0;0;48179
2022;TO;6;Deputado Federal;830140;8;103767;MDB;0;0;0;47679
2022;PR;6;Deputado Federal;6038642;30;201288;PTB;0;0;0;47433
2022;AP;7;Deputado Estadual;424262;24;17678;UNIÃO;2;1;2;47217
2022;AL;6;Deputado Federal;1650763;9;183418;CIDADANIA / PSDB;0;0;0;46970
2022;PR;7;Deputado Estadual;6058064;54;112186;PMB;0;0;0;46908
2022;RO;7;Deputado Estadual;863501;24;35979;PTB;1;0;1;46846
2022;RO;6;Deputado Federal;869148;8;108643;PT / PV / PC do B;0;0;0;46649
2022;MT;6;Deputado Federal;1730277;8;216285;CIDADANIA / PSDB;0;0;0;46221
2022;AC;7;Deputado Estadual;435770;24;18157;PP;2;1;2;45847
2022;AP;6;Deputado Federal;423017;8;52877;MDB;0;2;0;45697
2022;MS;7;Deputado Estadual;1404566;24;58524;PSB;0;0;0;44882
2022;RJ;7;Deputado Estadual;8492935;70;121328;PMB;0;0;0;44792
2022;ES;7;Deputado Estadual;2077274;30;69242;SOLIDARIEDADE;0;0;0;44589
2022;AC;7;Deputado Estadual;435770;24;18157;REPUBLICANOS;2;1;2;44442
2022;AC;7;Deputado Estadual;435770;24;18157;PL;2;0;2;44426
2022;PA;7;Deputado Estadual;4538980;41;110707;PRTB;0;0;0;43969
2022;PR;6;Deputado Federal;6038642;30;201288;REDE / PSOL;0;0;0;42841
2022;RO;7;Deputado Estadual;863501;24;35979;PODE;1;0;1;42534
2022;RR;6;Deputado Federal;291714;8;36464;UNIÃO;1;1;1;41831
2022;DF;8;Deputado Distrital;1662497;24;69271;PATRIOTA;0;0;0;41417
2022;TO;7;Deputado Estadual;834311;24;34763;PSB;1;0;1;40946
2022;RR;7;Deputado Estadual;294885;24;12287;REPUBLICANOS;3;1;3;40909
2022;RO;7;Deputado Estadual;863501;24;35979;PP;1;0;1;40830
2022;RS;6;Deputado Federal;6149822;31;198381;AVANTE;0;0;0;39776
2022;AC;7;Deputado Estadual;435770;24;18157;MDB;2;1;2;39617
2022;SP;7;Deputado Estadual;23245861;94;247296;UP;0;0;0;39545
2022;AP;6;Deputado Federal;423017;8;52877;PP;0;0;0;39086
2022;AC;6;Deputado Federal;434253;8;54282;MDB;0;0;0;39012
2022;DF;8;Deputado Distrital;1662497;24;69271;PSC;0;0;0;38387
2022;RO;7;Deputado Estadual;863501;24;35979;PT / PV / PC do B;1;0;1;38380
2022;AP;6;Deputado Federal;423017;8;52877;REPUBLICANOS;0;0;0;38346
2022;RJ;6;Deputado Federal;8575988;46;186435;PSC;0;0;0;38214
2022;AC;6;Deputado Federal;434253;8;54282;PT / PV / PC do B;0;0;0;38046
2022;PR;7;Deputado Estadual;6058064;54;112186;REDE / PSOL;0;0;0;37903
2022;MG;7;Deputado Estadual;11076602;77;143852;PMB;0;0;0;37832
2022;AL;7;Deputado Estadual;1658145;27;61413;PSD;0;0;0;37794
2022;AM;6;Deputado Federal;1976477;8;247060;MDB;0;0;0;37668
2022;CE;6;Deputado Federal;5108239;22;232193;AVANTE;0;0;0;36800
2022;TO;7;Deputado Estadual;834311;24;34763;SOLIDARIEDADE;1;0;1;36483
2022;AC;7;Deputado Estadual;435770;24;18157;UNIÃO;2;0;2;36472
2022;AP;6;Deputado Federal;423017;8;52877;PT / PV / PC do B;0;0;0;36416
2022;PI;7;Deputado Estadual;1970638;30;65688;PL;0;0;0;36235
2022;RJ;6;Deputado Federal;8575988;46;186435;PRTB;0;0;0;36225
2022;AP;6;Deputado Federal;423017;8;52877;REDE / PSOL;0;0;0;36225
2022;SC;6;Deputado Federal;3969848;16;248115;PSC;0;0;0;35820
2022;RO;6;Deputado Federal;869148;8;108643;PSB;0;0;0;35727
2022;ES;6;Deputado Federal;2084430;10;208443;REDE / PSOL;0;0;0;35536
2022;AC;7;Deputado Estadual;435770;24;18157;PSD;1;1;1;35491
2022;SE;7;Deputado Estadual;1216425;24;50684;PSB;0;0;0;34801
2022;AM;7;Deputado Estadual;1968109;24;82005;SOLIDARIEDADE;0;0;0;34140
2022;AC;6;Deputado Federal;434253;8;54282;CIDADANIA / PSDB;0;0;0;33903
2022;AP;7;Deputado Estadual;424262;24;17678;PT / PV / PC do B;1;1;1;33558
2022;SP;6;Deputado Federal;23375585;70;333937;AGIR;0;0;0;33343
2022;PR;6;Deputado Federal;6038642;30;201288;PSC;0;0;0;33081
2022;RN;7;Deputado Estadual;1865045;24;77710;PSB;0;0;0;32847
2022;TO;6;Deputado Federal;830140;8;103767;PSD;0;0;0;32746
2022;RS;7;Deputado Estadual;6155799;55;111924;AVANTE;0;0;0;32155
2022;GO;6;Deputado Federal;3439644;17;202332;PROS;0;0;0;32078
2022;PE;7;Deputado Estadual;5013585;49;102318;PSD;0;0;0;32050
2022;TO;7;Deputado Estadual;834311;24;34763;PSC;0;1;0;31886
