aa_eleicao;sg_uf;cd_cargo;nm_cargo;qt_votos_validos_qe;qt_vagas_qe;vr_quociente_eleitoral;tx_legenda_tot;qt_vagas_qp_preenchida;qt_vagas_media_qp;qt_vagas_qp_obtida;qt_votos_coligacao_qp
2022;AP;7;Deputado Estadual;424262;24;17678;MDB;1;1;1;31744
2022;GO;7;Deputado Estadual;3434510;41;83769;PMN;0;0;0;31554
2022;MG;6;Deputado Federal;11181098;53;210964;PCB;0;0;0;31514
2022;SC;6;Deputado Federal;3969848;16;248115;PDT;0;0;0;31296
2022;PR;6;Deputado Federal;6038642;30;201288;DC;0;0;0;31099
2022;ES;7;Deputado Estadual;2077274;30;69242;MDB;0;0;0;30907
2022;PI;6;Deputado Federal;1957483;10;195748;PL;0;0;0;30902
2022;SC;7;Deputado Estadual;4004036;40;100101;DC;0;0;0;30781
2022;AM;6;Deputado Federal;1976477;8;247060;REDE / PSOL;0;0;0;30560
2022;SC;7;Deputado Estadual;4004036;40;100101;SOLIDARIEDADE;0;0;0;30557
2022;AP;7;Deputado Estadual;424262;24;17678;PL;1;1;1;30428
2022;MS;6;Deputado Federal;1374808;8;171851;PTB;0;0;0;30038
2022;SC;7;Deputado Estadual;4004036;40;100101;PSC;0;0;0;30036
2022;RR;6;Deputado Federal;291714;8;36464;PSD;0;1;0;29968
2022;TO;7;Deputado Estadual;834311;24;34763;PDT;0;1;0;29962
2022;DF;8;Deputado Distrital;1662497;24;69271;PODE;0;0;0;29647
2022;RS;6;Deputado Federal;6149822;31;198381;PSC;0;0;0;29346
2022;MG;7;Deputado Estadual;11076602;77;143852;PRTB;0;0;0;29122
2022;RS;7;Deputado Estadual;6155799;55;111924;SOLIDARIEDADE;0;0;0;29106
2022;MT;7;Deputado Estadual;1728127;24;72005;PATRIOTA;0;0;0;28922
2022;MA;7;Deputado Estadual;3691036;42;87882;PTB;0;0;0;28868
2022;MA;7;Deputado Estadual;3691036;42;87882;AGIR;0;0;0;28587
2022;RS;6;Deputado Federal;6149822;31;198381;PATRIOTA;0;0;0;28516
2022;GO;6;Deputado Federal;3439644;17;202332;PTB;0;0;0;28453
2022;RR;7;Deputado Estadual;294885;24;12287;PP;2;1;2;28034
2022;PR;7;Deputado Estadual;6058064;54;112186;AGIR;0;0;0;28015
2022;DF;6;Deputado Federal;1607519;8;200940;NOVO;0;0;0;27951
2022;AC;7;Deputado Estadual;435770;24;18157;PODE;1;1;1;27462
2022;AP;7;Deputado Estadual;424262;24;17678;PSD;1;1;1;27454
2022;AP;6;Deputado Federal;423017;8;52877;PTB;0;0;0;27438
2022;AP;7;Deputado Estadual;424262;24;17678;SOLIDARIEDADE;1;1;1;27258
2022;RR;6;Deputado Federal;291714;8;36464;PL;0;0;0;27213
2022;PI;6;Deputado Federal;1957483;10;195748;PDT;0;0;0;27146
2022;RN;7;Deputado Estadual;1865045;24;77710;PDT;0;0;0;27112
2022;TO;6;Deputado Federal;830140;8;103767;PTB;0;0;0;27111
2022;RR;7;Deputado Estadual;294885;24;12287;UNIÃO;2;1;2;26942
2022;AP;7;Deputado Estadual;424262;24;17678;REDE / PSOL;1;1;1;26824
2022;AP;6;Deputado Federal;423017;8;52877;PODE;0;0;0;26801
2022;RN;6;Deputado Federal;1864825;8;233103;PSD;0;0;0;26590
2022;RN;7;Deputado Estadual;1865045;24;77710;PMB;0;0;0;26045
2022;DF;8;Deputado Distrital;1662497;24;69271;PROS;0;0;0;25705
2022;ES;7;Deputado Estadual;2077274;30;69242;DC;0;0;0;25642
2022;MA;7;Deputado Estadual;3691036;42;87882;PRTB;0;0;0;25476
2022;AP;7;Deputado Estadual;424262;24;17678;PODE;1;0;1;25401
2022;RR;6;Deputado Federal;291714;8;36464;PP;0;0;0;25389
2022;AP;7;Deputado Estadual;424262;24;17678;PP;1;0;1;25375
2022;RR;7;Deputado Estadual;294885;24;12287;MDB;2;0;2;25353
2022;RO;7;Deputado Estadual;863501;24;35979;CIDADANIA / PSDB;0;0;0;25151
2022;AM;7;Deputado Estadual;1968109;24;82005;DC;0;0;0;25129
2022;SE;6;Deputado Federal;1191617;8;148952;REDE / PSOL;0;0;0;25023
2022;SP;7;Deputado Estadual;23245861;94;247296;PMN;0;0;0;24807
2022;AP;7;Deputado Estadual;424262;24;17678;CIDADANIA / PSDB;1;0;1;24732
2022;PE;7;Deputado Estadual;5013585;49;102318;AVANTE;0;0;0;24688
2022;AC;7;Deputado Estadual;435770;24;18157;PT / PV / PC do B;1;0;1;24687
2022;RR;7;Deputado Estadual;294885;24;12287;PMB;2;0;2;24641
2022;AC;6;Deputado Federal;434253;8;54282;PSD;0;0;0;24158
2022;SP;6;Deputado Federal;23375585;70;333937;UP;0;0;0;24142
2022;SE;7;Deputado Estadual;1216425;24;50684;PMN;0;0;0;23694
2022;MS;6;Deputado Federal;1374808;8;171851;AVANTE;0;0;0;23629
2022;GO;6;Deputado Federal;3439644;17;202332;NOVO;0;0;0;23591
2022;RN;6;Deputado Federal;1864825;8;233103;PDT;0;0;0;22404
2022;RO;6;Deputado Federal;869148;8;108643;AVANTE;0;0;0;22336
2022;RR;7;Deputado Estadual;294885;24;12287;PROS;1;1;1;22140
2022;MS;6;Deputado Federal;1374808;8;171851;PRTB;0;0;0;22135
2022;RJ;6;Deputado Federal;8575988;46;186435;PMB;0;0;0;21964
2022;SE;6;Deputado Federal;1191617;8;148952;CIDADANIA / PSDB;0;0;0;21948
2022;AC;6;Deputado Federal;434253;8;54282;PDT;0;0;0;21856
2022;TO;7;Deputado Estadual;834311;24;34763;MDB;0;0;0;21744
2022;RR;7;Deputado Estadual;294885;24;12287;PODE;1;1;1;21538
2022;AC;6;Deputado Federal;434253;8;54282;PODE;0;0;0;21069
2022;RR;7;Deputado Estadual;294885;24;12287;PRTB;1;1;1;20801
2022;MT;6;Deputado Federal;1730277;8;216285;REDE / PSOL;0;0;0;20794
2022;TO;7;Deputado Estadual;834311;24;34763;PTB;0;0;0;20702
2022;GO;6;Deputado Federal;3439644;17;202332;PODE;0;0;0;20644
2022;RS;7;Deputado Estadual;6155799;55;111924;PATRIOTA;0;0;0;20643
2022;AM;7;Deputado Estadual;1968109;24;82005;PDT;0;0;0;20479
2022;SP;7;Deputado Estadual;23245861;94;247296;PCB;0;0;0;20403
2022;TO;6;Deputado Federal;830140;8;103767;CIDADANIA / PSDB;0;0;0;20334
2022;SE;7;Deputado Estadual;1216425;24;50684;PODE;0;0;0;20078
2022;RO;7;Deputado Estadual;863501;24;35979;PMN;0;0;0;19867
2022;MG;6;Deputado Federal;11181098;53;210964;PRTB;0;0;0;19441
2022;PI;7;Deputado Estadual;1970638;30;65688;NOVO;0;0;0;19276
2022;RN;7;Deputado Estadual;1865045;24;77710;REPUBLICANOS;0;0;0;19250
2022;RO;6;Deputado Federal;869148;8;108643;PP;0;0;0;19239
2022;SE;7;Deputado Estadual;1216425;24;50684;PATRIOTA;0;0;0;19199
2022;AC;7;Deputado Estadual;435770;24;18157;PSB;1;0;1;19038
2022;DF;8;Deputado Distrital;1662497;24;69271;NOVO;0;0;0;18995
2022;DF;8;Deputado Distrital;1662497;24;69271;PTB;0;0;0;18863
2022;AC;7;Deputado Estadual;435770;24;18157;CIDADANIA / PSDB;1;0;1;18791
2022;SP;6;Deputado Federal;23375585;70;333937;PMB;0;0;0;18698
2022;CE;7;Deputado Estadual;5054996;46;109891;AGIR;0;0;0;18628
2022;PB;6;Deputado Federal;2209355;12;184113;REDE / PSOL;0;0;0;18325
2022;AP;6;Deputado Federal;423017;8;52877;CIDADANIA / PSDB;0;0;0;17849
2022;DF;8;Deputado Distrital;1662497;24;69271;PDT;0;0;0;17625
2022;RO;7;Deputado Estadual;863501;24;35979;AVANTE;0;0;0;17625
2022;RJ;6;Deputado Federal;8575988;46;186435;DC;0;0;0;17465
2022;SE;6;Deputado Federal;1191617;8;148952;PSB;0;0;0;17263
2022;GO;7;Deputado Estadual;3434510;41;83769;NOVO;0;0;0;17031
2022;PB;6;Deputado Federal;2209355;12;184113;PRTB;0;0;0;16991
2022;AC;7;Deputado Estadual;435770;24;18157;PROS;0;0;0;16541
2022;AL;7;Deputado Estadual;1658145;27;61413;PSB;0;0;0;16433
2022;PB;7;Deputado Estadual;2243483;36;62319;PRTB;0;0;0;16269
2022;RR;6;Deputado Federal;291714;8;36464;PODE;0;0;0;16201
2022;AP;6;Deputado Federal;423017;8;52877;PSC;0;0;0;16140
2022;PE;6;Deputado Federal;4969863;25;198795;PATRIOTA;0;0;0;16122
2022;AL;6;Deputado Federal;1650763;9;183418;PDT;0;0;0;16018
2022;AM;7;Deputado Estadual;1968109;24;82005;PROS;0;0;0;15975
2022;AP;6;Deputado Federal;423017;8;52877;PSB;0;0;0;15632
2022;RJ;7;Deputado Estadual;8492935;70;121328;UP;0;0;0;15544
2022;SP;6;Deputado Federal;23375585;70;333937;PCB;0;0;0;15510
2022;PR;7;Deputado Estadual;6058064;54;112186;DC;0;0;0;15469
2022;SP;6;Deputado Federal;23375585;70;333937;PMN;0;0;0;15463
2022;MS;7;Deputado Estadual;1404566;24;58524;PTB;0;0;0;15410
2022;RR;7;Deputado Estadual;294885;24;12287;PL;1;0;1;15085
2022;PB;6;Deputado Federal;2209355;12;184113;PDT;0;0;0;15037
2022;AP;7;Deputado Estadual;424262;24;17678;REPUBLICANOS;0;1;0;14899
2022;DF;8;Deputado Distrital;1662497;24;69271;PRTB;0;0;0;14795
2022;TO;6;Deputado Federal;830140;8;103767;PSB;0;0;0;14726
2022;PR;7;Deputado Estadual;6058064;54;112186;PSC;0;0;0;14575
2022;RN;6;Deputado Federal;1864825;8;233103;PSC;0;0;0;14573
2022;RR;7;Deputado Estadual;294885;24;12287;PSC;1;0;1;14549
2022;BA;6;Deputado Federal;7958431;39;204062;PATRIOTA;0;0;0;14405
2022;AP;7;Deputado Estadual;424262;24;17678;PROS;0;1;0;14377
2022;CE;7;Deputado Estadual;5054996;46;109891;PSB;0;0;0;14262
2022;RO;6;Deputado Federal;869148;8;108643;PTB;0;0;0;14213
2022;AP;7;Deputado Estadual;424262;24;17678;PTB;0;1;0;14174
2022;PR;6;Deputado Federal;6038642;30;201288;AGIR;0;0;0;14141
2022;RN;6;Deputado Federal;1864825;8;233103;PODE;0;0;0;14042
2022;CE;7;Deputado Estadual;5054996;46;109891;PTB;0;0;0;13763
2022;AM;6;Deputado Federal;1976477;8;247060;PATRIOTA;0;0;0;13742
2022;RR;6;Deputado Federal;291714;8;36464;REDE / PSOL;0;0;0;13741
2022;MS;7;Deputado Estadual;1404566;24;58524;REDE / PSOL;0;0;0;13463
2022;ES;7;Deputado Estadual;2077274;30;69242;AGIR;0;0;0;13358
2022;PR;6;Deputado Federal;6038642;30;201288;PMB;0;0;0;13324
2022;PB;6;Deputado Federal;2209355;12;184113;SOLIDARIEDADE;0;0;0;13084
2022;PR;7;Deputado Estadual;6058064;54;112186;PATRIOTA;0;0;0;12974
2022;PE;6;Deputado Federal;4969863;25;198795;NOVO;0;0;0;12947
2022;BA;7;Deputado Estadual;7937716;63;125995;PMN;0;0;0;12714
2022;RS;6;Deputado Federal;6149822;31;198381;SOLIDARIEDADE;0;0;0;12595
2022;MS;6;Deputado Federal;1374808;8;171851;PDT;0;0;0;12566
2022;MT;6;Deputado Federal;1730277;8;216285;PROS;0;0;0;12520
2022;SC;6;Deputado Federal;3969848;16;248115;AVANTE;0;0;0;12509
2022;BA;6;Deputado Federal;7958431;39;204062;NOVO;0;0;0;12426
2022;PI;7;Deputado Estadual;1970638;30;65688;PDT;0;0;0;12401
2022;RR;7;Deputado Estadual;294885;24;12287;PSD;0;1;0;12246
2022;PI;6;Deputado Federal;1957483;10;195748;PODE;0;0;0;12238
2022;AM;6;Deputado Federal;1976477;8;247060;PDT;0;0;0;12234
2022;GO;6;Deputado Federal;3439644;17;202332;AGIR;0;0;0;12067
2022;BA;6;Deputado Federal;7958431;39;204062;PMB;0;0;0;11944
2022;AM;6;Deputado Federal;1976477;8;247060;PSC;0;0;0;11926
2022;CE;6;Deputado Federal;5108239;22;232193;PSC;0;0;0;11900
2022;RR;7;Deputado Estadual;294885;24;12287;CIDADANIA / PSDB;0;1;0;11836
2022;DF;6;Deputado Federal;1607519;8;200940;AVANTE;0;0;0;11820
2022;PE;7;Deputado Estadual;5013585;49;102318;PRTB;0;0;0;11816
2022;MS;7;Deputado Estadual;1404566;24;58524;SOLIDARIEDADE;0;0;0;11595
2022;PB;6;Deputado Federal;2209355;12;184113;CIDADANIA / PSDB;0;0;0;11552
2022;AC;7;Deputado Estadual;435770;24;18157;SOLIDARIEDADE;0;0;0;11424
2022;PB;6;Deputado Federal;2209355;12;184113;PTB;0;0;0;11102
2022;CE;6;Deputado Federal;5108239;22;232193;PMN;0;0;0;11061
2022;SC;6;Deputado Federal;3969848;16;248115;SOLIDARIEDADE;0;0;0;10955
2022;AL;6;Deputado Federal;1650763;9;183418;PTB;0;0;0;10738
2022;MT;6;Deputado Federal;1730277;8;216285;PDT;0;0;0;10708
2022;MT;6;Deputado Federal;1730277;8;216285;PATRIOTA;0;0;0;10644
2022;SP;7;Deputado Estadual;23245861;94;247296;PSTU;0;0;0;10631
2022;PA;6;Deputado Federal;4521516;17;265972;SOLIDARIEDADE;0;0;0;10481
2022;AP;7;Deputado Estadual;424262;24;17678;PSC;0;0;0;10463
2022;MT;6;Deputado Federal;1730277;8;216285;PODE;0;0;0;10386
2022;AC;7;Deputado Estadual;435770;24;18157;PATRIOTA;0;0;0;10285
2022;RO;7;Deputado Estadual;863501;24;35979;PDT;0;0;0;10199
2022;PE;6;Deputado Federal;4969863;25;198795;PMN;0;0;0;10080
2022;DF;6;Deputado Federal;1607519;8;200940;CIDADANIA / PSDB;0;0;0;9805
2022;RO;6;Deputado Federal;869148;8;108643;PDT;0;0;0;9803
2022;BA;7;Deputado Estadual;7937716;63;125995;NOVO;0;0;0;9783
2022;PR;6;Deputado Federal;6038642;30;201288;PATRIOTA;0;0;0;9678
2022;MG;7;Deputado Estadual;11076602;77;143852;PCB;0;0;0;9675
2022;RR;7;Deputado Estadual;294885;24;12287;SOLIDARIEDADE;0;0;0;9602
2022;BA;6;Deputado Federal;7958431;39;204062;PROS;0;0;0;9577
2022;ES;7;Deputado Estadual;2077274;30;69242;PMB;0;0;0;9562
2022;DF;6;Deputado Federal;1607519;8;200940;PODE;0;0;0;9516
2022;DF;6;Deputado Federal;1607519;8;200940;PDT;0;0;0;9513
2022;GO;6;Deputado Federal;3439644;17;202332;REDE / PSOL;0;0;0;9439
2022;MG;7;Deputado Estadual;11076602;77;143852;UP;0;0;0;9228
2022;MS;6;Deputado Federal;1374808;8;171851;SOLIDARIEDADE;0;0;0;9219
2022;MA;7;Deputado Estadual;3691036;42;87882;REDE / PSOL;0;0;0;9198
2022;PB;7;Deputado Estadual;2243483;36;62319;PTB;0;0;0;9114
2022;RN;6;Deputado Federal;1864825;8;233103;AVANTE;0;0;0;8916
2022;ES;6;Deputado Federal;2084430;10;208443;NOVO;0;0;0;8819
2022;SP;6;Deputado Federal;23375585;70;333937;PSTU;0;0;0;8790
2022;SC;7;Deputado Estadual;4004036;40;100101;AVANTE;0;0;0;8610
2022;MS;6;Deputado Federal;1374808;8;171851;PSB;0;0;0;8599
2022;PI;6;Deputado Federal;1957483;10;195748;NOVO;0;0;0;8441
2022;PB;7;Deputado Estadual;2243483;36;62319;PMB;0;0;0;8434
2022;RN;7;Deputado Estadual;1865045;24;77710;PTB;0;0;0;8355
2022;RJ;6;Deputado Federal;8575988;46;186435;PCB;0;0;0;8196
2022;MA;6;Deputado Federal;3706498;18;205917;AVANTE;0;0;0;8162
2022;GO;7;Deputado Estadual;3434510;41;83769;REDE / PSOL;0;0;0;8130
2022;MA;6;Deputado Federal;3706498;18;205917;PROS;0;0;0;8069
2022;PE;7;Deputado Estadual;5013585;49;102318;AGIR;0;0;0;7991
2022;RJ;7;Deputado Estadual;8492935;70;121328;PCB;0;0;0;7857
2022;RO;7;Deputado Estadual;863501;24;35979;PMB;0;0;0;7814
2022;DF;6;Deputado Federal;1607519;8;200940;AGIR;0;0;0;7802
2022;AP;7;Deputado Estadual;424262;24;17678;PRTB;0;0;0;7729
2022;DF;6;Deputado Federal;1607519;8;200940;PMN;0;0;0;7545
2022;MA;6;Deputado Federal;3706498;18;205917;AGIR;0;0;0;7531
2022;RR;7;Deputado Estadual;294885;24;12287;PT / PV / PC do B;0;0;0;7441
2022;PB;7;Deputado Estadual;2243483;36;62319;PDT;0;0;0;7428
2022;MA;6;Deputado Federal;3706498;18;205917;REDE / PSOL;0;0;0;7410
2022;GO;6;Deputado Federal;3439644;17;202332;PMN;0;0;0;7399
2022;RN;7;Deputado Estadual;1865045;24;77710;REDE / PSOL;0;0;0;7345
2022;AM;6;Deputado Federal;1976477;8;247060;SOLIDARIEDADE;0;0;0;7294
2022;DF;6;Deputado Federal;1607519;8;200940;PSC;0;0;0;7280
2022;ES;7;Deputado Estadual;2077274;30;69242;PROS;0;0;0;7278
2022;PI;6;Deputado Federal;1957483;10;195748;REDE / PSOL;0;0;0;7266
2022;BA;7;Deputado Estadual;7937716;63;125995;PRTB;0;0;0;7264
2022;PI;7;Deputado Estadual;1970638;30;65688;PATRIOTA;0;0;0;7213
2022;MS;6;Deputado Federal;1374808;8;171851;NOVO;0;0;0;7183
2022;MS;6;Deputado Federal;1374808;8;171851;REDE / PSOL;0;0;0;7171
2022;PI;6;Deputado Federal;1957483;10;195748;CIDADANIA / PSDB;0;0;0;7109
2022;BA;7;Deputado Estadual;7937716;63;125995;PMB;0;0;0;7056
2022;AP;7;Deputado Estadual;424262;24;17678;AVANTE;0;0;0;6883
2022;PA;6;Deputado Federal;4521516;17;265972;PRTB;0;0;0;6851
2022;AL;7;Deputado Estadual;1658145;27;61413;PDT;0;0;0;6839
2022;CE;6;Deputado Federal;5108239;22;232193;PTB;0;0;0;6814
2022;MA;6;Deputado Federal;3706498;18;205917;NOVO;0;0;0;6755
2022;TO;6;Deputado Federal;830140;8;103767;PDT;0;0;0;6749
2022;AL;6;Deputado Federal;1650763;9;183418;AVANTE;0;0;0;6718
2022;PI;7;Deputado Estadual;1970638;30;65688;REDE / PSOL;0;0;0;6646
2022;BA;7;Deputado Estadual;7937716;63;125995;PROS;0;0;0;6634
2022;CE;7;Deputado Estadual;5054996;46;109891;PROS;0;0;0;6596
2022;TO;6;Deputado Federal;830140;8;103767;AVANTE;0;0;0;6555
2022;PB;7;Deputado Estadual;2243483;36;62319;DC;0;0;0;6544
2022;MG;6;Deputado Federal;11181098;53;210964;AGIR;0;0;0;6537
2022;BA;7;Deputado Estadual;7937716;63;125995;AGIR;0;0;0;6528
2022;RO;6;Deputado Federal;869148;8;108643;PATRIOTA;0;0;0;6415
2022;TO;6;Deputado Federal;830140;8;103767;PATRIOTA;0;0;0;6368
2022;AC;6;Deputado Federal;434253;8;54282;PSB;0;0;0;6321
2022;SP;7;Deputado Estadual;23245861;94;247296;DC;0;0;0;6313
2022;PE;7;Deputado Estadual;5013585;49;102318;PTB;0;0;0;6299
2022;PR;6;Deputado Federal;6038642;30;201288;PCB;0;0;0;6280
2022;PE;6;Deputado Federal;4969863;25;198795;PSD;0;0;0;6246
2022;PE;6;Deputado Federal;4969863;25;198795;PSC;0;0;0;6176
2022;AP;6;Deputado Federal;423017;8;52877;PSD;0;0;0;6109
2022;SE;6;Deputado Federal;1191617;8;148952;PODE;0;0;0;6062
2022;BA;6;Deputado Federal;7958431;39;204062;PCB;0;0;0;6017
2022;BA;6;Deputado Federal;7958431;39;204062;DC;0;0;0;5953
2022;PE;7;Deputado Estadual;5013585;49;102318;PCB;0;0;0;5905
2022;RO;7;Deputado Estadual;863501;24;35979;SOLIDARIEDADE;0;0;0;5828
2022;MG;7;Deputado Estadual;11076602;77;143852;PSTU;0;0;0;5815
2022;DF;8;Deputado Distrital;1662497;24;69271;PMB;0;0;0;5808
2022;RR;7;Deputado Estadual;294885;24;12287;PMN;0;0;0;5785
2022;DF;6;Deputado Federal;1607519;8;200940;PROS;0;0;0;5765
2022;CE;6;Deputado Federal;5108239;22;232193;PODE;0;0;0;5701
2022;CE;6;Deputado Federal;5108239;22;232193;PCB;0;0;0;5652
2022;TO;7;Deputado Estadual;834311;24;34763;PATRIOTA;0;0;0;5615
2022;PE;6;Deputado Federal;4969863;25;198795;PTB;0;0;0;5598
2022;GO;6;Deputado Federal;3439644;17;202332;DC;0;0;0;5583
2022;MA;7;Deputado Estadual;3691036;42;87882;PMB;0;0;0;5516
2022;PA;6;Deputado Federal;4521516;17;265972;AVANTE;0;0;0;5318
2022;PA;7;Deputado Estadual;4538980;41;110707;SOLIDARIEDADE;0;0;0;5313
2022;AP;7;Deputado Estadual;424262;24;17678;PSB;0;0;0;5305
2022;SP;6;Deputado Federal;23375585;70;333937;DC;0;0;0;5269
2022;AM;6;Deputado Federal;1976477;8;247060;PTB;0;0;0;5186
2022;PR;6;Deputado Federal;6038642;30;201288;PMN;0;0;0;5108
2022;AM;7;Deputado Estadual;1968109;24;82005;REDE / PSOL;0;0;0;5004
2022;DF;6;Deputado Federal;1607519;8;200940;SOLIDARIEDADE;0;0;0;4961
2022;PB;6;Deputado Federal;2209355;12;184113;AVANTE;0;0;0;4901
2022;AL;6;Deputado Federal;1650763;9;183418;REDE / PSOL;0;0;0;4896
2022;BA;7;Deputado Estadual;7937716;63;125995;DC;0;0;0;4892
2022;PA;7;Deputado Estadual;4538980;41;110707;PMB;0;0;0;4887
2022;MT;7;Deputado Estadual;1728127;24;72005;PDT;0;0;0;4876
2022;MG;6;Deputado Federal;11181098;53;210964;DC;0;0;0;4808
2022;AM;6;Deputado Federal;1976477;8;247060;PMN;0;0;0;4735
2022;MA;6;Deputado Federal;3706498;18;205917;PTB;0;0;0;4697
2022;SC;6;Deputado Federal;3969848;16;248115;PROS;0;0;0;4679
2022;MT;6;Deputado Federal;1730277;8;216285;NOVO;0;0;0;4613
2022;MT;6;Deputado Federal;1730277;8;216285;PP;0;0;0;4593
2022;PA;7;Deputado Estadual;4538980;41;110707;PROS;0;0;0;4589
2022;RR;6;Deputado Federal;291714;8;36464;PROS;0;0;0;4561
2022;MG;6;Deputado Federal;11181098;53;210964;PSTU;0;0;0;4551
2022;CE;6;Deputado Federal;5108239;22;232193;PATRIOTA;0;0;0;4551
2022;DF;6;Deputado Federal;1607519;8;200940;PTB;0;0;0;4548
2022;MT;6;Deputado Federal;1730277;8;216285;SOLIDARIEDADE;0;0;0;4530
2022;MG;6;Deputado Federal;11181098;53;210964;UP;0;0;0;4523
2022;BA;6;Deputado Federal;7958431;39;204062;AGIR;0;0;0;4495
2022;PR;7;Deputado Estadual;6058064;54;112186;PMN;0;0;0;4493
2022;PI;6;Deputado Federal;1957483;10;195748;PTB;0;0;0;4467
2022;PE;7;Deputado Estadual;5013585;49;102318;PMB;0;0;0;4465
2022;MT;7;Deputado Estadual;1728127;24;72005;AGIR;0;0;0;4447
2022;PB;7;Deputado Estadual;2243483;36;62319;AGIR;0;0;0;4429
2022;AC;6;Deputado Federal;434253;8;54282;SOLIDARIEDADE;0;0;0;4347
2022;PR;7;Deputado Estadual;6058064;54;112186;PRTB;0;0;0;4331
2022;SE;6;Deputado Federal;1191617;8;148952;PMN;0;0;0;4319
2022;RN;7;Deputado Estadual;1865045;24;77710;PATRIOTA;0;0;0;4293
2022;SE;6;Deputado Federal;1191617;8;148952;MDB;0;0;0;4292
2022;CE;7;Deputado Estadual;5054996;46;109891;PODE;0;0;0;4214
2022;SP;6;Deputado Federal;23375585;70;333937;PCO;0;0;0;4187
2022;SE;6;Deputado Federal;1191617;8;148952;PATRIOTA;0;0;0;4165
2022;DF;8;Deputado Distrital;1662497;24;69271;SOLIDARIEDADE;0;0;0;4054
2022;BA;6;Deputado Federal;7958431;39;204062;UP;0;0;0;4043
2022;AC;6;Deputado Federal;434253;8;54282;REDE / PSOL;0;0;0;3921
2022;RJ;7;Deputado Estadual;8492935;70;121328;PSTU;0;0;0;3899
2022;RN;6;Deputado Federal;1864825;8;233103;PTB;0;0;0;3892
2022;PE;6;Deputado Federal;4969863;25;198795;PCB;0;0;0;3873
2022;SE;6;Deputado Federal;1191617;8;148952;PTB;0;0;0;3873
2022;RS;7;Deputado Estadual;6155799;55;111924;PCB;0;0;0;3833
2022;DF;6;Deputado Federal;1607519;8;200940;DC;0;0;0;3816
2022;DF;6;Deputado Federal;1607519;8;200940;PATRIOTA;0;0;0;3763
2022;CE;6;Deputado Federal;5108239;22;232193;PROS;0;0;0;3722
2022;AM;7;Deputado Estadual;1968109;24;82005;PTB;0;0;0;3717
2022;BA;6;Deputado Federal;7958431;39;204062;PRTB;0;0;0;3701
2022;RR;7;Deputado Estadual;294885;24;12287;REDE / PSOL;0;0;0;3699
2022;SP;7;Deputado Estadual;23245861;94;247296;PCO;0;0;0;3673
2022;RS;6;Deputado Federal;6149822;31;198381;PCB;0;0;0;3661
2022;ES;6;Deputado Federal;2084430;10;208443;SOLIDARIEDADE;0;0;0;3633
2022;PE;6;Deputado Federal;4969863;25;198795;AGIR;0;0;0;3609
2022;RN;6;Deputado Federal;1864825;8;233103;PATRIOTA;0;0;0;3588
2022;PI;6;Deputado Federal;1957483;10;195748;PATRIOTA;0;0;0;3572
2022;SE;6;Deputado Federal;1191617;8;148952;DC;0;0;0;3562
2022;SC;6;Deputado Federal;3969848;16;248115;UP;0;0;0;3548
2022;PB;6;Deputado Federal;2209355;12;184113;UP;0;0;0;3507
2022;PE;6;Deputado Federal;4969863;25;198795;UP;0;0;0;3376
2022;AM;6;Deputado Federal;1976477;8;247060;PSB;0;0;0;3368
2022;DF;8;Deputado Distrital;1662497;24;69271;DC;0;0;0;3368
2022;PI;6;Deputado Federal;1957483;10;195748;PMN;0;0;0;3239
2022;RR;6;Deputado Federal;291714;8;36464;PMN;0;0;0;3192
2022;MA;7;Deputado Estadual;3691036;42;87882;PSTU;0;0;0;3185
2022;RN;7;Deputado Estadual;1865045;24;77710;PMN;0;0;0;3174
2022;ES;6;Deputado Federal;2084430;10;208443;AVANTE;0;0;0;3145
2022;PE;6;Deputado Federal;4969863;25;198795;DC;0;0;0;3140
2022;SC;7;Deputado Estadual;4004036;40;100101;PRTB;0;0;0;3126
2022;MA;7;Deputado Estadual;3691036;42;87882;DC;0;0;0;3104
2022;TO;6;Deputado Federal;830140;8;103767;REDE / PSOL;0;0;0;3095
2022;RR;6;Deputado Federal;291714;8;36464;PT / PV / PC do B;0;0;0;3092
2022;AL;6;Deputado Federal;1650763;9;183418;PATRIOTA;0;0;0;3040
2022;MG;6;Deputado Federal;11181098;53;210964;PMB;0;0;0;3034
2022;CE;6;Deputado Federal;5108239;22;232193;AGIR;0;0;0;3030
2022;PR;6;Deputado Federal;6038642;30;201288;PRTB;0;0;0;2973
2022;BA;7;Deputado Estadual;7937716;63;125995;UP;0;0;0;2844
2022;PA;6;Deputado Federal;4521516;17;265972;AGIR;0;0;0;2827
2022;MA;6;Deputado Federal;3706498;18;205917;PSTU;0;0;0;2819
2022;SE;7;Deputado Estadual;1216425;24;50684;MDB;0;0;0;2774
2022;CE;6;Deputado Federal;5108239;22;232193;PMB;0;0;0;2746
2022;MT;6;Deputado Federal;1730277;8;216285;DC;0;0;0;2711
2022;AM;7;Deputado Estadual;1968109;24;82005;AGIR;0;0;0;2688
2022;MS;7;Deputado Estadual;1404566;24;58524;AVANTE;0;0;0;2674
2022;AL;7;Deputado Estadual;1658145;27;61413;PTB;0;0;0;2656
2022;RS;6;Deputado Federal;6149822;31;198381;PRTB;0;0;0;2656
2022;ES;6;Deputado Federal;2084430;10;208443;PSD;0;0;0;2644
2022;PE;7;Deputado Estadual;5013585;49;102318;DC;0;0;0;2602
